ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
27	"ENSMUSG00000030795"	"Fus"	chr7	+	127571725	127575092	127571725	127571942	127575059	127575092	27	56,110,124,129	3,8,8,11	101,431,101,116	5,24,3,3	298	149	0.139907608998	0.913514388163	0.903,0.873,0.886,0.854	0.91,0.9,0.944,0.951	-0.047
28	"ENSMUSG00000022617"	"Chkb"	chr15	-	89312336	89313030	89312336	89312432	89312613	89313030	28	3,5,2,2	109,214,198,123	6,25,6,1	249,856,147,139	298	149	0.40835505468	1.0	0.014,0.012,0.005,0.008	0.012,0.014,0.02,0.004	-0.003
29	"ENSMUSG00000022617"	"Chkb"	chr15	-	89312336	89313030	89312336	89312432	89312916	89313030	29	6,8,9,13	0,0,0,0	21,59,12,13	0,2,0,0	298	149	1	1.0	1.0,1.0,1.0,1.0	1.0,0.937,1.0,1.0	0.016
30	"ENSMUSG00000022617"	"Chkb"	chr15	-	89312613	89313030	89312613	89312747	89312916	89313030	30	8,11,13,12	46,36,42,13	16,58,9,15	33,206,44,31	298	149	0.93752609789	1.0	0.08,0.133,0.134,0.316	0.195,0.123,0.093,0.195	0.014
31	"ENSMUSG00000022617"	"Chkb"	chr15	-	89312613	89313030	89312613	89312781	89312916	89313030	31	4,6,7,11	8,18,18,20	15,37,7,12	15,55,17,8	283	149	0.049746456823	0.54717796093	0.208,0.149,0.17,0.225	0.345,0.262,0.178,0.441	-0.118
32	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119173531	119175634	119173531	119173574	119175535	119175634	32	19,23,25,19	223,260,329,240	31,82,21,30	278,994,192,252	298	149	0.199339367281	1.0	0.041,0.042,0.037,0.038	0.053,0.04,0.052,0.056	-0.011
33	"ENSMUSG00000020883"	"Fbxl20"	chr11	-	97985958	97987885	97985958	97986019	97987754	97987885	33	3,9,21,5	18,37,55,55	29,48,6,6	64,125,43,41	298	149	0.151700318504	0.955910740617	0.077,0.108,0.16,0.043	0.185,0.161,0.065,0.068	-0.023
34	"ENSMUSG00000020486"	"Septin4"	chr11	+	87474143	87474840	87474143	87474440	87474746	87474840	34	0,1,3,1	8,24,25,8	1,12,4,4	20,87,16,30	298	149	0.0243009474775	0.371608769733	0.0,0.02,0.057,0.059	0.024,0.065,0.111,0.063	-0.032
35	"ENSMUSG00000020486"	"Septin4"	chr11	+	87479543	87479911	87479543	87479678	87479793	87479911	35	0,0,2,1	88,84,104,55	5,8,3,2	178,351,72,103	263	149	0.868177658528	1.0	0.0,0.0,0.011,0.01	0.016,0.013,0.023,0.011	-0.011
36	"ENSMUSG00000020486"	"Septin4"	chr11	+	87480481	87480881	87480481	87480644	87480781	87480881	36	3,6,7,6	101,97,149,135	11,36,14,15	149,417,115,143	285	149	0.00125416928067	0.0738680111023	0.015,0.031,0.024,0.023	0.037,0.043,0.06,0.052	-0.025
37	"ENSMUSG00000020486"	"Septin4"	chr11	+	87480481	87480881	87480481	87480644	87480834	87480881	37	24,41,40,49	10,4,23,12	68,113,30,53	24,69,7,17	298	149	0.374985942693	1.0	0.545,0.837,0.465,0.671	0.586,0.45,0.682,0.609	0.048
38	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89247807	89248037	89247807	89247892	89247968	89248037	38	2,15,7,8	146,209,273,264	5,18,3,2	245,720,190,242	224	149	0.0378694711472	0.483589795269	0.009,0.046,0.017,0.02	0.013,0.016,0.01,0.005	0.012
39	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89254597	89254878	89254597	89254691	89254803	89254878	39	4,6,7,2	27,58,61,18	5,12,2,1	62,191,35,37	260	149	0.105522433555	0.798666522978	0.078,0.056,0.062,0.06	0.044,0.035,0.032,0.015	0.033
40	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89254597	89254878	89254597	89254691	89254806	89254878	40	6,6,11,1	142,253,277,122	6,15,5,4	225,757,154,256	263	149	0.366059338174	1.0	0.023,0.013,0.022,0.005	0.015,0.011,0.018,0.009	0.003
41	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89254955	89255196	89254955	89255011	89255094	89255196	41	7,12,25,4	136,126,156,80	12,31,7,12	136,499,118,132	231	149	0.220128491567	1.0	0.032,0.058,0.094,0.031	0.054,0.039,0.037,0.055	0.007
43	"ENSMUSG00000062006"	"Rpl34"	chr3	-	130522699	130522951	130522699	130522799	130522877	130522951	43	0,0,0,0	722,1345,1648,1483	1,13,3,1	1474,5061,1157,1241	226	149	1	1.0	0.0,0.0,0.0,0.0	0.0,0.002,0.002,0.001	-0.001
44	"ENSMUSG00000027776"	"Il12a"	chr3	+	68602522	68602679	68602522	68602564	68602637	68602679	44	0,0,1,0	3,0,0,0	1,0,2,0	2,3,0,0	221	149	1	1.0	0.0,NA,1.0,NA	0.252,0.0,1.0,NA	0.083
46	"ENSMUSG00000034187"	"Nsf"	chr11	-	103804141	103804734	103804141	103804217	103804626	103804734	46	4,0,0,0	19,33,47,68	0,0,0,0	42,165,36,37	298	149	1	1.0	0.095,0.0,0.0,0.0	0.0,0.0,0.0,0.0	0.024
47	"ENSMUSG00000075232"	"Amd1"	chr10	-	40166113	40166611	40166113	40166269	40166373	40166611	47	1,5,0,2	342,618,563,624	0,8,2,3	571,1885,598,519	252	149	1	1.0	0.002,0.005,0.0,0.002	0.0,0.003,0.002,0.003	0.0
48	"ENSMUSG00000001524"	"Gtf2h4"	chr17	-	35981548	35981854	35981548	35981637	35981757	35981854	48	1,2,7,1	24,20,31,4	8,9,5,3	18,52,26,20	268	149	0.118048562399	0.832978364507	0.023,0.053,0.112,0.122	0.198,0.088,0.097,0.077	-0.038
50	"ENSMUSG00000027610"	"Gss"	chr2	-	155408722	155409807	155408722	155408804	155409612	155409807	50	0,0,0,0	22,48,27,8	1,1,0,1	25,80,25,39	298	149	1	1.0	0.0,0.0,0.0,0.0	0.02,0.006,0.0,0.013	-0.01
52	"ENSMUSG00000027610"	"Gss"	chr2	-	155420208	155420707	155420208	155420348	155420631	155420707	52	1,0,0,0	29,33,57,28	0,2,0,0	55,134,16,39	298	149	1	1.0	0.017,0.0,0.0,0.0	0.0,0.007,0.0,0.0	0.003
53	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22927337	22927601	22927337	22927383	22927468	22927601	53	26,30,16,21	236,589,754,728	16,89,23,16	607,2059,482,571	233	149	0.641006773873	1.0	0.066,0.032,0.013,0.018	0.017,0.027,0.03,0.018	0.009
54	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22928734	22929093	22928734	22928903	22928983	22929093	54	25,28,12,17	623,1504,1675,1627	15,75,19,16	1620,4878,1100,1435	228	149	0.517937992564	1.0	0.026,0.012,0.005,0.007	0.006,0.01,0.011,0.007	0.004
55	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22929329	22930013	22929329	22929473	22929875	22930013	55	35,55,45,35	683,1097,1455,1290	51,131,43,44	1409,4055,914,1197	298	149	0.82517362675	1.0	0.025,0.024,0.015,0.013	0.018,0.016,0.023,0.018	0.001
56	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22929875	22930342	22929875	22930013	22930252	22930342	56	27,29,26,24	1138,1710,2178,2038	23,103,23,24	2117,5878,1478,1748	298	149	1	1.0	0.012,0.008,0.006,0.006	0.005,0.009,0.008,0.007	0.001
57	"ENSMUSG00000026048"	"Ercc5"	chr1	+	44212497	44213191	44212497	44212739	44213071	44213191	57	0,2,1,0	12,44,53,45	0,7,0,2	47,187,37,31	298	149	0.903469460611	1.0	0.0,0.022,0.009,0.0	0.0,0.018,0.0,0.031	-0.005
59	"ENSMUSG00000079553"	"Kifc1"	chr17	-	34103562	34104192	34103562	34103960	34104141	34104192	59	0,0,0,0	1,3,1,2	0,1,0,0	1,2,1,3	298	149	1	1.0	0.0,0.0,0.0,0.0	0.0,0.2,0.0,0.0	-0.05
61	"ENSMUSG00000042328"	"Hps4"	chr5	+	112517320	112518610	112517320	112517417	112517811	112518610	61	0,1,0,1	5,14,10,3	0,2,1,0	8,45,10,20	298	149	1	1.0	0.0,0.034,0.0,0.143	0.0,0.022,0.048,0.0	0.027
62	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107628917	107629152	107628917	107628990	107629074	107629152	62	2,0,2,0	118,126,231,194	0,1,2,0	227,508,136,143	232	149	1	1.0	0.011,0.0,0.006,0.0	0.0,0.001,0.009,0.0	0.002
63	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107634107	107637590	107634107	107634191	107637520	107637590	63	18,49,60,37	1,10,10,8	57,170,27,29	14,13,5,7	298	149	0.780044664802	1.0	0.9,0.71,0.75,0.698	0.671,0.867,0.73,0.674	0.029
64	"ENSMUSG00000011877"	"Git1"	chr11	+	77394181	77394844	77394181	77394254	77394746	77394844	64	2,0,0,1	44,120,129,110	2,4,0,3	136,357,85,118	298	149	1	1.0	0.022,0.0,0.0,0.005	0.007,0.006,0.0,0.013	0.0
65	"ENSMUSG00000011877"	"Git1"	chr11	+	77396329	77396579	77396329	77396416	77396505	77396579	65	0,0,1,0	68,93,106,33	3,4,1,1	72,272,72,78	237	149	1	1.0	0.0,0.0,0.006,0.0	0.026,0.009,0.009,0.008	-0.011
66	"ENSMUSG00000079197"	"Psme2"	chr14	-	55825110	55825551	55825110	55825197	55825496	55825551	66	4,2,4,4	268,253,371,284	2,3,2,1	316,1058,251,307	298	149	1	1.0	0.007,0.004,0.005,0.007	0.003,0.001,0.004,0.002	0.003
67	"ENSMUSG00000079197"	"Psme2"	chr14	-	55826937	55827162	55826937	55826968	55827075	55827162	67	11,12,27,11	254,397,476,415	16,34,7,11	459,1469,284,305	255	149	0.082680597717	0.720894879188	0.025,0.017,0.032,0.015	0.02,0.013,0.014,0.021	0.005
68	"ENSMUSG00000053907"	"Mat2a"	chr6	-	72409781	72412097	72409781	72411378	72411963	72412097	68	5,14,12,14	130,250,286,319	12,53,7,13	285,866,198,234	298	149	0.400760097736	1.0	0.019,0.027,0.021,0.021	0.021,0.03,0.017,0.027	-0.002
69	"ENSMUSG00000053907"	"Mat2a"	chr6	-	72413977	72414431	72413977	72414100	72414353	72414431	69	2,11,3,8	173,286,391,409	3,48,8,8	309,1235,286,290	298	149	0.0660477240642	0.627323525952	0.006,0.019,0.004,0.01	0.005,0.019,0.014,0.014	-0.003
70	"ENSMUSG00000002835"	"Chaf1a"	chr17	+	56370327	56372425	56370327	56370420	56371973	56372425	70	0,3,2,0	0,0,2,0	5,1,0,0	0,0,0,0	298	149	1	1.0	NA,1.0,0.333,NA	1.0,1.0,NA,NA	-0.334
71	"ENSMUSG00000036281"	"Snapc4"	chr2	-	26262742	26263092	26262742	26262837	26262985	26263092	71	1,0,0,0	8,8,18,14	0,0,0,0	30,57,21,9	296	149	1	1.0	0.059,0.0,0.0,0.0	0.0,0.0,0.0,0.0	0.015
72	"ENSMUSG00000036281"	"Snapc4"	chr2	-	26263330	26264197	26263330	26263478	26264032	26264197	72	1,0,0,0	5,8,13,7	0,0,0,0	9,40,9,6	298	149	1	1.0	0.091,0.0,0.0,0.0	0.0,0.0,0.0,0.0	0.023
73	"ENSMUSG00000070034"	"Sp110"	chr1	-	85506777	85507466	85506777	85506920	85507364	85507466	73	2,10,7,6	10,22,35,27	12,22,3,9	20,42,15,17	298	149	0.0353319384147	0.465607188424	0.091,0.185,0.091,0.1	0.231,0.208,0.091,0.209	-0.068
74	"ENSMUSG00000070034"	"Sp110"	chr1	-	85512623	85514016	85512623	85512773	85513935	85514016	74	0,4,8,1	9,13,25,23	2,6,1,2	27,51,8,18	298	149	0.316931047939	1.0	0.0,0.133,0.138,0.021	0.036,0.056,0.059,0.053	0.022
76	"ENSMUSG00000042487"	"Leo1"	chr9	+	75362922	75364475	75362922	75363057	75364339	75364475	76	0,0,2,0	24,37,36,27	0,12,0,0	35,80,30,34	298	149	0.0618167029142	0.607380941445	0.0,0.0,0.027,0.0	0.0,0.07,0.0,0.0	-0.011
77	"ENSMUSG00000078762"	"Haus5"	chr7	-	30358487	30358838	30358487	30358551	30358713	30358838	77	2,1,3,0	18,11,13,9	1,8,4,1	12,45,5,14	298	149	0.214492384397	1.0	0.053,0.043,0.103,0.0	0.04,0.082,0.286,0.034	-0.061
78	"ENSMUSG00000031505"	"Naxd"	chr8	+	11559321	11559557	11559321	11559372	11559452	11559557	78	5,11,9,8	100,173,188,70	2,19,7,12	186,561,112,130	228	149	0.142733278145	0.91743483458	0.032,0.04,0.03,0.069	0.007,0.022,0.039,0.057	0.012
82	"ENSMUSG00000074415"	"Mir100hg"	chr9	+	41524578	41526481	41524578	41524777	41526036	41526481	82	0,2,0,2	0,0,0,0	0,4,0,0	0,5,0,0	298	149	1	1.0	NA,1.0,NA,1.0	NA,0.286,NA,NA	0.714
85	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25164273	25165862	25164273	25164305	25165741	25165862	85	0,3,3,8	17,48,46,27	6,10,10,6	59,116,23,34	298	149	0.156343725442	0.967042997483	0.0,0.03,0.032,0.129	0.048,0.041,0.179,0.081	-0.04
89	"ENSMUSG00000053553"	"3110082I17Rik"	chr5	-	139345493	139347143	139345493	139346485	139347061	139347143	89	0,0,2,0	6,16,21,3	2,3,0,1	9,63,6,24	298	149	0.711906772856	1.0	0.0,0.0,0.045,0.0	0.1,0.023,0.0,0.02	-0.024
90	"ENSMUSG00000046364"	"Rpl27a"	chr7	+	109118791	109119200	109118791	109118855	109119124	109119200	90	1,6,5,1	445,1840,622,69	4,12,4,4	332,2573,592,961	298	149	1	1.0	0.001,0.002,0.004,0.007	0.006,0.002,0.003,0.002	0.0
91	"ENSMUSG00000032553"	"Srprb"	chr9	-	103074736	103076065	103074736	103074819	103075987	103076065	91	0,3,11,2	54,101,112,114	7,17,0,7	110,352,72,98	298	149	0.416124439436	1.0	0.0,0.015,0.047,0.009	0.031,0.024,0.0,0.034	-0.005
94	"ENSMUSG00000036529"	"Sbf1"	chr15	-	89186045	89186580	89186045	89186173	89186384	89186580	94	0,6,1,1	28,56,47,11	0,4,2,1	68,177,27,45	298	149	0.895325016505	1.0	0.0,0.051,0.011,0.043	0.0,0.011,0.036,0.011	0.012
95	"ENSMUSG00000014856"	"Tmem208"	chr8	+	106054953	106055324	106054953	106055090	106055239	106055324	95	3,9,4,2	79,72,109,41	6,8,7,8	117,272,80,88	297	149	0.946217264036	1.0	0.019,0.059,0.018,0.024	0.025,0.015,0.042,0.044	-0.002
96	"ENSMUSG00000014856"	"Tmem208"	chr8	+	106054953	106055324	106054953	106055116	106055239	106055324	96	1,0,0,1	5,17,8,2	1,4,3,1	10,32,11,16	271	149	0.0233413608995	0.362167567505	0.099,0.0,0.0,0.216	0.052,0.064,0.13,0.033	0.009
97	"ENSMUSG00000022685"	"Parn"	chr16	-	13482519	13483845	13482519	13482601	13483765	13483845	97	1,0,0,0	0,2,2,0	0,3,1,0	0,0,0,1	298	149	1	1.0	1.0,0.0,0.0,NA	NA,1.0,1.0,0.0	-0.333
98	"ENSMUSG00000031398"	"Plxna3"	chrX	+	73377351	73377954	73377351	73377452	73377830	73377954	98	0,0,0,0	0,3,5,0	1,0,0,0	1,5,0,2	298	149	1	1.0	NA,0.0,0.0,NA	0.333,0.0,NA,0.0	-0.111
101	"ENSMUSG00000040054"	"Baz2a"	chr10	+	127950893	127952038	127950893	127950954	127951929	127952038	101	1,8,9,8	3,38,42,46	12,24,8,1	41,137,21,36	298	149	0.756829517874	1.0	0.143,0.095,0.097,0.08	0.128,0.081,0.16,0.014	0.008
104	"ENSMUSG00000027667"	"Zfp639"	chr3	+	32569432	32571288	32569432	32569501	32571177	32571288	104	0,3,8,6	37,61,57,57	6,13,1,4	61,219,56,68	298	149	0.557862567243	1.0	0.0,0.024,0.066,0.05	0.047,0.029,0.009,0.029	0.007
105	"ENSMUSG00000003226"	"Ranbp2"	chr10	+	58291040	58291776	58291040	58291271	58291630	58291776	105	0,0,0,0	8,36,58,60	0,1,0,0	48,167,22,65	298	149	1	1.0	0.0,0.0,0.0,0.0	0.0,0.003,0.0,0.0	-0.001
106	"ENSMUSG00000031511"	"Arhgef7"	chr8	+	11831154	11832655	11831154	11831239	11832524	11832655	106	2,7,7,3	35,74,64,82	3,9,4,0	75,228,47,72	298	149	0.0720245745866	0.662892455638	0.028,0.045,0.052,0.018	0.02,0.019,0.041,0.0	0.016
107	"ENSMUSG00000039220"	"Ppp1r10"	chr17	+	36238801	36239221	36238801	36238902	36239073	36239221	107	0,0,0,0	16,22,41,27	0,2,0,0	29,138,20,28	298	149	1	1.0	0.0,0.0,0.0,0.0	0.0,0.007,0.0,0.0	-0.002
108	"ENSMUSG00000031388"	"Naa10"	chrX	-	72963107	72963475	72963107	72963146	72963359	72963475	108	4,9,3,11	9,3,6,1	7,52,3,7	10,15,2,16	298	149	0.731584861998	1.0	0.182,0.6,0.2,0.846	0.259,0.634,0.429,0.179	0.082
109	"ENSMUSG00000031388"	"Naa10"	chrX	-	72963107	72963475	72963107	72963152	72963359	72963475	109	2,5,2,6	232,261,260,170	4,17,3,3	282,883,212,262	298	149	1	1.0	0.004,0.009,0.004,0.017	0.007,0.01,0.007,0.006	0.001
111	"ENSMUSG00000022978"	"Mis18a"	chr16	-	90516199	90517638	90516199	90516866	90517541	90517638	111	0,0,0,0	10,11,21,22	3,0,0,0	13,21,12,14	298	149	1	1.0	0.0,0.0,0.0,0.0	0.103,0.0,0.0,0.0	-0.026
112	"ENSMUSG00000022978"	"Mis18a"	chr16	-	90523180	90524292	90523180	90523247	90523913	90524292	112	0,0,0,1	7,15,11,4	1,0,0,0	4,12,3,10	298	149	1	1.0	0.0,0.0,0.0,0.111	0.111,0.0,0.0,0.0	0.0
113	"ENSMUSG00000022554"	"Hgh1"	chr15	+	76254055	76254453	76254055	76254154	76254361	76254453	113	0,0,0,0	9,11,15,8	0,7,1,4	5,63,10,8	298	149	0.00175213904905	0.0857063270434	0.0,0.0,0.0,0.0	0.0,0.053,0.048,0.2	-0.075
115	"ENSMUSG00000021486"	"Prelid1"	chr13	+	55472143	55472418	55472143	55472257	55472339	55472418	115	1,11,8,4	242,217,287,269	9,17,14,5	248,735,170,177	230	149	0.100680613051	0.775722750903	0.003,0.032,0.018,0.01	0.023,0.015,0.051,0.018	-0.011
116	"ENSMUSG00000031232"	"Magt1"	chrX	-	105011689	105015085	105011689	105014632	105015041	105015085	116	16,47,65,68	21,23,19,33	64,207,33,59	46,75,33,23	298	149	0.902294863456	1.0	0.276,0.505,0.631,0.507	0.41,0.58,0.333,0.562	0.009
123	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89069564	89069850	89069564	89069667	89069740	89069850	123	1,5,6,1	49,80,81,27	3,21,0,2	60,259,47,75	221	149	0.516860632034	1.0	0.014,0.04,0.048,0.024	0.033,0.052,0.0,0.018	0.006
124	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89069564	89070250	89069564	89069850	89070196	89070250	124	2,12,1,4	24,30,43,9	4,22,1,3	28,105,19,32	298	149	0.830687709154	1.0	0.04,0.167,0.011,0.182	0.067,0.095,0.026,0.045	0.042
125	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89070374	89071022	89070374	89070464	89070565	89071022	125	0,6,0,5	51,55,59,33	5,11,1,5	45,196,28,40	249	149	0.269664076507	1.0	0.0,0.061,0.0,0.083	0.062,0.032,0.021,0.07	-0.01
126	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89070374	89071022	89070374	89070464	89070956	89071022	126	0,3,1,2	1,0,0,0	6,24,5,5	2,1,1,0	298	149	0.677443835157	1.0	0.0,1.0,1.0,1.0	0.6,0.923,0.714,1.0	-0.059
127	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89070565	89071022	89070565	89070630	89070956	89071022	127	0,6,2,7	46,60,75,49	6,42,6,2	69,233,38,39	298	149	0.00180491279668	0.0864007210678	0.0,0.048,0.013,0.067	0.042,0.083,0.073,0.025	-0.024
128	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89070565	89071446	89070565	89070630	89071350	89071446	128	2,7,5,7	1,0,0,0	8,58,3,11	0,0,0,0	298	149	1	1.0	0.5,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.125
129	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89071158	89071446	89071158	89071201	89071350	89071446	129	15,24,37,25	0,3,4,0	38,117,26,22	0,9,0,1	297	149	0.562703018886	1.0	1.0,0.801,0.823,1.0	1.0,0.867,1.0,0.917	-0.04
130	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89071158	89071446	89071158	89071253	89071350	89071446	130	3,8,9,4	21,28,31,19	14,42,3,12	24,58,17,18	245	149	0.00283525071762	0.115246951705	0.08,0.148,0.15,0.114	0.262,0.306,0.097,0.288	-0.115
131	"ENSMUSG00000063800"	"Prpf38a"	chr4	-	108425554	108427463	108425554	108425667	108427352	108427463	131	2,0,0,1	58,57,89,94	1,1,3,1	115,263,54,72	298	149	1	1.0	0.017,0.0,0.0,0.005	0.004,0.002,0.027,0.007	-0.004
133	"ENSMUSG00000079179"	"Rab10os"	chr12	+	3285510	3287412	3285510	3285929	3287284	3287412	133	0,0,1,0	1,20,15,8	0,0,0,1	12,72,12,14	298	149	1	1.0	0.0,0.0,0.032,0.0	0.0,0.0,0.0,0.034	-0.001
134	"ENSMUSG00000079179"	"Rab10os"	chr12	+	3285510	3287412	3285510	3285929	3287346	3287412	134	5,15,23,5	1,3,3,0	7,65,11,14	3,16,2,1	298	149	0.193185181786	1.0	0.714,0.714,0.793,1.0	0.538,0.67,0.733,0.875	0.101
136	"ENSMUSG00000005481"	"Ddx39a"	chr8	+	84448362	84448990	84448362	84448481	84448858	84448990	136	2,0,1,1	27,84,77,47	12,18,1,2	97,239,60,79	298	149	0.000380540632016	0.0356202168207	0.036,0.0,0.006,0.011	0.058,0.036,0.008,0.012	-0.015
137	"ENSMUSG00000031601"	"Cnot7"	chr8	-	40952335	40953954	40952335	40952480	40953792	40953954	137	5,8,10,2	55,102,123,117	12,27,6,2	169,390,109,95	298	149	0.838382865008	1.0	0.043,0.038,0.039,0.008	0.034,0.033,0.027,0.01	0.006
140	"ENSMUSG00000027889"	"Ampd2"	chr3	-	107982564	107983020	107982564	107982675	107982846	107983020	140	0,2,0,0	8,5,7,3	1,1,1,0	5,9,3,7	298	149	1	1.0	0.0,0.167,0.0,0.0	0.091,0.053,0.143,0.0	-0.03
141	"ENSMUSG00000027889"	"Ampd2"	chr3	-	107986500	107987089	107986500	107986642	107986902	107987089	141	0,2,1,0	5,1,14,1	0,0,2,0	5,22,3,3	298	149	1	1.0	0.0,0.5,0.034,0.0	0.0,0.0,0.25,0.0	0.071
142	"ENSMUSG00000027889"	"Ampd2"	chr3	-	107987582	107988090	107987582	107987651	107987959	107988090	142	0,0,0,0	1,3,6,10	0,6,0,3	17,27,6,9	298	149	0.0128278710774	0.270768089097	0.0,0.0,0.0,0.0	0.0,0.1,0.0,0.143	-0.061
144	"ENSMUSG00000022515"	"Anks3"	chr16	-	4765512	4766227	4765512	4765622	4766089	4766227	144	0,0,1,0	12,29,53,15	0,2,1,0	30,85,21,49	298	149	1	1.0	0.0,0.0,0.009,0.0	0.0,0.012,0.023,0.0	-0.007
147	"ENSMUSG00000030357"	"Fkbp4"	chr6	-	128410488	128410756	128410488	128410572	128410665	128410756	147	6,10,19,22	1022,1572,1885,1269	27,53,26,14	2026,5578,1422,1521	241	149	1	1.0	0.004,0.004,0.006,0.011	0.008,0.006,0.011,0.006	-0.001
149	"ENSMUSG00000053877"	"Srcap"	chr7	+	127118752	127119004	127118752	127118774	127118831	127119004	149	12,17,23,13	0,0,1,0	29,79,17,26	0,0,0,0	205	149	1	1.0	1.0,1.0,0.944,1.0	1.0,1.0,1.0,1.0	-0.014
152	"ENSMUSG00000004455"	"Ppp1cc"	chr5	+	122310794	122311343	122310794	122310866	122311208	122311343	152	106,191,225,242	5,1,4,4	225,655,126,177	7,7,6,1	298	149	0.857783603165	1.0	0.914,0.99,0.966,0.968	0.941,0.979,0.913,0.989	0.004
