ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
32	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119177646	119177837	119177651	119177837	119176795	119176876	32	262,342,367,128	0,0,1,0	384,1161,278,358	0,0,0,0	153	149	1	1.0	1.0,1.0,0.997,1.0	1.0,1.0,1.0,1.0	-0.001
33	"ENSMUSG00000020486"	"Septin4"	chr11	+	87480781	87480881	87480834	87480881	87480481	87480644	33	122,132,182,178	10,4,23,12	206,494,131,181	24,69,7,17	201	149	0.0518999378679	0.637970805314	0.9,0.961,0.854,0.917	0.864,0.841,0.933,0.888	0.026
34	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89254803	89254878	89254806	89254878	89254597	89254691	34	29,58,65,18	142,253,277,122	63,198,38,40	225,757,154,256	151	149	0.334427326239	1.0	0.168,0.184,0.188,0.127	0.216,0.205,0.196,0.134	-0.021
36	"ENSMUSG00000036955"	"Kifbp"	chr10	-	62399014	62399287	62399014	62399130	62401815	62401900	36	3,0,0,0	78,113,162,148	0,0,1,0	178,395,103,104	298	149	1	1.0	0.019,0.0,0.0,0.0	0.0,0.0,0.005,0.0	0.003
39	"ENSMUSG00000022195"	"6030458C11Rik"	chr15	-	12817943	12818370	12817943	12818213	12821489	12821639	39	10,23,39,34	0,0,1,0	41,90,21,35	0,1,1,0	298	149	1	1.0	1.0,1.0,0.951,1.0	1.0,0.978,0.913,1.0	0.015
43	"ENSMUSG00000027835"	"Pdcd10"	chr3	-	75440847	75440901	75440847	75440897	75448466	75448685	43	71,133,149,151	0,1,0,0	139,410,82,121	1,0,0,0	152	149	1	1.0	1.0,0.992,1.0,1.0	0.993,1.0,1.0,1.0	-0.0
46	"ENSMUSG00000022679"	"Mpv17l"	chr16	+	13764392	13764451	13764421	13764451	13762529	13762600	46	0,2,0,0	7,3,14,5	2,8,0,1	10,25,8,9	177	149	0.00150107084713	0.089977232228	0.0,0.359,0.0,0.0	0.144,0.212,0.0,0.086	-0.021
47	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22927334	22927383	22927337	22927383	22926508	22926570	47	19,102,112,101	87,236,301,238	75,311,59,83	231,866,172,210	151	149	0.69975111401	1.0	0.177,0.299,0.269,0.295	0.243,0.262,0.253,0.281	0.0
48	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22927334	22927383	22927337	22927383	22926520	22926630	48	2,22,19,18	1,2,3,0	9,46,13,18	2,15,0,3	151	149	0.0233737338564	0.394979190308	0.664,0.916,0.862,1.0	0.816,0.752,1.0,0.856	0.005
49	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22928734	22929093	22928983	22929093	22927468	22927601	49	19,41,39,48	0,0,0,0	42,119,29,36	0,1,0,0	298	149	1	1.0	1.0,1.0,1.0,1.0	1.0,0.983,1.0,1.0	0.004
50	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22929329	22930013	22929875	22930013	22928983	22929093	50	783,1304,1787,1661	0,1,0,0	1636,4568,1034,1307	0,0,0,0	298	149	1	1.0	1.0,0.998,1.0,1.0	1.0,1.0,1.0,1.0	-0.0
52	"ENSMUSG00000041890"	"Git2"	chr5	-	114890339	114890391	114890339	114890388	114891339	114891385	52	13,16,32,22	7,22,55,16	21,63,17,25	34,91,21,24	151	149	0.438614470263	1.0	0.647,0.418,0.365,0.576	0.379,0.406,0.444,0.507	0.067
53	"ENSMUSG00000116048"	"Septin2"	chr1	+	93416845	93416876	93416849	93416876	93406714	93406790	53	29,75,107,82	5,5,11,3	124,283,82,92	4,17,5,8	152	149	0.359079597076	1.0	0.85,0.936,0.905,0.964	0.968,0.942,0.941,0.919	-0.029
54	"ENSMUSG00000116048"	"Septin2"	chr1	+	93416845	93416876	93416849	93416876	93406782	93406902	54	0,2,4,3	0,0,0,0	6,13,6,1	0,0,2,0	152	149	1	1.0	NA,1.0,1.0,1.0	1.0,1.0,0.746,1.0	0.064
55	"ENSMUSG00000038543"	"BC028528"	chr3	-	95792281	95792383	95792281	95792380	95795452	95795608	55	34,44,66,56	28,25,42,30	59,139,39,38	51,113,23,45	151	149	0.103209049198	0.892881842558	0.545,0.635,0.608,0.648	0.533,0.548,0.626,0.455	0.069
56	"ENSMUSG00000063445"	"Nmral1"	chr16	-	4529180	4529544	4529180	4529467	4531503	4531694	56	0,3,0,0	12,12,18,5	1,2,1,0	9,36,11,9	225	149	0.299038286902	1.0	0.0,0.142,0.0,0.0	0.069,0.035,0.057,0.0	-0.005
58	"ENSMUSG00000024352"	"Spata24"	chr18	-	35793335	35793406	35793335	35793397	35793496	35793627	58	18,31,34,39	0,0,2,0	44,148,36,28	1,2,1,0	157	149	1	1.0	1.0,1.0,0.942,1.0	0.977,0.986,0.972,1.0	0.002
59	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107626906	107626998	107626906	107626995	107627206	107627291	59	87,171,186,198	2,4,5,8	148,493,129,140	7,17,11,3	151	149	0.135689603678	0.993165135015	0.977,0.977,0.973,0.961	0.954,0.966,0.92,0.979	0.017
60	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107626906	107626998	107626906	107626995	107627661	107627747	60	6,15,10,14	0,0,0,0	19,43,8,8	1,9,0,0	151	149	0.000535571665516	0.0434338119328	1.0,1.0,1.0,1.0	0.949,0.825,1.0,1.0	0.056
63	"ENSMUSG00000036281"	"Snapc4"	chr2	-	26264503	26264576	26264503	26264572	26264654	26264759	63	13,16,26,19	1,2,4,3	25,97,14,13	5,0,1,1	152	149	0.0518077703098	0.637970805314	0.927,0.887,0.864,0.861	0.831,1.0,0.932,0.927	-0.038
64	"ENSMUSG00000078762"	"Haus5"	chr7	-	30356373	30356503	30356373	30356442	30356586	30356698	64	16,32,32,26	0,0,0,1	22,69,20,26	0,0,0,0	209	149	1	1.0	1.0,1.0,1.0,0.949	1.0,1.0,1.0,1.0	-0.013
65	"ENSMUSG00000030562"	"Nox4"	chr7	+	86944991	86945102	86944995	86945102	86896695	86896791	65	1,1,2,2	0,0,0,2	2,6,0,1	1,10,0,0	152	149	1	1.0	1.0,1.0,1.0,0.495	0.662,0.37,NA,1.0	0.196
70	"ENSMUSG00000004393"	"Ddx56"	chr11	-	6216810	6216971	6216810	6216917	6217417	6217579	70	40,61,38,16	1,1,2,1	45,154,38,39	0,3,0,0	202	149	0.421362285844	1.0	0.967,0.978,0.933,0.922	1.0,0.974,1.0,1.0	-0.043
71	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25164273	25165862	25164273	25164305	25171222	25171498	71	12,60,49,76	1,1,0,0	54,131,50,65	2,7,1,0	298	149	0.0092096374868	0.236796281425	0.857,0.968,1.0,1.0	0.931,0.903,0.962,1.0	0.007
72	"ENSMUSG00000028741"	"Mrto4"	chr4	-	139076924	139077158	139076924	139077028	139077746	139077805	72	1,1,2,1	54,86,81,70	0,0,1,2	67,299,61,72	278	149	1	1.0	0.01,0.006,0.013,0.008	0.0,0.0,0.009,0.015	0.003
73	"ENSMUSG00000006288"	"Ttc5"	chr14	-	51012747	51012907	51012747	51012839	51014718	51014869	73	0,0,1,0	19,20,30,15	0,1,0,0	18,78,14,17	216	149	1	1.0	0.0,0.0,0.022,0.0	0.0,0.009,0.0,0.0	0.003
75	"ENSMUSG00000026648"	"Dclre1c"	chr2	+	3438025	3438127	3438066	3438127	3437474	3437530	75	2,7,10,9	1,0,4,0	10,28,5,11	0,3,0,0	189	149	0.42936115323	1.0	0.612,1.0,0.663,1.0	1.0,0.88,1.0,1.0	-0.151
76	"ENSMUSG00000026648"	"Dclre1c"	chr2	+	3438038	3438127	3438066	3438127	3437474	3437530	76	0,4,7,3	1,0,4,0	2,10,0,6	0,3,0,0	176	149	1	1.0	0.0,1.0,0.597,1.0	1.0,0.738,NA,1.0	-0.263
77	"ENSMUSG00000029462"	"Vps29"	chr5	+	122498075	122498267	122498091	122498267	122492484	122492539	77	34,68,88,64	0,0,2,1	70,197,55,62	3,4,2,0	164	149	0.604414209555	1.0	1.0,1.0,0.976,0.983	0.955,0.978,0.962,1.0	0.016
78	"ENSMUSG00000029462"	"Vps29"	chr5	+	122498075	122498267	122498091	122498267	122494856	122494868	78	3,7,11,14	0,0,0,0	13,39,26,13	0,1,0,0	164	149	1	1.0	1.0,1.0,1.0,1.0	1.0,0.973,1.0,1.0	0.007
83	"ENSMUSG00000036529"	"Sbf1"	chr15	-	89177638	89177869	89177638	89177833	89177941	89178072	83	40,44,77,57	0,0,2,0	68,208,47,48	0,0,0,0	184	149	1	1.0	1.0,1.0,0.969,1.0	1.0,1.0,1.0,1.0	-0.008
85	"ENSMUSG00000036529"	"Sbf1"	chr15	-	89189546	89189675	89189546	89189671	89189746	89189860	85	17,26,38,10	0,0,2,1	30,132,16,29	3,2,0,0	152	149	1	1.0	1.0,1.0,0.949,0.907	0.907,0.985,1.0,1.0	-0.009
86	"ENSMUSG00000036990"	"Otud4"	chr8	+	80387666	80387764	80387669	80387764	80386026	80386091	86	7,59,47,53	2,25,31,31	55,169,55,40	33,111,17,29	151	149	0.734323230441	1.0	0.775,0.7,0.599,0.628	0.622,0.6,0.761,0.576	0.036
88	"ENSMUSG00000096917"	"2500002B13Rik"	chr8	+	57959561	57959835	57959675	57959835	57943373	57943501	88	21,22,49,41	0,1,1,2	48,129,19,23	4,6,0,2	262	149	0.0500757973577	0.625720537376	1.0,0.926,0.965,0.921	0.872,0.924,1.0,0.867	0.037
90	"ENSMUSG00000096917"	"2500002B13Rik"	chr8	+	57963029	57963298	57963121	57963298	57959561	57959835	90	2,1,8,4	17,14,30,32	1,9,0,1	13,93,6,17	240	149	0.114850722301	0.944378901465	0.068,0.042,0.142,0.072	0.046,0.057,0.0,0.035	0.046
91	"ENSMUSG00000027206"	"Cops2"	chr2	-	125684541	125684652	125684541	125684631	125686729	125686855	91	55,91,136,118	85,189,258,216	143,340,102,103	271,593,147,192	169	149	0.532572518563	1.0	0.363,0.298,0.317,0.325	0.318,0.336,0.38,0.321	-0.013
92	"ENSMUSG00000021504"	"B4galt7"	chr13	+	55751832	55752195	55751932	55752195	55747877	55748005	92	4,13,5,1	0,0,0,0	6,34,0,8	0,0,2,1	248	149	0.406631610141	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.0,0.828	0.293
93	"ENSMUSG00000109473"	"B930025P03Rik"	chr8	-	10929002	10929090	10929002	10929087	10929781	10929985	93	0,0,1,0	0,0,0,1	0,2,1,0	0,0,0,0	151	149	1	1.0	NA,NA,1.0,0.0	NA,1.0,1.0,NA	-0.5
94	"ENSMUSG00000037519"	"Ppfia1"	chr7	-	144074361	144074575	144074361	144074526	144074696	144074798	94	0,0,1,0	11,52,45,47	0,0,0,0	34,146,30,38	197	149	1	1.0	0.0,0.0,0.017,0.0	0.0,0.0,0.0,0.0	0.004
95	"ENSMUSG00000023992"	"Trem2"	chr17	+	48658718	48658958	48658773	48658958	48658128	48658219	95	1,1,5,5	28,20,34,21	5,2,3,0	17,47,13,18	203	149	0.747213637434	1.0	0.026,0.035,0.097,0.149	0.178,0.03,0.145,0.0	-0.011
97	"ENSMUSG00000040054"	"Baz2a"	chr10	+	127932248	127932392	127932307	127932392	127927503	127927645	97	0,0,5,2	0,0,8,3	11,9,0,6	2,4,1,1	207	149	1	1.0	NA,NA,0.31,0.324	0.798,0.618,0.0,0.812	-0.24
98	"ENSMUSG00000040054"	"Baz2a"	chr10	+	127932248	127932392	127932307	127932392	127928651	127928719	98	0,0,2,2	0,1,8,0	4,6,0,5	0,5,6,0	207	149	1	1.0	NA,0.0,0.153,1.0	1.0,0.463,0.0,1.0	-0.231
99	"ENSMUSG00000040054"	"Baz2a"	chr10	+	127949328	127949550	127949331	127949550	127948450	127948636	99	0,15,5,5	3,27,30,26	17,35,6,11	37,91,26,31	151	149	0.226835022188	1.0	0.0,0.354,0.141,0.159	0.312,0.275,0.185,0.259	-0.094
100	"ENSMUSG00000043940"	"Wdfy3"	chr5	-	102034826	102034936	102034826	102034933	102035952	102036182	100	4,29,58,34	0,2,2,1	43,120,33,38	0,5,2,7	151	149	0.139885938393	1.0	1.0,0.935,0.966,0.971	1.0,0.959,0.942,0.843	0.032
105	"ENSMUSG00000027667"	"Zfp639"	chr3	+	32569432	32571288	32571177	32571288	32568532	32568603	105	17,37,39,37	2,0,0,0	40,155,29,63	6,2,1,2	298	149	0.00517451590519	0.171214382271	0.81,1.0,1.0,1.0	0.769,0.975,0.935,0.94	0.048
106	"ENSMUSG00000054302"	"Eapp"	chr12	-	54738784	54738880	54738784	54738868	54739559	54739741	106	66,136,201,178	0,1,5,1	139,450,125,123	1,12,6,1	160	149	0.0440628737431	0.582249347609	1.0,0.992,0.974,0.994	0.992,0.972,0.951,0.991	0.013
107	"ENSMUSG00000026879"	"Gsn"	chr2	+	35172662	35172733	35172671	35172733	35156831	35156915	107	0,0,0,1	0,0,0,0	0,1,0,0	0,1,0,0	157	149	1	1.0	NA,NA,NA,1.0	NA,0.487,NA,NA	0.513
109	"ENSMUSG00000039220"	"Ppp1r10"	chr17	+	36234904	36235015	36234928	36235015	36234199	36234317	109	0,0,0,0	14,56,71,51	0,4,2,0	39,183,32,43	172	149	1	1.0	0.0,0.0,0.0,0.0	0.0,0.019,0.051,0.0	-0.017
110	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82860901	82861082	82860964	82861082	82859948	82860158	110	31,70,70,103	0,5,2,7	108,244,61,86	1,10,1,3	211	149	0.275616150066	1.0	1.0,0.908,0.961,0.912	0.987,0.945,0.977,0.953	-0.02
111	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82872196	82872288	82872202	82872288	82871144	82871303	111	43,51,98,66	6,19,22,22	101,277,57,83	22,75,13,13	154	149	0.56624455894	1.0	0.874,0.722,0.812,0.744	0.816,0.781,0.809,0.861	-0.029
112	"ENSMUSG00000031388"	"Naa10"	chrX	-	72960478	72960801	72960478	72960796	72961448	72961533	112	40,89,64,30	2,3,3,0	61,263,48,48	10,13,7,6	153	149	0.00159538755045	0.0942646129809	0.951,0.967,0.954,1.0	0.856,0.952,0.87,0.886	0.077
113	"ENSMUSG00000031388"	"Naa10"	chrX	-	72963107	72963152	72963107	72963146	72963359	72963475	113	234,265,261,175	9,3,6,1	285,918,212,266	10,15,2,16	154	149	0.224030696898	1.0	0.962,0.988,0.977,0.994	0.965,0.983,0.99,0.941	0.011
114	"ENSMUSG00000063268"	"Parp10"	chr15	-	76124486	76125181	76124486	76125131	76125355	76125428	114	0,0,1,0	19,36,36,41	2,0,0,0	34,140,26,30	198	149	1	1.0	0.0,0.0,0.02,0.0	0.042,0.0,0.0,0.0	-0.006
115	"ENSMUSG00000063268"	"Parp10"	chr15	-	76125857	76126839	76125857	76126522	76126931	76127186	115	13,14,33,0	0,0,0,0	11,60,7,25	1,0,0,0	298	149	1	1.0	1.0,1.0,1.0,NA	0.846,1.0,1.0,1.0	0.038
116	"ENSMUSG00000020740"	"Gga3"	chr11	-	115477141	115477311	115477141	115477246	115477821	115478027	116	16,46,33,9	2,1,0,0	31,84,26,38	0,2,0,2	213	149	0.607176914943	1.0	0.848,0.97,1.0,1.0	1.0,0.967,1.0,0.93	-0.02
121	"ENSMUSG00000042015"	"Wdr41"	chr13	+	95114977	95115093	95114981	95115093	95112945	95113097	121	3,23,8,4	0,0,0,0	8,30,13,13	0,1,0,0	152	149	1	1.0	1.0,1.0,1.0,1.0	1.0,0.967,1.0,1.0	0.008
123	"ENSMUSG00000085207"	"Gm11767"	chr11	-	119826543	119827356	119826543	119826875	119829987	119830116	123	0,0,2,0	0,0,0,0	0,1,0,0	0,2,0,0	298	149	1	1.0	NA,NA,1.0,NA	NA,0.2,NA,NA	0.8
124	"ENSMUSG00000031979"	"Cog2"	chr8	+	125255714	125255795	125255716	125255795	125253838	125253904	124	24,71,54,61	0,0,0,0	74,207,45,54	0,1,0,0	150	149	1	1.0	1.0,1.0,1.0,1.0	1.0,0.995,1.0,1.0	0.001
125	"ENSMUSG00000070733"	"Fryl"	chr5	-	73226066	73226257	73226066	73226254	73227225	73227347	125	12,24,26,18	0,0,8,1	30,86,19,34	6,22,1,4	151	149	0.0529950568173	0.640329082827	1.0,1.0,0.762,0.947	0.831,0.794,0.949,0.893	0.061
126	"ENSMUSG00000070733"	"Fryl"	chr5	-	73228447	73228652	73228447	73228649	73230078	73230264	126	1,25,27,23	2,12,14,9	27,107,22,16	5,40,9,8	151	149	0.389191129433	1.0	0.33,0.673,0.656,0.716	0.842,0.725,0.707,0.664	-0.141
127	"ENSMUSG00000032366"	"Tpm1"	chr9	-	66929874	66931847	66929874	66930723	66938310	66938380	127	0,1,2,2	139,157,171,176	0,1,0,0	142,416,126,126	298	149	1	1.0	0.0,0.003,0.006,0.006	0.0,0.001,0.0,0.0	0.004
128	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89071158	89071253	89071158	89071201	89071350	89071446	128	33,44,59,40	0,3,4,0	48,133,40,28	0,9,0,1	200	149	0.641620718953	1.0	1.0,0.916,0.917,1.0	1.0,0.917,1.0,0.954	-0.009
129	"ENSMUSG00000079179"	"Rab10os"	chr12	+	3287284	3287412	3287346	3287412	3285500	3285929	129	6,35,37,13	1,3,3,0	19,137,23,27	3,16,2,1	210	149	0.138449945411	0.998785449011	0.81,0.892,0.897,1.0	0.818,0.859,0.891,0.95	0.02
130	"ENSMUSG00000079179"	"Rab10os"	chr12	+	3288028	3288112	3288063	3288112	3287590	3287660	130	20,28,18,9	6,7,8,1	22,71,12,35	14,28,5,7	183	149	0.318211643544	1.0	0.731,0.765,0.647,0.88	0.561,0.674,0.661,0.803	0.081
131	"ENSMUSG00000079179"	"Rab10os"	chr12	+	3299738	3300383	3299866	3300383	3297351	3297438	131	5,2,7,2	2,2,4,1	9,33,7,7	2,14,4,0	276	149	0.264812393701	1.0	0.574,0.351,0.486,0.519	0.708,0.56,0.486,1.0	-0.206
132	"ENSMUSG00000007207"	"Stx1a"	chr5	+	135077764	135077958	135077847	135077958	135074450	135074588	132	6,2,6,2	0,0,0,0	3,18,10,8	0,0,2,0	231	149	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.763,1.0	0.059
134	"ENSMUSG00000026843"	"Fubp3"	chr2	+	31482474	31482508	31482477	31482508	31473166	31473272	134	16,34,38,39	0,2,3,2	30,113,22,29	0,11,0,0	151	149	0.625507675756	1.0	1.0,0.944,0.926,0.951	1.0,0.91,1.0,1.0	-0.022
135	"ENSMUSG00000026843"	"Fubp3"	chr2	+	31484854	31484904	31484859	31484904	31482474	31482508	135	15,28,32,39	0,3,0,0	35,129,20,30	0,1,0,0	153	149	1	1.0	1.0,0.901,1.0,1.0	1.0,0.992,1.0,1.0	-0.023
136	"ENSMUSG00000033365"	"Ipo13"	chr4	-	117751940	117752122	117751940	117752042	117752408	117752498	136	195,219,205,100	8,20,6,2	262,753,185,152	5,45,7,10	228	149	0.992203838555	1.0	0.941,0.877,0.957,0.97	0.972,0.916,0.945,0.909	0.001
137	"ENSMUSG00000059495"	"Arhgef12"	chr9	-	42919311	42919407	42919311	42919404	42921474	42921549	137	7,85,77,31	9,93,74,23	98,304,76,70	63,219,42,70	151	149	0.0722520682018	0.739223066151	0.434,0.474,0.507,0.571	0.606,0.578,0.641,0.497	-0.084
138	"ENSMUSG00000022515"	"Anks3"	chr16	-	4760074	4760158	4760074	4760129	4760556	4760642	138	33,42,32,21	2,3,1,1	45,122,20,33	1,13,1,0	177	149	0.456701399558	1.0	0.933,0.922,0.964,0.946	0.974,0.888,0.944,1.0	-0.01
139	"ENSMUSG00000022515"	"Anks3"	chr16	-	4765512	4766227	4765512	4765622	4768476	4768632	139	19,42,58,22	2,0,0,1	34,156,27,37	0,0,0,0	298	149	1	1.0	0.826,1.0,1.0,0.917	1.0,1.0,1.0,1.0	-0.064
140	"ENSMUSG00000100599"	"1700120C14Rik"	chr15	+	99159832	99159925	99159845	99159925	99159505	99159589	140	48,87,80,63	1,1,2,2	95,253,60,68	0,9,0,1	161	149	1	1.0	0.978,0.988,0.974,0.967	1.0,0.963,1.0,0.984	-0.01
142	"ENSMUSG00000053877"	"Srcap"	chr7	+	127128306	127128396	127128309	127128396	127127567	127127661	142	0,31,29,31	2,34,30,17	36,91,20,25	25,100,21,23	151	149	0.835528971657	1.0	0.0,0.474,0.488,0.643	0.587,0.473,0.484,0.518	-0.114
144	"ENSMUSG00000036825"	"Ssx2ip"	chr3	+	146138727	146138901	146138730	146138901	146138235	146138372	144	14,20,29,17	6,15,17,15	16,97,23,14	13,52,13,11	151	149	0.792787640844	1.0	0.697,0.568,0.627,0.528	0.548,0.648,0.636,0.557	0.008
145	"ENSMUSG00000055491"	"Pprc1"	chr19	+	46050579	46050729	46050582	46050729	46049841	46050015	145	1,2,7,2	4,17,8,15	2,8,0,5	9,43,12,9	151	149	0.718337988226	1.0	0.198,0.104,0.463,0.116	0.18,0.155,0.0,0.354	0.048
