ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
52	"ENSMUSG00000036281"	"Snapc4"	chr2	-	26268461	26268648	26268505	26268648	26268032	26268079	52	0,0,1,0	22,13,11,17	0,0,0,0	21,12,16,36	192	149	1	1.0	0.0,0.0,0.066,0.0	0.0,0.0,0.0,0.0	0.017
53	"ENSMUSG00000001604"	"Tcea3"	chr4	+	135981775	135981953	135981775	135981881	135982460	135982599	53	78,48,56,70	932,692,829,819	46,24,61,100	533,442,743,1312	220	149	0.924795051049	1.0	0.054,0.045,0.044,0.055	0.055,0.035,0.053,0.049	0.002
61	"ENSMUSG00000026648"	"Dclre1c"	chr2	+	3438066	3438127	3438066	3438123	3438712	3438785	61	22,27,10,9	1,1,0,2	9,6,6,28	0,3,3,3	152	149	0.0104385807756	0.331211420744	0.956,0.964,1.0,0.815	1.0,0.662,0.662,0.901	0.128
63	"ENSMUSG00000046364"	"Rpl27a"	chr7	+	109118791	109119200	109118791	109118855	109119674	109119849	63	3915,2002,1674,1696	3,0,5,1	1109,1031,1395,1777	0,0,0,1	298	149	1	1.0	0.998,1.0,0.994,0.999	1.0,1.0,1.0,0.999	-0.002
65	"ENSMUSG00000014856"	"Tmem208"	chr8	+	106054953	106055116	106054953	106055090	106055239	106055324	65	17,10,15,18	104,104,100,92	14,8,15,42	94,71,90,110	174	149	0.139754083695	1.0	0.123,0.076,0.114,0.143	0.113,0.088,0.125,0.246	-0.029
66	"ENSMUSG00000014856"	"Tmem208"	chr8	+	106054953	106055116	106054953	106055090	106061274	106061851	66	4,3,2,8	0,0,0,0	5,1,6,7	0,2,0,0	174	149	0.84183151912	1.0	1.0,1.0,1.0,1.0	1.0,0.3,1.0,1.0	0.175
67	"ENSMUSG00000036990"	"Otud4"	chr8	+	80391609	80391772	80391609	80391646	80393344	80393468	67	321,235,259,234	5,2,1,0	200,162,238,428	1,1,0,11	274	149	0.229678778131	1.0	0.972,0.985,0.993,1.0	0.991,0.989,1.0,0.955	0.004
68	"ENSMUSG00000096917"	"2500002B13Rik"	chr8	+	57959561	57960506	57959561	57959835	57963121	57963303	68	0,1,0,0	51,33,33,28	0,0,0,0	23,10,36,25	298	149	1	1.0	0.0,0.015,0.0,0.0	0.0,0.0,0.0,0.0	0.004
70	"ENSMUSG00000036632"	"Alg5"	chr3	+	54646202	54646374	54646202	54646372	54646682	54646729	70	166,80,102,118	16,7,2,14	59,51,69,118	8,2,9,10	150	149	0.681323456199	1.0	0.912,0.919,0.981,0.893	0.88,0.962,0.884,0.921	0.014
72	"ENSMUSG00000031398"	"Plxna3"	chrX	+	73377152	73377281	73377152	73377270	73377351	73377452	72	6,1,0,4	1,1,0,0	0,1,0,6	0,0,0,0	159	149	1	1.0	0.849,0.484,NA,1.0	NA,1.0,NA,1.0	-0.222
73	"ENSMUSG00000020882"	"Cacnb1"	chr11	-	97900829	97901202	97901121	97901202	97900683	97900742	73	2,0,0,0	34,24,25,17	0,0,0,0	15,14,13,19	298	149	1	1.0	0.029,0.0,0.0,0.0	0.0,0.0,0.0,0.0	0.007
75	"ENSMUSG00000043940"	"Wdfy3"	chr5	-	102047879	102048115	102047924	102048115	102046292	102046427	75	13,10,14,13	26,28,26,27	6,8,11,8	25,14,28,43	193	149	0.114915701148	0.955179870418	0.279,0.216,0.294,0.271	0.156,0.306,0.233,0.126	0.06
78	"ENSMUSG00000024989"	"Cep55"	chr19	+	38045857	38045990	38045857	38045928	38046236	38046431	78	3,4,1,0	2,1,0,0	2,2,0,0	0,0,0,0	210	149	1	1.0	0.516,0.739,1.0,NA	1.0,1.0,NA,NA	-0.248
79	"ENSMUSG00000024989"	"Cep55"	chr19	+	38045857	38046014	38045857	38045928	38046236	38046431	79	0,2,0,0	2,1,0,0	2,2,0,0	0,0,0,0	234	149	1	1.0	0.0,0.56,NA,NA	1.0,1.0,NA,NA	-0.72
81	"ENSMUSG00000024818"	"Slc25a45"	chr19	+	5930112	5930188	5930112	5930184	5930467	5930653	81	0,3,1,6	50,18,21,22	0,0,3,0	15,8,12,17	152	149	0.0194639712304	0.430791080064	0.0,0.14,0.045,0.211	0.0,0.0,0.197,0.0	0.05
83	"ENSMUSG00000032489"	"Kif9"	chr9	+	110306061	110306182	110306061	110306151	110312128	110312226	83	0,0,0,0	0,0,1,0	0,0,0,2	0,0,0,1	179	149	1	1.0	NA,NA,0.0,NA	NA,NA,NA,0.625	-0.625
84	"ENSMUSG00000031627"	"Irf2"	chr8	+	47192795	47192971	47192795	47192831	47246527	47246620	84	64,37,53,58	2,2,1,2	28,19,42,73	1,0,0,8	288	149	0.621916857215	1.0	0.943,0.905,0.965,0.938	0.935,1.0,1.0,0.825	-0.002
85	"ENSMUSG00000040599"	"Mis12"	chr11	+	70910436	70911015	70910436	70910549	70915375	70915537	85	31,30,54,26	0,0,1,3	23,14,43,42	0,0,1,2	298	149	0.551050198779	1.0	1.0,1.0,0.964,0.813	1.0,1.0,0.956,0.913	-0.023
86	"ENSMUSG00000036120"	"Rfxank"	chr8	-	70588185	70588281	70588215	70588281	70587940	70588041	86	23,48,36,29	85,95,97,78	21,12,28,33	40,36,65,97	178	149	0.882844956595	1.0	0.185,0.297,0.237,0.237	0.305,0.218,0.265,0.222	-0.014
87	"ENSMUSG00000042015"	"Wdr41"	chr13	+	95133563	95133696	95133563	95133693	95136374	95136436	87	2,0,0,1	1,0,0,0	0,1,2,0	0,0,0,0	151	149	1	1.0	0.664,NA,NA,1.0	NA,1.0,1.0,NA	-0.168
88	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89070565	89071022	89070956	89071022	89070374	89070464	88	92,59,85,63	0,1,0,0	48,18,59,89	0,0,1,4	298	149	0.396614135598	1.0	1.0,0.967,1.0,1.0	1.0,1.0,0.967,0.918	0.02
91	"ENSMUSG00000031601"	"Cnot7"	chr8	-	40952335	40953954	40953792	40953954	40948845	40948956	91	370,308,321,307	1,0,0,1	269,169,251,520	0,1,0,0	298	149	1	1.0	0.995,1.0,1.0,0.994	1.0,0.988,1.0,1.0	0.0
93	"ENSMUSG00000059495"	"Arhgef12"	chr9	-	42934106	42934168	42934110	42934168	42931900	42932079	93	35,33,24,28	298,284,242,200	21,11,21,52	213,95,250,383	152	149	0.687881853747	1.0	0.103,0.102,0.089,0.121	0.088,0.102,0.076,0.117	0.008
96	"ENSMUSG00000022515"	"Anks3"	chr16	-	4765512	4766227	4766089	4766227	4765128	4765296	96	60,56,42,44	0,0,0,0	27,33,36,72	0,0,1,0	298	149	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.947,1.0	0.013
97	"ENSMUSG00000001891"	"Ugp2"	chr11	-	21278870	21279113	21279034	21279113	21273198	21273303	97	2044,1808,1849,1573	0,0,0,0	1483,1003,1494,2264	2,0,0,0	298	149	1	1.0	1.0,1.0,1.0,1.0	0.997,1.0,1.0,1.0	0.001
98	"ENSMUSG00000062190"	"Lancl2"	chr6	+	57714640	57714943	57714640	57714739	57716009	57716423	98	17,9,7,7	2,0,0,3	11,7,10,14	0,0,0,0	298	149	0.112559549693	0.953408467398	0.81,1.0,1.0,0.538	1.0,1.0,1.0,1.0	-0.163
99	"ENSMUSG00000062190"	"Lancl2"	chr6	+	57714640	57714943	57714640	57714739	57716056	57716424	99	17,9,7,8	3,5,4,4	10,6,10,14	4,3,4,3	298	149	0.762437895916	1.0	0.739,0.474,0.467,0.5	0.556,0.5,0.556,0.7	-0.033
104	"ENSMUSG00000038954"	"Supt3"	chr17	+	45352102	45352273	45352102	45352193	45359168	45359279	104	154,137,120,125	3,1,1,1	95,50,86,116	2,0,0,0	228	149	1	1.0	0.971,0.989,0.987,0.988	0.969,1.0,1.0,1.0	-0.008
105	"ENSMUSG00000036825"	"Ssx2ip"	chr3	+	146110396	146110690	146110396	146110539	146123361	146123545	105	2,4,0,0	0,0,0,1	0,2,4,5	1,0,0,1	298	149	1	1.0	1.0,1.0,NA,0.0	0.0,1.0,1.0,0.714	-0.012
107	"ENSMUSG00000079563"	"Pglyrp2"	chr17	-	32636954	32637962	32637081	32637962	32635851	32636062	107	4,0,0,0	0,1,0,0	0,0,1,0	0,0,0,0	275	149	1	1.0	1.0,0.0,NA,NA	NA,NA,1.0,NA	-0.5
108	"ENSMUSG00000055491"	"Pprc1"	chr19	+	46050840	46050942	46050840	46050933	46051050	46053919	108	32,11,22,18	12,5,5,6	20,4,29,28	4,1,8,8	157	149	0.401011496948	1.0	0.717,0.676,0.807,0.74	0.826,0.792,0.775,0.769	-0.055
109	"ENSMUSG00000024174"	"Pot1b"	chr17	-	55979771	55979893	55979830	55979893	55976739	55976896	109	3,4,6,10	22,11,22,14	6,3,4,5	11,6,15,22	207	149	0.876515190689	1.0	0.089,0.207,0.164,0.34	0.282,0.265,0.161,0.141	-0.012
110	"ENSMUSG00000004455"	"Ppp1cc"	chr5	+	122310794	122311018	122310794	122310866	122311208	122311343	110	965,851,1001,853	8,6,3,8	776,443,743,1355	0,5,8,8	298	149	0.741019080371	1.0	0.984,0.986,0.994,0.982	1.0,0.978,0.979,0.988	0.0
111	"ENSMUSG00000033060"	"Lmo7"	chr14	+	102124372	102125327	102124372	102125092	102126112	102126142	111	9,20,8,23	297,219,259,213	8,8,12,19	163,170,163,272	298	149	0.835151807473	1.0	0.015,0.044,0.015,0.051	0.024,0.023,0.036,0.034	0.002
112	"ENSMUSG00000019854"	"Reps1"	chr10	+	17969526	17969651	17969526	17969588	17970157	17970320	112	72,71,64,81	62,45,52,29	39,42,64,116	37,22,47,52	211	149	0.920990427801	1.0	0.451,0.527,0.465,0.664	0.427,0.574,0.49,0.612	0.001
119	"ENSMUSG00000021944"	"Gata4"	chr14	-	63508421	63508573	63508505	63508573	63478563	63479094	119	9,2,5,1	10,3,1,6	4,0,1,9	3,1,3,15	232	149	0.548849839281	1.0	0.366,0.3,0.763,0.097	0.461,0.0,0.176,0.278	0.153
121	"ENSMUSG00000004187"	"Kifc2"	chr15	+	76544907	76545052	76544907	76544965	76545205	76545287	121	1,0,0,0	14,22,8,11	1,1,0,1	17,7,5,8	235	149	1	1.0	0.043,0.0,0.0,0.0	0.036,0.083,0.0,0.073	-0.037
123	"ENSMUSG00000069520"	"Tmem19"	chr10	-	115197713	115197864	115197811	115197864	115183550	115183688	123	8,8,11,14	0,1,0,0	5,6,3,10	0,0,0,0	246	149	1	1.0	1.0,0.829,1.0,1.0	1.0,1.0,1.0,1.0	-0.043
124	"ENSMUSG00000069520"	"Tmem19"	chr10	-	115197713	115197864	115197811	115197864	115195558	115195672	124	36,38,34,35	3,2,3,2	30,18,21,44	0,0,0,2	246	149	0.00110047186972	0.0982957195061	0.879,0.92,0.873,0.914	1.0,1.0,1.0,0.93	-0.086
125	"ENSMUSG00000029544"	"Cabp1"	chr5	-	115318846	115319030	115318850	115319030	115314298	115314329	125	8,6,2,8	14,5,5,14	5,5,12,5	1,0,1,0	152	149	2.18614015779e-11	5.46753653463e-08	0.359,0.541,0.282,0.359	0.831,1.0,0.922,1.0	-0.553
137	"ENSMUSG00000027474"	"Ccm2l"	chr2	+	152912741	152912936	152912741	152912925	152913677	152914132	137	1,0,0,0	16,6,5,3	3,0,0,1	2,5,4,3	159	149	0.391321628436	1.0	0.055,0.0,0.0,0.0	0.584,0.0,0.0,0.238	-0.192
138	"ENSMUSG00000028646"	"Rragc"	chr4	+	123813641	123814234	123813641	123813845	123814743	123814943	138	1,2,2,3	295,277,321,291	1,0,0,4	247,133,253,366	298	149	1	1.0	0.002,0.004,0.003,0.005	0.002,0.0,0.0,0.005	0.002
139	"ENSMUSG00000038260"	"Trpm4"	chr7	-	44954712	44954918	44954797	44954918	44954371	44954504	139	58,49,49,64	0,0,3,1	52,28,50,57	4,0,0,3	233	149	0.154386522405	1.0	1.0,1.0,0.913,0.976	0.893,1.0,1.0,0.924	0.018
141	"ENSMUSG00000085438"	"Oip5os1"	chr2	+	119426739	119426992	119426739	119426823	119430068	119430485	141	730,612,633,586	239,183,191,163	437,285,493,718	152,105,138,195	298	149	0.784260455529	1.0	0.604,0.626,0.624,0.643	0.59,0.576,0.641,0.648	0.01
143	"ENSMUSG00000085438"	"Oip5os1"	chr2	+	119430068	119430485	119430068	119430361	119435305	119435377	143	9,4,4,2	2,0,0,2	0,0,2,0	0,0,1,3	272	149	1	1.0	0.711,1.0,1.0,0.354	NA,NA,0.523,0.0	0.505
144	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148703103	148703248	148703121	148703248	148696838	148702162	144	87,89,89,98	33,34,30,28	57,55,72,151	19,15,27,52	166	149	0.881988249855	1.0	0.703,0.701,0.727,0.759	0.729,0.767,0.705,0.723	-0.009
145	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148703103	148703248	148703121	148703248	148702022	148702092	145	80,79,78,92	1,2,0,2	50,46,69,141	0,1,1,6	166	149	0.436170121004	1.0	0.986,0.973,1.0,0.976	1.0,0.976,0.984,0.955	0.005
146	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148703103	148703248	148703130	148703248	148702022	148702092	146	98,86,93,116	1,0,0,3	58,58,80,166	0,0,1,1	175	149	1	1.0	0.988,1.0,1.0,0.971	1.0,1.0,0.986,0.993	-0.005
147	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148703121	148703248	148703130	148703248	148702022	148702092	147	19,9,15,26	1,0,0,3	8,13,12,31	0,0,1,1	157	149	1	1.0	0.947,1.0,1.0,0.892	1.0,1.0,0.919,0.967	-0.012
148	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148703121	148703248	148703130	148703248	148702022	148702162	148	51,41,45,52	26,26,21,37	27,27,38,77	19,15,19,47	157	149	0.935807335135	1.0	0.651,0.599,0.67,0.572	0.574,0.631,0.655,0.609	0.006
149	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148703121	148703248	148703194	148703248	148702022	148702162	149	344,285,299,279	0,1,0,0	197,168,228,460	0,0,1,0	221	149	1	1.0	1.0,0.995,1.0,1.0	1.0,1.0,0.994,1.0	0.0
150	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148703130	148703248	148703194	148703248	148702022	148702162	150	319,270,275,264	0,1,0,0	189,156,209,430	0,0,1,0	212	149	1	1.0	1.0,0.995,1.0,1.0	1.0,1.0,0.993,1.0	0.001
151	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148703121	148703248	148703130	148703248	148702022	148702282	151	29,9,21,35	4,2,1,3	15,16,16,33	1,3,2,6	157	149	0.422466262973	1.0	0.873,0.81,0.952,0.917	0.934,0.835,0.884,0.839	0.015
152	"ENSMUSG00000037916"	"Ndufv1"	chr19	-	4061101	4061428	4061345	4061428	4059825	4060009	152	5547,4520,5176,4687	18,25,21,13	3284,2509,4244,6578	12,9,20,16	298	149	1	1.0	0.994,0.989,0.992,0.994	0.993,0.993,0.991,0.995	-0.001
153	"ENSMUSG00000020821"	"Kif1c"	chr11	+	70615929	70616038	70615929	70616002	70616713	70617328	153	88,53,69,58	1133,866,844,819	34,45,45,88	678,426,816,1263	184	149	0.464428303949	1.0	0.059,0.047,0.062,0.054	0.039,0.079,0.043,0.053	0.002
154	"ENSMUSG00000022538"	"Lsg1"	chr16	-	30396616	30396815	30396716	30396815	30393363	30393424	154	0,7,0,2	0,0,0,3	0,0,0,0	0,0,2,0	248	149	1	1.0	NA,1.0,NA,0.286	NA,NA,0.0,NA	0.643
156	"ENSMUSG00000013736"	"Trnt1"	chr6	+	106746126	106746217	106746126	106746152	106746790	106746964	156	28,19,24,17	13,12,10,15	19,10,16,18	11,8,5,9	213	149	0.764219281724	1.0	0.601,0.526,0.627,0.442	0.547,0.466,0.691,0.583	-0.023
158	"ENSMUSG00000041540"	"Sox5"	chr6	-	144100717	144100949	144100822	144100949	144062169	144062380	158	0,1,3,0	3,0,3,0	0,0,0,1	2,0,3,4	253	149	1	1.0	0.0,1.0,0.371,NA	0.0,NA,0.0,0.128	0.414
159	"ENSMUSG00000026709"	"Dars2"	chr1	-	160872528	160873046	160872827	160873046	160871182	160871258	159	107,77,81,89	0,0,0,0	74,56,71,101	0,0,0,1	298	149	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.981	0.005
160	"ENSMUSG00000097772"	"5430416N02Rik"	chr5	-	100571121	100571290	100571146	100571290	100569826	100569900	160	0,1,0,0	0,0,0,1	0,0,0,0	0,0,1,0	173	149	1	1.0	NA,1.0,NA,0.0	NA,NA,0.0,NA	0.5
163	"ENSMUSG00000000384"	"Tbrg4"	chr11	-	6575964	6576067	6576022	6576067	6575148	6575213	163	126,73,82,62	2,0,3,3	48,52,97,76	0,0,2,1	206	149	0.506771571102	1.0	0.979,1.0,0.952,0.937	1.0,1.0,0.972,0.982	-0.021
165	"ENSMUSG00000031161"	"Hdac6"	chrX	-	7813813	7814128	7813888	7814128	7813363	7813483	165	5,2,1,1	12,10,7,9	3,5,10,3	9,7,7,6	223	149	0.0094459299907	0.319246904145	0.218,0.118,0.087,0.069	0.182,0.323,0.488,0.25	-0.188
167	"ENSMUSG00000040410"	"Fbxl4"	chr4	+	22422716	22423927	22422716	22422788	22427149	22427462	167	1,6,0,5	47,58,49,24	0,2,0,1	42,29,39,97	298	149	0.0543292998533	0.673215751562	0.011,0.049,0.0,0.094	0.0,0.033,0.0,0.005	0.029
168	"ENSMUSG00000015133"	"Lrrk1"	chr7	-	65916207	65916356	65916238	65916356	65915172	65915289	168	0,1,0,0	29,21,36,24	0,0,0,0	21,19,19,50	179	149	1	1.0	0.0,0.038,0.0,0.0	0.0,0.0,0.0,0.0	0.009
