ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
31	"ENSMUSG00000022617"	"Chkb"	chr15	-	89312613	89313030	89312613	89312781	89312916	89313030	31	21,17,16,10	23,35,22,28	8,5,18,14	24,17,22,49	283	149	0.151156667219	0.977391579064	0.325,0.204,0.277,0.158	0.149,0.134,0.301,0.131	0.062
32	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119173531	119175634	119173531	119173574	119175535	119175634	32	36,36,28,30	513,356,443,371	15,16,29,44	297,202,351,510	298	149	0.87318284013	1.0	0.034,0.048,0.031,0.039	0.025,0.038,0.04,0.041	0.002
33	"ENSMUSG00000020883"	"Fbxl20"	chr11	-	97985958	97987885	97985958	97986019	97987754	97987885	33	21,15,16,18	95,62,56,63	7,5,8,9	39,36,58,125	298	149	0.000397769672726	0.05645528776	0.1,0.108,0.125,0.125	0.082,0.065,0.065,0.035	0.053
34	"ENSMUSG00000020486"	"Septin4"	chr11	+	87474143	87474840	87474143	87474440	87474746	87474840	34	3,13,1,4	20,25,15,41	2,1,3,3	41,14,30,49	298	149	0.00355654736082	0.161686114634	0.07,0.206,0.032,0.047	0.024,0.034,0.048,0.03	0.055
35	"ENSMUSG00000020486"	"Septin4"	chr11	+	87479543	87479911	87479543	87479678	87479793	87479911	35	0,8,1,0	234,156,156,186	4,2,4,9	123,68,142,212	263	149	0.171705179888	1.0	0.0,0.028,0.004,0.0	0.018,0.016,0.016,0.023	-0.01
36	"ENSMUSG00000020486"	"Septin4"	chr11	+	87480481	87480881	87480481	87480644	87480781	87480881	36	19,14,9,16	332,192,201,268	8,7,9,18	176,109,153,297	285	149	0.84018550335	1.0	0.029,0.037,0.023,0.03	0.023,0.032,0.03,0.031	0.001
37	"ENSMUSG00000020486"	"Septin4"	chr11	+	87480481	87480881	87480481	87480644	87480834	87480881	37	90,71,77,75	50,43,34,35	58,27,59,101	21,12,15,52	298	149	0.153748357848	0.979151718623	0.474,0.452,0.531,0.517	0.58,0.529,0.663,0.493	-0.073
38	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89247807	89248037	89247807	89247892	89247968	89248037	38	11,2,9,5	338,279,326,294	13,4,5,14	242,172,230,433	224	149	0.10500870866	0.84320851655	0.021,0.005,0.018,0.011	0.034,0.015,0.014,0.021	-0.007
39	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89254597	89254878	89254597	89254691	89254803	89254878	39	11,5,3,2	77,64,60,71	1,3,0,5	38,43,47,83	260	149	0.0574071873351	0.627938224287	0.076,0.043,0.028,0.016	0.015,0.038,0.0,0.033	0.019
40	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89254597	89254878	89254597	89254691	89254806	89254878	40	17,7,6,7	425,371,384,348	5,3,0,7	219,182,277,439	263	149	0.366730818048	1.0	0.022,0.011,0.009,0.011	0.013,0.009,0.0,0.009	0.006
41	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89254955	89255196	89254955	89255011	89255094	89255196	41	19,11,11,13	229,207,200,196	15,10,17,18	150,117,160,248	231	149	0.127502048122	0.907321020173	0.051,0.033,0.034,0.041	0.061,0.052,0.064,0.045	-0.016
43	"ENSMUSG00000062006"	"Rpl34"	chr3	-	130522699	130522951	130522699	130522799	130522877	130522951	43	0,0,2,3	2354,1811,1913,1542	2,1,0,6	1395,970,1398,2268	226	149	1	1.0	0.0,0.0,0.001,0.001	0.001,0.001,0.0,0.002	-0.001
44	"ENSMUSG00000027776"	"Il12a"	chr3	+	68602522	68602679	68602522	68602564	68602637	68602679	44	1,1,2,0	1,0,3,0	0,0,0,3	3,1,0,0	221	149	1	1.0	0.403,1.0,0.31,NA	0.0,0.0,NA,1.0	0.238
45	"ENSMUSG00000027776"	"Il12a"	chr3	+	68602522	68602913	68602522	68602679	68602769	68602913	45	0,0,0,0	2,0,4,0	0,1,0,0	3,0,0,1	238	149	1	1.0	0.0,NA,0.0,NA	0.0,1.0,NA,0.0	-0.333
46	"ENSMUSG00000034187"	"Nsf"	chr11	-	103804141	103804734	103804141	103804217	103804626	103804734	46	3,2,1,0	72,80,74,65	0,0,0,1	63,29,51,101	298	149	1	1.0	0.02,0.012,0.007,0.0	0.0,0.0,0.0,0.005	0.009
47	"ENSMUSG00000075232"	"Amd1"	chr10	-	40166113	40166611	40166113	40166269	40166373	40166611	47	2,0,3,2	912,654,832,761	0,0,1,11	495,469,719,1819	252	149	1	1.0	0.001,0.0,0.002,0.002	0.0,0.0,0.001,0.004	0.0
48	"ENSMUSG00000001524"	"Gtf2h4"	chr17	-	35981548	35981854	35981548	35981637	35981757	35981854	48	8,1,6,3	43,45,38,40	5,2,2,10	20,16,32,23	268	149	0.0933710603545	0.797432032796	0.094,0.012,0.081,0.04	0.122,0.065,0.034,0.195	-0.047
50	"ENSMUSG00000027610"	"Gss"	chr2	-	155408722	155409807	155408722	155408804	155409612	155409807	50	2,1,0,1	61,34,32,33	0,2,0,0	26,27,27,33	298	149	1	1.0	0.016,0.014,0.0,0.015	0.0,0.036,0.0,0.0	0.002
51	"ENSMUSG00000027610"	"Gss"	chr2	-	155408722	155409807	155408722	155408804	155409702	155409807	51	25,13,20,22	0,4,0,0	14,12,11,21	0,1,0,2	298	149	0.657283035789	1.0	1.0,0.619,1.0,1.0	1.0,0.857,1.0,0.84	-0.02
52	"ENSMUSG00000027610"	"Gss"	chr2	-	155420208	155420707	155420208	155420348	155420631	155420707	52	4,0,0,1	50,48,67,26	0,0,0,2	44,32,39,69	298	149	1	1.0	0.038,0.0,0.0,0.019	0.0,0.0,0.0,0.014	0.011
53	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22927337	22927601	22927337	22927383	22927468	22927601	53	28,27,48,48	1025,748,812,807	35,21,28,48	556,410,730,1184	233	149	0.841450449381	1.0	0.017,0.023,0.036,0.037	0.039,0.032,0.024,0.025	-0.002
54	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22928734	22929093	22928734	22928903	22928983	22929093	54	20,23,45,40	2213,1807,1913,2047	32,17,21,43	1352,908,1581,2790	228	149	0.967408995684	1.0	0.006,0.008,0.015,0.013	0.015,0.012,0.009,0.01	-0.001
55	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22929329	22930013	22929329	22929473	22929875	22930013	55	56,44,63,77	1657,1315,1445,1502	57,29,53,89	1160,750,1164,2333	298	149	0.719500896899	1.0	0.017,0.016,0.021,0.025	0.024,0.019,0.022,0.019	-0.001
56	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22929875	22930342	22929875	22930013	22930252	22930342	56	29,31,50,45	2722,2116,2100,2374	32,24,33,49	1641,1098,1958,3332	298	149	1	1.0	0.005,0.007,0.012,0.009	0.01,0.011,0.008,0.007	-0.001
57	"ENSMUSG00000026048"	"Ercc5"	chr1	+	44212497	44213191	44212497	44212739	44213071	44213191	57	1,1,1,0	52,61,36,52	0,0,0,2	46,20,39,98	298	149	1	1.0	0.01,0.008,0.014,0.0	0.0,0.0,0.0,0.01	0.005
61	"ENSMUSG00000042328"	"Hps4"	chr5	+	112517320	112518610	112517320	112517417	112517811	112518610	61	3,0,4,0	17,16,17,7	2,0,0,0	8,4,24,7	298	149	0.175138036421	1.0	0.081,0.0,0.105,0.0	0.111,0.0,0.0,0.0	0.019
62	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107628917	107629152	107628917	107628990	107629074	107629152	62	3,2,4,0	307,196,240,207	0,1,1,2	135,111,196,391	232	149	1	1.0	0.006,0.007,0.011,0.0	0.0,0.006,0.003,0.003	0.003
63	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107634107	107637590	107634107	107634191	107637520	107637590	63	92,41,47,47	8,6,15,6	36,32,50,68	7,1,3,9	298	149	0.197894088983	1.0	0.852,0.774,0.61,0.797	0.72,0.941,0.893,0.791	-0.078
64	"ENSMUSG00000011877"	"Git1"	chr11	+	77394181	77394844	77394181	77394254	77394746	77394844	64	1,0,1,2	135,160,154,137	0,2,2,4	131,113,144,228	298	149	1	1.0	0.004,0.0,0.003,0.007	0.0,0.009,0.007,0.009	-0.003
65	"ENSMUSG00000011877"	"Git1"	chr11	+	77396329	77396579	77396329	77396416	77396505	77396579	65	2,5,1,0	162,126,116,123	0,2,2,2	88,77,117,118	237	149	1	1.0	0.008,0.024,0.005,0.0	0.0,0.016,0.011,0.011	-0.0
66	"ENSMUSG00000079197"	"Psme2"	chr14	-	55825110	55825551	55825110	55825197	55825496	55825551	66	3,2,7,4	525,363,417,415	1,0,6,5	310,212,325,652	298	149	1	1.0	0.003,0.003,0.008,0.005	0.002,0.0,0.009,0.004	0.001
67	"ENSMUSG00000079197"	"Psme2"	chr14	-	55826937	55827162	55826937	55826968	55827075	55827162	67	12,16,13,8	640,511,553,542	10,0,8,24	385,277,491,790	255	149	0.899647394286	1.0	0.011,0.018,0.014,0.009	0.015,0.0,0.009,0.017	0.003
68	"ENSMUSG00000053907"	"Mat2a"	chr6	-	72409781	72412097	72409781	72411378	72411963	72412097	68	27,15,20,26	428,365,399,428	6,12,19,44	359,246,388,823	298	149	0.235402614141	1.0	0.031,0.02,0.024,0.029	0.008,0.024,0.024,0.026	0.006
69	"ENSMUSG00000053907"	"Mat2a"	chr6	-	72413977	72414431	72413977	72414100	72414353	72414431	69	8,1,8,10	687,448,439,581	6,1,18,15	342,308,498,949	298	149	0.867866845793	1.0	0.006,0.001,0.009,0.009	0.009,0.002,0.018,0.008	-0.003
72	"ENSMUSG00000070034"	"Sp110"	chr1	-	85506777	85507466	85506777	85506920	85507364	85507466	72	6,10,7,5	67,50,47,38	5,4,6,17	30,17,18,47	298	149	0.0179319989546	0.359937021899	0.043,0.091,0.069,0.062	0.077,0.105,0.143,0.153	-0.053
73	"ENSMUSG00000070034"	"Sp110"	chr1	-	85512623	85514016	85512623	85512773	85513935	85514016	73	3,5,3,0	37,34,39,35	2,6,0,4	24,11,13,46	298	149	0.38026497668	1.0	0.039,0.068,0.037,0.0	0.04,0.214,0.0,0.042	-0.038
74	"ENSMUSG00000042487"	"Leo1"	chr9	+	75354383	75355678	75354383	75354488	75355583	75355678	74	1,0,0,0	51,48,39,41	1,1,0,0	46,30,35,65	298	149	1	1.0	0.01,0.0,0.0,0.0	0.011,0.016,0.0,0.0	-0.004
75	"ENSMUSG00000042487"	"Leo1"	chr9	+	75362922	75364475	75362922	75363057	75364339	75364475	75	0,1,1,1	69,43,31,33	1,1,1,4	23,18,25,56	298	149	0.566755237516	1.0	0.0,0.011,0.016,0.015	0.021,0.027,0.02,0.034	-0.015
76	"ENSMUSG00000078762"	"Haus5"	chr7	-	30358487	30358838	30358487	30358551	30358713	30358838	76	3,1,1,4	38,22,23,38	0,3,1,1	10,9,15,23	298	149	0.403099296291	1.0	0.038,0.022,0.021,0.05	0.0,0.143,0.032,0.021	-0.016
77	"ENSMUSG00000031505"	"Naxd"	chr8	+	11559321	11559557	11559321	11559372	11559452	11559557	77	12,10,6,7	244,197,227,202	8,3,8,16	182,102,175,314	228	149	0.690742876053	1.0	0.031,0.032,0.017,0.022	0.028,0.019,0.029,0.032	-0.001
79	"ENSMUSG00000074415"	"Mir100hg"	chr9	+	41523855	41526481	41523855	41523967	41524578	41526481	79	0,1,1,2	0,0,0,0	0,0,2,0	0,0,0,1	298	149	1	1.0	NA,1.0,1.0,1.0	NA,NA,1.0,0.0	0.5
83	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25164273	25165862	25164273	25164305	25165741	25165862	83	12,6,7,4	65,43,45,32	7,2,7,10	31,14,37,55	298	149	0.591187588711	1.0	0.085,0.065,0.072,0.059	0.101,0.067,0.086,0.083	-0.014
87	"ENSMUSG00000053553"	"3110082I17Rik"	chr5	-	139345493	139347143	139345493	139346485	139347061	139347143	87	1,0,0,0	33,23,24,11	1,0,0,1	8,7,8,17	298	149	1	1.0	0.015,0.0,0.0,0.0	0.059,0.0,0.0,0.029	-0.018
88	"ENSMUSG00000046364"	"Rpl27a"	chr7	+	109118791	109119200	109118791	109118855	109119124	109119200	88	12,5,5,3	3132,1052,636,756	2,0,4,6	469,591,584,472	298	149	1	1.0	0.002,0.002,0.004,0.002	0.002,0.0,0.003,0.006	-0.0
89	"ENSMUSG00000032553"	"Srprb"	chr9	-	103074736	103076065	103074736	103074819	103075987	103076065	89	4,11,14,9	184,178,140,122	6,6,16,7	127,76,123,221	298	149	0.969205283675	1.0	0.011,0.03,0.048,0.036	0.023,0.038,0.061,0.016	-0.003
92	"ENSMUSG00000036529"	"Sbf1"	chr15	-	89186045	89186580	89186045	89186173	89186384	89186580	92	1,4,1,6	90,49,81,61	1,3,0,5	73,26,61,51	298	149	0.797862049527	1.0	0.006,0.039,0.006,0.047	0.007,0.055,0.0,0.047	-0.003
93	"ENSMUSG00000014856"	"Tmem208"	chr8	+	106054953	106055324	106054953	106055090	106055239	106055324	93	8,7,2,13	104,104,100,92	11,2,7,10	94,71,90,110	297	149	0.782294846783	1.0	0.037,0.033,0.01,0.066	0.055,0.014,0.038,0.044	-0.001
94	"ENSMUSG00000014856"	"Tmem208"	chr8	+	106054953	106055324	106054953	106055116	106055239	106055324	94	4,5,0,5	13,8,13,10	6,1,1,3	9,7,9,35	271	149	0.275422132505	1.0	0.145,0.256,0.0,0.216	0.268,0.073,0.058,0.045	0.043
95	"ENSMUSG00000022685"	"Parn"	chr16	-	13482519	13483845	13482519	13482601	13483765	13483845	95	2,0,0,1	0,0,0,1	0,1,2,0	1,1,0,0	298	149	1	1.0	1.0,NA,NA,0.333	0.0,0.333,1.0,NA	0.222
96	"ENSMUSG00000031398"	"Plxna3"	chrX	+	73377351	73377954	73377351	73377452	73377830	73377954	96	0,0,0,0	4,1,0,0	0,0,0,1	0,0,2,1	298	149	1	1.0	0.0,0.0,NA,NA	NA,NA,0.0,0.333	-0.167
99	"ENSMUSG00000040054"	"Baz2a"	chr10	+	127950893	127952038	127950893	127950954	127951929	127952038	99	4,7,11,6	89,64,77,53	13,1,15,18	53,27,58,104	298	149	0.00818985075754	0.252640091261	0.022,0.052,0.067,0.054	0.109,0.018,0.115,0.08	-0.032
101	"ENSMUSG00000026782"	"Abi2"	chr1	+	60515898	60520317	60515898	60515991	60517161	60520317	101	7,4,6,5	0,0,0,0	7,7,9,14	1,0,0,0	298	149	1	1.0	1.0,1.0,1.0,1.0	0.778,1.0,1.0,1.0	0.055
102	"ENSMUSG00000027667"	"Zfp639"	chr3	+	32569432	32571288	32569432	32569501	32571177	32571288	102	1,9,1,4	97,85,82,82	9,1,7,16	63,46,65,147	298	149	0.00325208536248	0.154998584615	0.005,0.05,0.006,0.024	0.067,0.011,0.051,0.052	-0.024
103	"ENSMUSG00000003226"	"Ranbp2"	chr10	+	58291040	58291776	58291040	58291271	58291630	58291776	103	0,0,0,0	90,63,55,60	3,0,4,0	31,41,45,88	298	149	0.933457230758	1.0	0.0,0.0,0.0,0.0	0.046,0.0,0.043,0.0	-0.022
104	"ENSMUSG00000031511"	"Arhgef7"	chr8	+	11831154	11832655	11831154	11831239	11832524	11832655	104	5,10,3,8	184,157,132,92	3,5,3,9	108,62,119,165	298	149	0.798328713919	1.0	0.013,0.031,0.011,0.042	0.014,0.039,0.012,0.027	0.001
106	"ENSMUSG00000031388"	"Naa10"	chrX	-	72963107	72963475	72963107	72963146	72963359	72963475	106	22,18,19,22	8,5,9,10	10,4,12,19	2,4,5,6	298	149	0.937088174289	1.0	0.579,0.643,0.514,0.524	0.714,0.333,0.545,0.613	0.014
107	"ENSMUSG00000031388"	"Naa10"	chrX	-	72963107	72963475	72963107	72963152	72963359	72963475	107	11,9,8,13	508,343,346,344	4,2,4,4	280,199,273,373	298	149	0.37391635177	1.0	0.011,0.013,0.011,0.019	0.007,0.005,0.007,0.005	0.008
109	"ENSMUSG00000022978"	"Mis18a"	chr16	-	90516199	90517638	90516199	90516866	90517541	90517638	109	0,0,0,0	19,17,16,23	0,0,1,0	10,11,18,32	298	149	1	1.0	0.0,0.0,0.0,0.0	0.0,0.0,0.027,0.0	-0.007
110	"ENSMUSG00000022978"	"Mis18a"	chr16	-	90523180	90524292	90523180	90523247	90523913	90524292	110	0,0,0,0	18,11,5,5	0,0,2,1	6,2,9,5	298	149	1	1.0	0.0,0.0,0.0,0.0	0.0,0.0,0.1,0.091	-0.048
111	"ENSMUSG00000022554"	"Hgh1"	chr15	+	76254055	76254453	76254055	76254154	76254361	76254453	111	0,1,0,0	17,20,24,12	0,0,0,0	12,12,11,20	298	149	1	1.0	0.0,0.024,0.0,0.0	0.0,0.0,0.0,0.0	0.006
113	"ENSMUSG00000021486"	"Prelid1"	chr13	+	55472143	55472418	55472143	55472257	55472339	55472418	113	9,13,12,7	502,421,386,352	8,8,9,8	260,195,299,467	230	149	0.806268295721	1.0	0.011,0.02,0.02,0.013	0.02,0.026,0.019,0.011	-0.003
114	"ENSMUSG00000031232"	"Magt1"	chrX	-	105011689	105015085	105011689	105014632	105015041	105015085	114	64,68,65,62	41,37,14,14	35,32,65,140	37,19,29,49	298	149	0.210378129505	1.0	0.438,0.479,0.699,0.689	0.321,0.457,0.528,0.588	0.103
121	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89069564	89069850	89069564	89069667	89069740	89069850	121	4,7,5,11	116,104,86,69	11,2,4,12	67,50,81,88	221	149	0.286487794229	1.0	0.023,0.043,0.038,0.097	0.1,0.026,0.032,0.084	-0.01
122	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89069564	89070250	89069564	89069850	89070196	89070250	122	6,4,5,6	57,29,46,37	9,3,5,12	30,20,36,57	298	149	0.107208246355	0.849330745252	0.05,0.065,0.052,0.075	0.13,0.07,0.065,0.095	-0.029
123	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89070374	89071022	89070374	89070464	89070565	89071022	123	8,1,6,5	90,59,81,61	12,2,5,14	46,16,57,84	249	149	0.00336438408094	0.157805634273	0.051,0.01,0.042,0.047	0.135,0.07,0.05,0.091	-0.049
124	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89070374	89071022	89070374	89070464	89070956	89071022	124	8,0,8,6	0,1,0,0	9,4,5,18	0,0,1,4	298	149	0.239687145793	1.0	1.0,0.0,1.0,1.0	1.0,1.0,0.714,0.692	-0.101
125	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89070565	89071022	89070565	89070630	89070956	89071022	125	17,3,8,9	89,71,98,74	9,3,3,12	53,32,64,93	298	149	0.82909557033	1.0	0.087,0.021,0.039,0.057	0.078,0.045,0.023,0.061	-0.001
126	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89070565	89071446	89070565	89070630	89071158	89071446	126	16,3,4,7	2,0,0,0	8,3,1,7	0,0,0,0	298	149	1	1.0	0.8,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.05
127	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89071158	89071446	89071158	89071201	89071350	89071446	127	44,29,41,28	2,1,2,3	31,21,25,60	1,0,1,0	297	149	1	1.0	0.917,0.936,0.911,0.824	0.94,1.0,0.926,1.0	-0.07
128	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89071158	89071446	89071158	89071253	89071350	89071446	128	11,11,12,9	39,29,32,37	15,9,8,18	21,22,40,27	245	149	0.176528621958	1.0	0.146,0.187,0.186,0.129	0.303,0.199,0.108,0.288	-0.063
129	"ENSMUSG00000063800"	"Prpf38a"	chr4	-	108425554	108427463	108425554	108425667	108427352	108427463	129	0,0,0,1	107,95,98,94	2,0,2,0	63,50,98,140	298	149	1	1.0	0.0,0.0,0.0,0.005	0.016,0.0,0.01,0.0	-0.005
131	"ENSMUSG00000079179"	"Rab10os"	chr12	+	3285510	3287412	3285510	3285929	3287284	3287412	131	2,0,1,0	35,14,24,19	0,0,2,2	13,11,26,31	298	149	1	1.0	0.028,0.0,0.02,0.0	0.0,0.0,0.037,0.031	-0.005
132	"ENSMUSG00000079179"	"Rab10os"	chr12	+	3285510	3287412	3285510	3285929	3287346	3287412	132	40,18,20,16	10,10,4,1	10,14,12,22	4,2,1,3	298	149	0.287468177188	1.0	0.667,0.474,0.714,0.889	0.556,0.778,0.857,0.786	-0.058
134	"ENSMUSG00000005481"	"Ddx39a"	chr8	+	84448362	84448990	84448362	84448481	84448858	84448990	134	7,1,0,0	158,104,93,90	0,1,2,2	79,55,73,142	298	149	1	1.0	0.022,0.005,0.0,0.0	0.0,0.009,0.014,0.007	-0.001
135	"ENSMUSG00000031601"	"Cnot7"	chr8	-	40952335	40953954	40952335	40952480	40953792	40953954	135	14,15,9,9	249,202,184,175	8,5,12,22	145,111,152,291	298	149	0.560951825635	1.0	0.027,0.036,0.024,0.025	0.027,0.022,0.038,0.036	-0.003
138	"ENSMUSG00000027889"	"Ampd2"	chr3	-	107982564	107983020	107982564	107982675	107982846	107983020	138	2,0,0,0	20,12,8,17	1,1,1,0	4,4,6,11	298	149	1	1.0	0.048,0.0,0.0,0.0	0.111,0.111,0.077,0.0	-0.063
139	"ENSMUSG00000027889"	"Ampd2"	chr3	-	107986500	107987089	107986500	107986642	107986902	107987089	139	0,3,0,0	14,12,10,4	0,0,0,0	1,7,5,6	298	149	1	1.0	0.0,0.111,0.0,0.0	0.0,0.0,0.0,0.0	0.028
140	"ENSMUSG00000027889"	"Ampd2"	chr3	-	107987582	107988090	107987582	107987651	107987959	107988090	140	6,0,2,1	18,19,11,14	1,1,0,5	7,7,12,21	298	149	0.764149133203	1.0	0.143,0.0,0.083,0.034	0.067,0.067,0.0,0.106	0.005
142	"ENSMUSG00000022515"	"Anks3"	chr16	-	4765512	4766227	4765512	4765622	4766089	4766227	142	1,0,1,1	45,38,41,44	0,0,0,1	35,21,30,58	298	149	1	1.0	0.011,0.0,0.012,0.011	0.0,0.0,0.0,0.009	0.006
143	"ENSMUSG00000015093"	"Clic3"	chr2	+	25347672	25347986	25347672	25347782	25347860	25347986	143	0,1,0,0	2,0,1,0	0,0,0,0	0,0,1,0	226	149	1	1.0	0.0,1.0,0.0,NA	NA,NA,0.0,NA	0.333
145	"ENSMUSG00000030357"	"Fkbp4"	chr6	-	128410488	128410756	128410488	128410572	128410665	128410756	145	28,22,27,30	2904,2416,2264,2269	24,18,24,28	2128,1214,1853,3177	241	149	1	1.0	0.006,0.006,0.007,0.008	0.007,0.009,0.008,0.005	-0.001
147	"ENSMUSG00000053877"	"Srcap"	chr7	+	127118752	127119004	127118752	127118774	127118831	127119004	147	45,40,38,17	0,0,0,0	22,14,33,43	0,0,1,1	205	149	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.96,0.969	0.018
