ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
27	"ENSMUSG00000030795"	"Fus"	chr7	+	127571725	127575092	127571725	127571942	127575059	127575092	27	110,77,146,242	5,9,10,17	101,431,101,116	5,24,3,3	298	149	0.0776816128679	0.630732019417	0.917,0.811,0.88,0.877	0.91,0.9,0.944,0.951	-0.055
28	"ENSMUSG00000022617"	"Chkb"	chr15	-	89312336	89313030	89312336	89312432	89312613	89313030	28	7,2,4,8	301,164,339,502	6,25,6,1	249,856,147,139	298	149	0.405082664387	1.0	0.011,0.006,0.006,0.008	0.012,0.014,0.02,0.004	-0.005
29	"ENSMUSG00000022617"	"Chkb"	chr15	-	89312336	89313030	89312336	89312432	89312916	89313030	29	15,7,22,22	2,0,2,0	21,59,12,13	0,2,0,0	298	149	1	1.0	0.789,1.0,0.846,1.0	1.0,0.937,1.0,1.0	-0.076
30	"ENSMUSG00000022617"	"Chkb"	chr15	-	89312613	89313030	89312613	89312747	89312916	89313030	30	15,6,22,20	68,54,106,118	16,58,9,15	33,206,44,31	298	149	0.00441970966767	0.164144660316	0.099,0.053,0.094,0.078	0.195,0.123,0.093,0.195	-0.071
31	"ENSMUSG00000022617"	"Chkb"	chr15	-	89312613	89313030	89312613	89312781	89312916	89313030	31	8,5,18,14	24,17,22,49	15,37,7,12	15,55,17,8	283	149	0.0305345600086	0.443506926066	0.149,0.134,0.301,0.131	0.345,0.262,0.178,0.441	-0.128
32	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119173531	119175634	119173531	119173574	119175535	119175634	32	15,16,29,44	297,202,351,510	31,82,21,30	278,994,192,252	298	149	0.0756156605933	0.621446353447	0.025,0.038,0.04,0.041	0.053,0.04,0.052,0.056	-0.014
33	"ENSMUSG00000020883"	"Fbxl20"	chr11	-	97985958	97987885	97985958	97986019	97987754	97987885	33	7,5,8,9	39,36,58,125	29,48,6,6	64,125,43,41	298	149	2.05592716871e-05	0.010053483855	0.082,0.065,0.065,0.035	0.185,0.161,0.065,0.068	-0.058
34	"ENSMUSG00000020486"	"Septin4"	chr11	+	87474143	87474840	87474143	87474440	87474746	87474840	34	2,1,3,3	41,14,30,49	1,12,4,4	20,87,16,30	298	149	0.0317421701442	0.453851020579	0.024,0.034,0.048,0.03	0.024,0.065,0.111,0.063	-0.032
35	"ENSMUSG00000020486"	"Septin4"	chr11	+	87479543	87479911	87479543	87479678	87479793	87479911	35	4,2,4,9	123,68,142,212	5,8,3,2	178,351,72,103	263	149	0.416702971106	1.0	0.018,0.016,0.016,0.023	0.016,0.013,0.023,0.011	0.003
36	"ENSMUSG00000020486"	"Septin4"	chr11	+	87480481	87480881	87480481	87480644	87480781	87480881	36	8,7,9,18	176,109,153,297	11,36,14,15	149,417,115,143	285	149	0.0152497703172	0.30231639264	0.023,0.032,0.03,0.031	0.037,0.043,0.06,0.052	-0.019
37	"ENSMUSG00000020486"	"Septin4"	chr11	+	87480481	87480881	87480481	87480644	87480834	87480881	37	58,27,59,101	21,12,15,52	68,113,30,53	24,69,7,17	298	149	0.984324155583	1.0	0.58,0.529,0.663,0.493	0.586,0.45,0.682,0.609	-0.015
38	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89247807	89248037	89247807	89247892	89247968	89248037	38	13,4,5,14	242,172,230,433	5,18,3,2	245,720,190,242	224	149	0.0503999335448	0.517039877694	0.034,0.015,0.014,0.021	0.013,0.016,0.01,0.005	0.01
39	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89254597	89254878	89254597	89254691	89254803	89254878	39	1,3,0,5	38,43,47,83	5,12,2,1	62,191,35,37	260	149	0.172955486098	0.99500273767	0.015,0.038,0.0,0.033	0.044,0.035,0.032,0.015	-0.01
40	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89254597	89254878	89254597	89254691	89254806	89254878	40	5,3,0,7	219,182,277,439	6,15,5,4	225,757,154,256	263	149	0.933791425919	1.0	0.013,0.009,0.0,0.009	0.015,0.011,0.018,0.009	-0.005
41	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89254955	89255196	89254955	89255011	89255094	89255196	41	15,10,17,18	150,117,160,248	12,31,7,12	136,499,118,132	231	149	0.274129113131	1.0	0.061,0.052,0.064,0.045	0.054,0.039,0.037,0.055	0.009
43	"ENSMUSG00000062006"	"Rpl34"	chr3	-	130522699	130522951	130522699	130522799	130522877	130522951	43	2,1,0,6	1395,970,1398,2268	1,13,3,1	1474,5061,1157,1241	226	149	1	1.0	0.001,0.001,0.0,0.002	0.0,0.002,0.002,0.001	-0.0
44	"ENSMUSG00000027776"	"Il12a"	chr3	+	68602522	68602679	68602522	68602564	68602637	68602679	44	0,0,0,3	3,1,0,0	1,0,2,0	2,3,0,0	221	149	1	1.0	0.0,0.0,NA,1.0	0.252,0.0,1.0,NA	-0.084
45	"ENSMUSG00000027776"	"Il12a"	chr3	+	68602522	68602913	68602522	68602679	68602769	68602913	45	0,1,0,0	3,0,0,1	0,0,0,0	1,3,2,0	238	149	1	1.0	0.0,1.0,NA,0.0	0.0,0.0,0.0,NA	0.333
46	"ENSMUSG00000034187"	"Nsf"	chr11	-	103804141	103804734	103804141	103804217	103804626	103804734	46	0,0,0,1	63,29,51,101	0,0,0,0	42,165,36,37	298	149	1	1.0	0.0,0.0,0.0,0.005	0.0,0.0,0.0,0.0	0.001
47	"ENSMUSG00000075232"	"Amd1"	chr10	-	40166113	40166611	40166113	40166269	40166373	40166611	47	0,0,1,11	495,469,719,1819	0,8,2,3	571,1885,598,519	252	149	1	1.0	0.0,0.0,0.001,0.004	0.0,0.003,0.002,0.003	-0.001
48	"ENSMUSG00000001524"	"Gtf2h4"	chr17	-	35981548	35981854	35981548	35981637	35981757	35981854	48	5,2,2,10	20,16,32,23	8,9,5,3	18,52,26,20	268	149	0.824543929951	1.0	0.122,0.065,0.034,0.195	0.198,0.088,0.097,0.077	-0.011
50	"ENSMUSG00000027610"	"Gss"	chr2	-	155408722	155409807	155408722	155408804	155409612	155409807	50	0,2,0,0	26,27,27,33	1,1,0,1	25,80,25,39	298	149	1	1.0	0.0,0.036,0.0,0.0	0.02,0.006,0.0,0.013	-0.001
51	"ENSMUSG00000027610"	"Gss"	chr2	-	155408722	155409807	155408722	155408804	155409702	155409807	51	14,12,11,21	0,1,0,2	13,26,9,9	0,0,0,0	298	149	1	1.0	1.0,0.857,1.0,0.84	1.0,1.0,1.0,1.0	-0.076
52	"ENSMUSG00000027610"	"Gss"	chr2	-	155420208	155420707	155420208	155420348	155420631	155420707	52	0,0,0,2	44,32,39,69	0,2,0,0	55,134,16,39	298	149	1	1.0	0.0,0.0,0.0,0.014	0.0,0.007,0.0,0.0	0.002
53	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22927337	22927601	22927337	22927383	22927468	22927601	53	35,21,28,48	556,410,730,1184	16,89,23,16	607,2059,482,571	233	149	0.175549619339	0.999930368957	0.039,0.032,0.024,0.025	0.017,0.027,0.03,0.018	0.007
54	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22928734	22929093	22928734	22928903	22928983	22929093	54	32,17,21,43	1352,908,1581,2790	15,75,19,16	1620,4878,1100,1435	228	149	0.624579983321	1.0	0.015,0.012,0.009,0.01	0.006,0.01,0.011,0.007	0.003
55	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22929329	22930013	22929329	22929473	22929875	22930013	55	57,29,53,89	1160,750,1164,2333	51,131,43,44	1409,4055,914,1197	298	149	0.224111348699	1.0	0.024,0.019,0.022,0.019	0.018,0.016,0.023,0.018	0.002
56	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22929875	22930342	22929875	22930013	22930252	22930342	56	32,24,33,49	1641,1098,1958,3332	23,103,23,24	2117,5878,1478,1748	298	149	1	1.0	0.01,0.011,0.008,0.007	0.005,0.009,0.008,0.007	0.002
57	"ENSMUSG00000026048"	"Ercc5"	chr1	+	44212497	44213191	44212497	44212739	44213071	44213191	57	0,0,0,2	46,20,39,98	0,7,0,2	47,187,37,31	298	149	0.892762648966	1.0	0.0,0.0,0.0,0.01	0.0,0.018,0.0,0.031	-0.01
59	"ENSMUSG00000079553"	"Kifc1"	chr17	-	34103562	34104192	34103562	34103960	34104141	34104192	59	0,0,0,0	1,2,7,0	0,1,0,0	1,2,1,3	298	149	1	1.0	0.0,0.0,0.0,NA	0.0,0.2,0.0,0.0	-0.05
61	"ENSMUSG00000042328"	"Hps4"	chr5	+	112517320	112518610	112517320	112517417	112517811	112518610	61	2,0,0,0	8,4,24,7	0,2,1,0	8,45,10,20	298	149	1	1.0	0.111,0.0,0.0,0.0	0.0,0.022,0.048,0.0	0.01
62	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107628917	107629152	107628917	107628990	107629074	107629152	62	0,1,1,2	135,111,196,391	0,1,2,0	227,508,136,143	232	149	1	1.0	0.0,0.006,0.003,0.003	0.0,0.001,0.009,0.0	0.001
63	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107634107	107637590	107634107	107634191	107637520	107637590	63	36,32,50,68	7,1,3,9	57,170,27,29	14,13,5,7	298	149	0.202472850509	1.0	0.72,0.941,0.893,0.791	0.671,0.867,0.73,0.674	0.101
64	"ENSMUSG00000011877"	"Git1"	chr11	+	77394181	77394844	77394181	77394254	77394746	77394844	64	0,2,2,4	131,113,144,228	2,4,0,3	136,357,85,118	298	149	1	1.0	0.0,0.009,0.007,0.009	0.007,0.006,0.0,0.013	-0.0
65	"ENSMUSG00000011877"	"Git1"	chr11	+	77396329	77396579	77396329	77396416	77396505	77396579	65	0,2,2,2	88,77,117,118	3,4,1,1	72,272,72,78	237	149	1	1.0	0.0,0.016,0.011,0.011	0.026,0.009,0.009,0.008	-0.003
66	"ENSMUSG00000079197"	"Psme2"	chr14	-	55825110	55825551	55825110	55825197	55825496	55825551	66	1,0,6,5	310,212,325,652	2,3,2,1	316,1058,251,307	298	149	1	1.0	0.002,0.0,0.009,0.004	0.003,0.001,0.004,0.002	0.001
67	"ENSMUSG00000079197"	"Psme2"	chr14	-	55826937	55827162	55826937	55826968	55827075	55827162	67	10,0,8,24	385,277,491,790	16,34,7,11	459,1469,284,305	255	149	0.19487647375	1.0	0.015,0.0,0.009,0.017	0.02,0.013,0.014,0.021	-0.007
68	"ENSMUSG00000053907"	"Mat2a"	chr6	-	72409781	72412097	72409781	72411378	72411963	72412097	68	6,12,19,44	359,246,388,823	12,53,7,13	285,866,198,234	298	149	0.33283083175	1.0	0.008,0.024,0.024,0.026	0.021,0.03,0.017,0.027	-0.003
69	"ENSMUSG00000053907"	"Mat2a"	chr6	-	72413977	72414431	72413977	72414100	72414353	72414431	69	6,1,18,15	342,308,498,949	3,48,8,8	309,1235,286,290	298	149	0.0564411446565	0.548338802722	0.009,0.002,0.018,0.008	0.005,0.019,0.014,0.014	-0.004
72	"ENSMUSG00000070034"	"Sp110"	chr1	-	85506777	85507466	85506777	85506920	85507364	85507466	72	5,4,6,17	30,17,18,47	12,22,3,9	20,42,15,17	298	149	0.0554632184142	0.542430276091	0.077,0.105,0.143,0.153	0.231,0.208,0.091,0.209	-0.065
73	"ENSMUSG00000070034"	"Sp110"	chr1	-	85512623	85514016	85512623	85512773	85513935	85514016	73	2,6,0,4	24,11,13,46	2,6,1,2	27,51,8,18	298	149	0.679739462189	1.0	0.04,0.214,0.0,0.042	0.036,0.056,0.059,0.053	0.023
74	"ENSMUSG00000042487"	"Leo1"	chr9	+	75354383	75355678	75354383	75354488	75355583	75355678	74	1,1,0,0	46,30,35,65	0,0,0,0	40,108,17,32	298	149	1	1.0	0.011,0.016,0.0,0.0	0.0,0.0,0.0,0.0	0.007
75	"ENSMUSG00000042487"	"Leo1"	chr9	+	75362922	75364475	75362922	75363057	75364339	75364475	75	1,1,1,4	23,18,25,56	0,12,0,0	35,80,30,34	298	149	0.643426678323	1.0	0.021,0.027,0.02,0.034	0.0,0.07,0.0,0.0	0.008
76	"ENSMUSG00000078762"	"Haus5"	chr7	-	30358487	30358838	30358487	30358551	30358713	30358838	76	0,3,1,1	10,9,15,23	1,8,4,1	12,45,5,14	298	149	0.0356211447316	0.48162414121	0.0,0.143,0.032,0.021	0.04,0.082,0.286,0.034	-0.061
77	"ENSMUSG00000031505"	"Naxd"	chr8	+	11559321	11559557	11559321	11559372	11559452	11559557	77	8,3,8,16	182,102,175,314	2,19,7,12	186,561,112,130	228	149	0.774060783893	1.0	0.028,0.019,0.029,0.032	0.007,0.022,0.039,0.057	-0.004
79	"ENSMUSG00000074415"	"Mir100hg"	chr9	+	41523855	41526481	41523855	41523967	41524578	41526481	79	0,0,2,0	0,0,0,1	0,5,0,0	0,0,0,0	298	149	1	1.0	NA,NA,1.0,0.0	NA,1.0,NA,NA	-0.5
81	"ENSMUSG00000074415"	"Mir100hg"	chr9	+	41524578	41526481	41524578	41524777	41526036	41526481	81	0,0,2,0	0,0,0,0	0,4,0,0	0,5,0,0	298	149	1	1.0	NA,NA,1.0,NA	NA,0.286,NA,NA	0.714
84	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25164273	25165862	25164273	25164305	25165741	25165862	84	7,2,7,10	31,14,37,55	6,10,10,6	59,116,23,34	298	149	0.47319954562	1.0	0.101,0.067,0.086,0.083	0.048,0.041,0.179,0.081	-0.003
88	"ENSMUSG00000053553"	"3110082I17Rik"	chr5	-	139345493	139347143	139345493	139346485	139347061	139347143	88	1,0,0,1	8,7,8,17	2,3,0,1	9,63,6,24	298	149	0.40144655565	1.0	0.059,0.0,0.0,0.029	0.1,0.023,0.0,0.02	-0.014
89	"ENSMUSG00000046364"	"Rpl27a"	chr7	+	109118791	109119200	109118791	109118855	109119124	109119200	89	2,0,4,6	469,591,584,472	4,12,4,4	332,2573,592,961	298	149	1	1.0	0.002,0.0,0.003,0.006	0.006,0.002,0.003,0.002	-0.001
90	"ENSMUSG00000032553"	"Srprb"	chr9	-	103074736	103076065	103074736	103074819	103075987	103076065	90	6,6,16,7	127,76,123,221	7,17,0,7	110,352,72,98	298	149	0.297677327984	1.0	0.023,0.038,0.061,0.016	0.031,0.024,0.0,0.034	0.012
93	"ENSMUSG00000036529"	"Sbf1"	chr15	-	89186045	89186580	89186045	89186173	89186384	89186580	93	1,3,0,5	73,26,61,51	0,4,2,1	68,177,27,45	298	149	0.696836528919	1.0	0.007,0.055,0.0,0.047	0.0,0.011,0.036,0.011	0.013
94	"ENSMUSG00000014856"	"Tmem208"	chr8	+	106054953	106055324	106054953	106055090	106055239	106055324	94	11,2,7,10	94,71,90,110	6,8,7,8	117,272,80,88	297	149	0.143578799426	0.905935908636	0.055,0.014,0.038,0.044	0.025,0.015,0.042,0.044	0.006
95	"ENSMUSG00000014856"	"Tmem208"	chr8	+	106054953	106055324	106054953	106055116	106055239	106055324	95	6,1,1,3	9,7,9,35	1,4,3,1	10,32,11,16	271	149	0.6146018561	1.0	0.268,0.073,0.058,0.045	0.052,0.064,0.13,0.033	0.041
96	"ENSMUSG00000022685"	"Parn"	chr16	-	13482519	13483845	13482519	13482601	13483765	13483845	96	0,1,2,0	1,1,0,0	0,3,1,0	0,0,0,1	298	149	1	1.0	0.0,0.333,1.0,NA	NA,1.0,1.0,0.0	-0.222
97	"ENSMUSG00000031398"	"Plxna3"	chrX	+	73377351	73377954	73377351	73377452	73377830	73377954	97	0,0,0,1	0,0,2,1	1,0,0,0	1,5,0,2	298	149	1	1.0	NA,NA,0.0,0.333	0.333,0.0,NA,0.0	0.056
100	"ENSMUSG00000040054"	"Baz2a"	chr10	+	127950893	127952038	127950893	127950954	127951929	127952038	100	13,1,15,18	53,27,58,104	12,24,8,1	41,137,21,36	298	149	0.89453677747	1.0	0.109,0.018,0.115,0.08	0.128,0.081,0.16,0.014	-0.015
102	"ENSMUSG00000026782"	"Abi2"	chr1	+	60515898	60520317	60515898	60515991	60517161	60520317	102	7,7,9,14	1,0,0,0	16,28,4,4	0,0,0,0	298	149	1	1.0	0.778,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.055
103	"ENSMUSG00000027667"	"Zfp639"	chr3	+	32569432	32571288	32569432	32569501	32571177	32571288	103	9,1,7,16	63,46,65,147	6,13,1,4	61,219,56,68	298	149	0.0517030154178	0.521294320398	0.067,0.011,0.051,0.052	0.047,0.029,0.009,0.029	0.017
104	"ENSMUSG00000003226"	"Ranbp2"	chr10	+	58291040	58291776	58291040	58291271	58291630	58291776	104	3,0,4,0	31,41,45,88	0,1,0,0	48,167,22,65	298	149	0.931476015285	1.0	0.046,0.0,0.043,0.0	0.0,0.003,0.0,0.0	0.021
105	"ENSMUSG00000031511"	"Arhgef7"	chr8	+	11831154	11832655	11831154	11831239	11832524	11832655	105	3,5,3,9	108,62,119,165	3,9,4,0	75,228,47,72	298	149	0.610293357658	1.0	0.014,0.039,0.012,0.027	0.02,0.019,0.041,0.0	0.003
106	"ENSMUSG00000039220"	"Ppp1r10"	chr17	+	36238801	36239221	36238801	36238902	36239073	36239221	106	0,0,0,0	39,19,26,66	0,2,0,0	29,138,20,28	298	149	1	1.0	0.0,0.0,0.0,0.0	0.0,0.007,0.0,0.0	-0.002
107	"ENSMUSG00000031388"	"Naa10"	chrX	-	72963107	72963475	72963107	72963146	72963359	72963475	107	10,4,12,19	2,4,5,6	7,52,3,7	10,15,2,16	298	149	0.0990001710529	0.715434733668	0.714,0.333,0.545,0.613	0.259,0.634,0.429,0.179	0.176
108	"ENSMUSG00000031388"	"Naa10"	chrX	-	72963107	72963475	72963107	72963152	72963359	72963475	108	4,2,4,4	280,199,273,373	4,17,3,3	282,883,212,262	298	149	1	1.0	0.007,0.005,0.007,0.005	0.007,0.01,0.007,0.006	-0.001
110	"ENSMUSG00000022978"	"Mis18a"	chr16	-	90516199	90517638	90516199	90516866	90517541	90517638	110	0,0,1,0	10,11,18,32	3,0,0,0	13,21,12,14	298	149	1	1.0	0.0,0.0,0.027,0.0	0.103,0.0,0.0,0.0	-0.019
111	"ENSMUSG00000022978"	"Mis18a"	chr16	-	90523180	90524292	90523180	90523247	90523913	90524292	111	0,0,2,1	6,2,9,5	1,0,0,0	4,12,3,10	298	149	1	1.0	0.0,0.0,0.1,0.091	0.111,0.0,0.0,0.0	0.02
112	"ENSMUSG00000022554"	"Hgh1"	chr15	+	76254055	76254453	76254055	76254154	76254361	76254453	112	0,0,0,0	12,12,11,20	0,7,1,4	5,63,10,8	298	149	0.00164675593632	0.0911619229653	0.0,0.0,0.0,0.0	0.0,0.053,0.048,0.2	-0.075
114	"ENSMUSG00000021486"	"Prelid1"	chr13	+	55472143	55472418	55472143	55472257	55472339	55472418	114	8,8,9,8	260,195,299,467	9,17,14,5	248,735,170,177	230	149	0.29500187033	1.0	0.02,0.026,0.019,0.011	0.023,0.015,0.051,0.018	-0.008
115	"ENSMUSG00000031232"	"Magt1"	chrX	-	105011689	105015085	105011689	105014632	105015041	105015085	115	35,32,65,140	37,19,29,49	64,207,33,59	46,75,33,23	298	149	0.963036371691	1.0	0.321,0.457,0.528,0.588	0.41,0.58,0.333,0.562	0.002
122	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89069564	89069850	89069564	89069667	89069740	89069850	122	11,2,4,12	67,50,81,88	3,21,0,2	60,259,47,75	221	149	0.0613132022928	0.571088684213	0.1,0.026,0.032,0.084	0.033,0.052,0.0,0.018	0.035
123	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89069564	89070250	89069564	89069850	89070196	89070250	123	9,3,5,12	30,20,36,57	4,22,1,3	28,105,19,32	298	149	0.454065636819	1.0	0.13,0.07,0.065,0.095	0.067,0.095,0.026,0.045	0.032
124	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89070374	89071022	89070374	89070464	89070565	89071022	124	12,2,5,14	46,16,57,84	5,11,1,5	45,196,28,40	249	149	0.00561569055842	0.181059737345	0.135,0.07,0.05,0.091	0.062,0.032,0.021,0.07	0.04
125	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89070374	89071022	89070374	89070464	89070956	89071022	125	9,4,5,18	0,0,1,4	6,24,5,5	2,1,1,0	298	149	0.432098792348	1.0	1.0,1.0,0.714,0.692	0.6,0.923,0.714,1.0	0.042
126	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89070565	89071022	89070565	89070630	89070956	89071022	126	9,3,3,12	53,32,64,93	6,42,6,2	69,233,38,39	298	149	0.218604161471	1.0	0.078,0.045,0.023,0.061	0.042,0.083,0.073,0.025	-0.004
127	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89071158	89071446	89071158	89071201	89071350	89071446	127	31,21,25,60	1,0,1,0	38,117,26,22	0,9,0,1	297	149	1	1.0	0.94,1.0,0.926,1.0	1.0,0.867,1.0,0.917	0.021
128	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89071158	89071446	89071158	89071253	89071350	89071446	128	15,9,8,18	21,22,40,27	14,42,3,12	24,58,17,18	245	149	0.456110876524	1.0	0.303,0.199,0.108,0.288	0.262,0.306,0.097,0.288	-0.014
129	"ENSMUSG00000063800"	"Prpf38a"	chr4	-	108425554	108427463	108425554	108425667	108427352	108427463	129	2,0,2,0	63,50,98,140	1,1,3,1	115,263,54,72	298	149	1	1.0	0.016,0.0,0.01,0.0	0.004,0.002,0.027,0.007	-0.003
131	"ENSMUSG00000079179"	"Rab10os"	chr12	+	3285510	3287412	3285510	3285929	3287284	3287412	131	0,0,2,2	13,11,26,31	0,0,0,1	12,72,12,14	298	149	1	1.0	0.0,0.0,0.037,0.031	0.0,0.0,0.0,0.034	0.009
132	"ENSMUSG00000079179"	"Rab10os"	chr12	+	3285510	3287412	3285510	3285929	3287346	3287412	132	10,14,12,22	4,2,1,3	7,65,11,14	3,16,2,1	298	149	0.510942714513	1.0	0.556,0.778,0.857,0.786	0.538,0.67,0.733,0.875	0.04
134	"ENSMUSG00000005481"	"Ddx39a"	chr8	+	84448362	84448990	84448362	84448481	84448858	84448990	134	0,1,2,2	79,55,73,142	12,18,1,2	97,239,60,79	298	149	9.90856399514e-05	0.0231407123133	0.0,0.009,0.014,0.007	0.058,0.036,0.008,0.012	-0.021
135	"ENSMUSG00000031601"	"Cnot7"	chr8	-	40952335	40953954	40952335	40952480	40953792	40953954	135	8,5,12,22	145,111,152,291	12,27,6,2	169,390,109,95	298	149	0.690797464485	1.0	0.027,0.022,0.038,0.036	0.034,0.033,0.027,0.01	0.005
138	"ENSMUSG00000027889"	"Ampd2"	chr3	-	107982564	107983020	107982564	107982675	107982846	107983020	138	1,1,1,0	4,4,6,11	1,1,1,0	5,9,3,7	298	149	1	1.0	0.111,0.111,0.077,0.0	0.091,0.053,0.143,0.0	0.003
139	"ENSMUSG00000027889"	"Ampd2"	chr3	-	107986500	107987089	107986500	107986642	107986902	107987089	139	0,0,0,0	1,7,5,6	0,0,2,0	5,22,3,3	298	149	1	1.0	0.0,0.0,0.0,0.0	0.0,0.0,0.25,0.0	-0.063
140	"ENSMUSG00000027889"	"Ampd2"	chr3	-	107987582	107988090	107987582	107987651	107987959	107988090	140	1,1,0,5	7,7,12,21	0,6,0,3	17,27,6,9	298	149	0.531434463998	1.0	0.067,0.067,0.0,0.106	0.0,0.1,0.0,0.143	-0.001
142	"ENSMUSG00000022515"	"Anks3"	chr16	-	4765512	4766227	4765512	4765622	4766089	4766227	142	0,0,0,1	35,21,30,58	0,2,1,0	30,85,21,49	298	149	1	1.0	0.0,0.0,0.0,0.009	0.0,0.012,0.023,0.0	-0.007
145	"ENSMUSG00000030357"	"Fkbp4"	chr6	-	128410488	128410756	128410488	128410572	128410665	128410756	145	24,18,24,28	2128,1214,1853,3177	27,53,26,14	2026,5578,1422,1521	241	149	1	1.0	0.007,0.009,0.008,0.005	0.008,0.006,0.011,0.006	-0.0
147	"ENSMUSG00000053877"	"Srcap"	chr7	+	127118752	127119004	127118752	127118774	127118831	127119004	147	22,14,33,43	0,0,1,1	29,79,17,26	0,0,0,0	205	149	1	1.0	1.0,1.0,0.96,0.969	1.0,1.0,1.0,1.0	-0.018
150	"ENSMUSG00000004455"	"Ppp1cc"	chr5	+	122310794	122311343	122310794	122310866	122311208	122311343	150	244,140,205,443	0,5,8,8	225,655,126,177	7,7,6,1	298	149	0.726328930907	1.0	1.0,0.933,0.928,0.965	0.941,0.979,0.913,0.989	0.001
