ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
30	"ENSMUSG00000022617"	"Chkb"	chr15	-	89312613	89312781	89312613	89312747	89312916	89313030	30	31,18,24,55	68,54,106,118	16,76,19,11	33,206,44,31	182	149	0.721096650276	1.0	0.272,0.214,0.156,0.276	0.284,0.232,0.261,0.225	-0.021
32	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119173531	119175634	119175535	119175634	119173238	119173318	32	285,228,343,522	1,0,4,2	283,1011,198,271	1,4,2,0	298	149	1	1.0	0.993,1.0,0.977,0.992	0.993,0.992,0.98,1.0	-0.001
33	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119177646	119177837	119177651	119177837	119176795	119176876	33	322,213,393,538	1,0,0,4	384,1161,278,358	0,0,0,0	153	149	1	1.0	0.997,1.0,1.0,0.992	1.0,1.0,1.0,1.0	-0.003
34	"ENSMUSG00000020486"	"Septin4"	chr11	+	87480781	87480881	87480834	87480881	87480481	87480644	34	226,129,203,380	21,12,15,52	206,494,131,181	24,69,7,17	201	149	0.672944274679	1.0	0.889,0.889,0.909,0.844	0.864,0.841,0.933,0.888	0.001
35	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89254803	89254878	89254806	89254878	89254597	89254691	35	42,43,47,85	219,182,277,439	63,198,38,40	225,757,154,256	151	149	0.0990258192409	0.831292396916	0.159,0.189,0.143,0.16	0.216,0.205,0.196,0.134	-0.025
37	"ENSMUSG00000036955"	"Kifbp"	chr10	-	62399014	62399287	62399014	62399130	62401815	62401900	37	0,0,0,1	128,89,145,277	0,0,1,0	178,395,103,104	298	149	1	1.0	0.0,0.0,0.0,0.002	0.0,0.0,0.005,0.0	-0.001
40	"ENSMUSG00000022195"	"6030458C11Rik"	chr15	-	12817943	12818370	12817943	12818213	12821489	12821639	40	39,18,39,93	0,0,0,0	41,90,21,35	0,1,1,0	298	149	1	1.0	1.0,1.0,1.0,1.0	1.0,0.978,0.913,1.0	0.027
42	"ENSMUSG00000015966"	"Il17rb"	chr14	-	29724319	29725003	29724319	29724371	29725517	29725644	42	0,0,0,0	2,0,0,0	0,1,0,0	0,0,1,0	298	149	1	1.0	0.0,NA,NA,NA	NA,1.0,0.0,NA	-0.5
43	"ENSMUSG00000085795"	"Zfp703"	chr8	+	27468262	27468423	27468289	27468423	27467352	27467639	43	0,0,2,3	0,1,0,0	0,0,0,0	0,0,0,2	175	149	1	1.0	NA,0.0,1.0,1.0	NA,NA,NA,0.0	0.667
44	"ENSMUSG00000027835"	"Pdcd10"	chr3	-	75440847	75440901	75440847	75440897	75448466	75448685	44	123,103,127,271	0,0,0,0	139,410,82,121	1,0,0,0	152	149	1	1.0	1.0,1.0,1.0,1.0	0.993,1.0,1.0,1.0	0.002
47	"ENSMUSG00000022679"	"Mpv17l"	chr16	+	13764392	13764451	13764421	13764451	13762529	13762600	47	0,0,0,1	7,7,11,15	2,8,0,1	10,25,8,9	177	149	6.43276800504e-05	0.0196521062554	0.0,0.0,0.0,0.053	0.144,0.212,0.0,0.086	-0.097
48	"ENSMUSG00000032199"	"Polr2m"	chr9	-	71390448	71391087	71390448	71390866	71392016	71392240	48	79,48,78,128	0,0,3,0	73,176,50,52	0,0,0,0	298	149	1	1.0	1.0,1.0,0.929,1.0	1.0,1.0,1.0,1.0	-0.018
49	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22927334	22927383	22927337	22927383	22926508	22926570	49	84,57,85,160	224,146,282,413	75,311,59,83	231,866,172,210	151	149	0.898316913515	1.0	0.27,0.278,0.229,0.277	0.243,0.262,0.253,0.281	0.004
50	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22927334	22927383	22927337	22927383	22926520	22926630	50	22,8,13,19	2,3,1,4	9,46,13,18	2,15,0,3	151	149	0.326262408686	1.0	0.916,0.725,0.928,0.824	0.816,0.752,1.0,0.856	-0.008
51	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22928734	22929093	22928983	22929093	22927468	22927601	51	29,21,46,78	2,0,0,0	42,119,29,36	0,1,0,0	298	149	1	1.0	0.879,1.0,1.0,1.0	1.0,0.983,1.0,1.0	-0.026
53	"ENSMUSG00000041890"	"Git2"	chr5	-	114890339	114890391	114890339	114890388	114891339	114891385	53	30,19,28,41	42,24,33,75	21,63,17,25	34,91,21,24	151	149	0.650821725239	1.0	0.413,0.439,0.456,0.35	0.379,0.406,0.444,0.507	-0.02
54	"ENSMUSG00000116048"	"Septin2"	chr1	+	93416845	93416876	93416849	93416876	93406714	93406790	54	119,74,118,190	1,2,3,10	124,283,82,92	4,17,5,8	152	149	0.0242130911468	0.431497461812	0.992,0.973,0.975,0.949	0.968,0.942,0.941,0.919	0.03
55	"ENSMUSG00000116048"	"Septin2"	chr1	+	93416845	93416876	93416849	93416876	93406782	93406902	55	0,3,6,6	0,0,1,3	6,13,6,1	0,0,2,0	152	149	1	1.0	NA,1.0,0.855,0.662	1.0,1.0,0.746,1.0	-0.098
56	"ENSMUSG00000038543"	"BC028528"	chr3	-	95792281	95792383	95792281	95792380	95795452	95795608	56	53,28,49,81	24,15,36,45	59,139,39,38	51,113,23,45	151	149	0.0316195299194	0.475571924418	0.685,0.648,0.573,0.64	0.533,0.548,0.626,0.455	0.096
57	"ENSMUSG00000063445"	"Nmral1"	chr16	-	4529180	4529544	4529180	4529467	4531503	4531694	57	0,1,0,1	15,3,22,19	1,2,1,0	9,36,11,9	225	149	0.769266445953	1.0	0.0,0.181,0.0,0.034	0.069,0.035,0.057,0.0	0.013
59	"ENSMUSG00000024352"	"Spata24"	chr18	-	35793335	35793406	35793335	35793397	35793496	35793627	59	18,19,27,50	2,0,0,3	44,148,36,28	1,2,1,0	157	149	0.928050069996	1.0	0.895,1.0,1.0,0.941	0.977,0.986,0.972,1.0	-0.025
60	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107626906	107626998	107626906	107626995	107627206	107627291	60	169,92,203,332	5,0,7,10	148,493,129,140	7,17,11,3	151	149	0.0902538600672	0.802527566543	0.971,1.0,0.966,0.97	0.954,0.966,0.92,0.979	0.022
61	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107626906	107626998	107626906	107626995	107627661	107627747	61	11,8,11,23	2,0,0,0	19,43,8,8	1,9,0,0	151	149	0.00266864798693	0.152184099201	0.844,1.0,1.0,1.0	0.949,0.825,1.0,1.0	0.017
62	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107642693	107642849	107642693	107642845	107644741	107644907	62	168,147,235,405	2,0,0,0	198,513,158,146	0,0,0,0	152	149	1	1.0	0.988,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.003
64	"ENSMUSG00000036281"	"Snapc4"	chr2	-	26264503	26264576	26264503	26264572	26264654	26264759	64	27,14,22,35	3,1,1,3	25,97,14,13	5,0,1,1	152	149	0.418242449726	1.0	0.898,0.932,0.956,0.92	0.831,1.0,0.932,0.927	0.004
66	"ENSMUSG00000030562"	"Nox4"	chr7	+	86944991	86945102	86944995	86945102	86896695	86896791	66	3,0,3,2	1,1,1,2	2,6,0,1	1,10,0,0	152	149	1	1.0	0.746,0.0,0.746,0.495	0.662,0.37,NA,1.0	-0.181
68	"ENSMUSG00000074415"	"Mir100hg"	chr9	+	41501269	41504125	41501515	41504125	41492008	41492698	68	0,0,0,2	0,0,0,0	1,0,1,1	0,4,0,0	298	149	1	1.0	NA,NA,NA,1.0	1.0,0.0,1.0,1.0	0.25
71	"ENSMUSG00000004393"	"Ddx56"	chr11	-	6216810	6216971	6216810	6216917	6217417	6217579	71	38,29,71,60	1,0,0,0	45,154,38,39	0,3,0,0	202	149	1	1.0	0.966,1.0,1.0,1.0	1.0,0.974,1.0,1.0	-0.002
72	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25164273	25165862	25164273	25164305	25171222	25171498	72	72,43,77,115	0,0,1,1	54,131,50,65	2,7,1,0	298	149	0.00574986243175	0.20854981875	1.0,1.0,0.975,0.983	0.931,0.903,0.962,1.0	0.04
73	"ENSMUSG00000028741"	"Mrto4"	chr4	-	139076924	139077158	139076924	139077028	139077746	139077805	73	1,0,1,1	118,82,111,136	0,0,1,2	67,299,61,72	278	149	1	1.0	0.005,0.0,0.005,0.004	0.0,0.0,0.009,0.015	-0.003
74	"ENSMUSG00000006288"	"Ttc5"	chr14	-	51012747	51012907	51012747	51012839	51014718	51014869	74	0,0,5,1	29,14,36,33	0,1,0,0	18,78,14,17	216	149	0.581811613357	1.0	0.0,0.0,0.087,0.02	0.0,0.009,0.0,0.0	0.025
75	"ENSMUSG00000026648"	"Dclre1c"	chr2	+	3438025	3438127	3438038	3438127	3437474	3437530	75	3,5,3,19	0,1,0,0	8,18,5,5	0,0,0,0	161	149	1	1.0	1.0,0.822,1.0,1.0	1.0,1.0,1.0,1.0	-0.044
76	"ENSMUSG00000026648"	"Dclre1c"	chr2	+	3438025	3438127	3438066	3438127	3437474	3437530	76	7,6,3,32	3,1,4,3	10,28,5,11	0,3,0,0	189	149	0.000199528265735	0.0432272629937	0.648,0.825,0.372,0.894	1.0,0.88,1.0,1.0	-0.285
77	"ENSMUSG00000026648"	"Dclre1c"	chr2	+	3438038	3438127	3438066	3438127	3437474	3437530	77	4,2,0,13	3,1,4,3	2,10,0,6	0,3,0,0	176	149	1	1.0	0.53,0.629,0.0,0.786	1.0,0.738,NA,1.0	-0.426
78	"ENSMUSG00000029462"	"Vps29"	chr5	+	122498075	122498267	122498091	122498267	122492484	122492539	78	90,61,71,126	0,0,0,0	70,197,55,62	3,4,2,0	164	149	0.591838037487	1.0	1.0,1.0,1.0,1.0	0.955,0.978,0.962,1.0	0.026
79	"ENSMUSG00000029462"	"Vps29"	chr5	+	122498075	122498267	122498091	122498267	122494856	122494868	79	15,4,8,27	0,0,0,0	13,39,26,13	0,1,0,0	164	149	1	1.0	1.0,1.0,1.0,1.0	1.0,0.973,1.0,1.0	0.007
84	"ENSMUSG00000036529"	"Sbf1"	chr15	-	89177638	89177869	89177638	89177833	89177941	89178072	84	56,59,90,144	0,0,0,1	68,208,47,48	0,0,0,0	184	149	1	1.0	1.0,1.0,1.0,0.991	1.0,1.0,1.0,1.0	-0.002
86	"ENSMUSG00000036529"	"Sbf1"	chr15	-	89189546	89189675	89189546	89189671	89189746	89189860	86	31,18,41,36	0,1,0,1	30,132,16,29	3,2,0,0	152	149	0.89971457284	1.0	1.0,0.946,1.0,0.972	0.907,0.985,1.0,1.0	0.006
87	"ENSMUSG00000036990"	"Otud4"	chr8	+	80387666	80387764	80387669	80387764	80386026	80386091	87	46,35,69,130	34,29,31,68	55,169,55,40	33,111,17,29	151	149	0.806858344109	1.0	0.572,0.544,0.687,0.654	0.622,0.6,0.761,0.576	-0.025
89	"ENSMUSG00000096917"	"2500002B13Rik"	chr8	+	57959561	57959835	57959675	57959835	57943373	57943501	89	45,20,46,64	0,0,0,4	48,129,19,23	4,6,0,2	262	149	0.00807406781153	0.244913390283	1.0,1.0,1.0,0.901	0.872,0.924,1.0,0.867	0.059
91	"ENSMUSG00000096917"	"2500002B13Rik"	chr8	+	57963029	57963298	57963121	57963298	57959561	57959835	91	0,4,1,11	23,10,36,25	1,9,0,1	13,93,6,17	240	149	0.0982574192738	0.829594591279	0.0,0.199,0.017,0.215	0.046,0.057,0.0,0.035	0.073
92	"ENSMUSG00000027206"	"Cops2"	chr2	-	125684541	125684652	125684541	125684631	125686729	125686855	92	129,113,142,239	222,135,209,317	143,340,102,103	271,593,147,192	169	149	0.0462290960516	0.600978248671	0.339,0.425,0.375,0.399	0.318,0.336,0.38,0.321	0.046
93	"ENSMUSG00000021504"	"B4galt7"	chr13	+	55751832	55752195	55751932	55752195	55747877	55748005	93	9,9,13,11	3,0,0,0	6,34,0,8	0,0,2,1	248	149	0.50029131483	1.0	0.643,1.0,1.0,1.0	1.0,1.0,0.0,0.828	0.204
96	"ENSMUSG00000023992"	"Trem2"	chr17	+	48658718	48658958	48658773	48658958	48658128	48658219	96	1,0,3,0	30,4,27,31	5,2,3,0	17,47,13,18	203	149	0.0467034251016	0.603475979334	0.024,0.0,0.075,0.0	0.178,0.03,0.145,0.0	-0.064
98	"ENSMUSG00000040054"	"Baz2a"	chr10	+	127932248	127932392	127932307	127932392	127927503	127927645	98	10,8,2,4	3,0,9,7	11,9,0,6	2,4,1,1	207	149	0.332806257552	1.0	0.706,1.0,0.138,0.291	0.798,0.618,0.0,0.812	-0.023
99	"ENSMUSG00000040054"	"Baz2a"	chr10	+	127932248	127932392	127932307	127932392	127928651	127928719	99	8,5,3,5	3,2,2,4	4,6,0,5	0,5,6,0	207	149	0.697376986302	1.0	0.657,0.643,0.519,0.474	1.0,0.463,0.0,1.0	-0.042
100	"ENSMUSG00000040054"	"Baz2a"	chr10	+	127949328	127949550	127949331	127949550	127948450	127948636	100	17,18,10,26	32,12,37,71	17,35,6,11	37,91,26,31	151	149	0.297952768044	1.0	0.344,0.597,0.211,0.265	0.312,0.275,0.185,0.259	0.096
101	"ENSMUSG00000043940"	"Wdfy3"	chr5	-	102034826	102034936	102034826	102034933	102035952	102036182	101	44,48,46,102	0,1,9,4	43,120,33,38	0,5,2,7	151	149	0.627406404467	1.0	1.0,0.979,0.835,0.962	1.0,0.959,0.942,0.843	0.008
106	"ENSMUSG00000027667"	"Zfp639"	chr3	+	32569432	32571288	32571177	32571288	32568532	32568603	106	49,36,57,101	5,0,1,4	40,155,29,63	6,2,1,2	298	149	0.905164374546	1.0	0.831,1.0,0.966,0.927	0.769,0.975,0.935,0.94	0.026
107	"ENSMUSG00000054302"	"Eapp"	chr12	-	54738784	54738880	54738784	54738868	54739559	54739741	107	174,109,160,263	7,3,4,7	139,450,125,123	1,12,6,1	160	149	0.550245389388	1.0	0.959,0.971,0.974,0.972	0.992,0.972,0.951,0.991	-0.008
108	"ENSMUSG00000026879"	"Gsn"	chr2	+	35172662	35172733	35172671	35172733	35156831	35156915	108	0,0,0,2	1,0,1,0	0,1,0,0	0,1,0,0	157	149	1	1.0	0.0,NA,0.0,1.0	NA,0.487,NA,NA	-0.154
110	"ENSMUSG00000039220"	"Ppp1r10"	chr17	+	36234904	36235015	36234928	36235015	36234199	36234317	110	1,0,0,1	48,30,45,130	0,4,2,0	39,183,32,43	172	149	1	1.0	0.018,0.0,0.0,0.007	0.0,0.019,0.051,0.0	-0.011
111	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82860901	82861082	82860964	82861082	82859948	82860158	111	100,59,86,140	2,2,2,3	108,244,61,86	1,10,1,3	211	149	0.408100299419	1.0	0.972,0.954,0.968,0.971	0.987,0.945,0.977,0.953	0.001
112	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82872196	82872288	82872202	82872288	82871144	82871303	112	64,26,71,153	21,17,22,43	101,277,57,83	22,75,13,13	154	149	0.0500175700661	0.61933804217	0.747,0.597,0.757,0.775	0.816,0.781,0.809,0.861	-0.098
113	"ENSMUSG00000031388"	"Naa10"	chrX	-	72960478	72960801	72960478	72960796	72961448	72961533	113	40,50,90,94	9,3,4,2	61,263,48,48	10,13,7,6	153	149	0.245633929215	1.0	0.812,0.942,0.956,0.979	0.856,0.952,0.87,0.886	0.031
114	"ENSMUSG00000031388"	"Naa10"	chrX	-	72963107	72963152	72963107	72963146	72963359	72963475	114	286,201,281,388	2,4,5,6	285,918,212,266	10,15,2,16	154	149	0.0210917405029	0.401163856028	0.993,0.98,0.982,0.984	0.965,0.983,0.99,0.941	0.015
115	"ENSMUSG00000063268"	"Parp10"	chr15	-	76124486	76125181	76124486	76125131	76125355	76125428	115	0,1,0,1	40,28,63,77	2,0,0,0	34,140,26,30	198	149	1	1.0	0.0,0.026,0.0,0.01	0.042,0.0,0.0,0.0	-0.002
116	"ENSMUSG00000063268"	"Parp10"	chr15	-	76125857	76126839	76125857	76126522	76126931	76127186	116	23,17,14,20	0,0,0,0	11,60,7,25	1,0,0,0	298	149	1	1.0	1.0,1.0,1.0,1.0	0.846,1.0,1.0,1.0	0.038
117	"ENSMUSG00000020740"	"Gga3"	chr11	-	115477141	115477311	115477141	115477246	115477821	115478027	117	42,15,31,33	4,2,4,0	31,84,26,38	0,2,0,2	213	149	0.00843459346031	0.252271022586	0.88,0.84,0.844,1.0	1.0,0.967,1.0,0.93	-0.083
120	"ENSMUSG00000028447"	"Dctn3"	chr4	-	41714797	41715259	41714797	41715238	41716395	41716454	120	0,0,3,0	6,3,4,2	0,0,0,0	1,8,1,6	169	149	0.679259885038	1.0	0.0,0.0,0.398,0.0	0.0,0.0,0.0,0.0	0.1
123	"ENSMUSG00000042015"	"Wdr41"	chr13	+	95114977	95115093	95114981	95115093	95112945	95113097	123	9,12,11,12	0,0,0,0	8,30,13,13	0,1,0,0	152	149	1	1.0	1.0,1.0,1.0,1.0	1.0,0.967,1.0,1.0	0.008
126	"ENSMUSG00000031979"	"Cog2"	chr8	+	125255714	125255795	125255716	125255795	125253838	125253904	126	49,43,77,114	0,0,0,3	74,207,45,54	0,1,0,0	150	149	1	1.0	1.0,1.0,1.0,0.974	1.0,0.995,1.0,1.0	-0.005
127	"ENSMUSG00000070733"	"Fryl"	chr5	-	73226066	73226257	73226066	73226254	73227225	73227347	127	19,13,26,62	0,3,0,9	30,86,19,34	6,22,1,4	151	149	0.0330369223303	0.488923587566	1.0,0.81,1.0,0.872	0.831,0.794,0.949,0.893	0.054
128	"ENSMUSG00000070733"	"Fryl"	chr5	-	73228447	73228652	73228447	73228649	73230078	73230264	128	26,24,32,66	8,12,8,25	27,107,22,16	5,40,9,8	151	149	0.974542792469	1.0	0.762,0.664,0.798,0.723	0.842,0.725,0.707,0.664	0.002
129	"ENSMUSG00000032366"	"Tpm1"	chr9	-	66929874	66931847	66929874	66930723	66938310	66938380	129	0,0,0,0	119,109,184,330	0,1,0,0	142,416,126,126	298	149	1	1.0	0.0,0.0,0.0,0.0	0.0,0.001,0.0,0.0	-0.0
130	"ENSMUSG00000021549"	"Rasa1"	chr13	-	85378506	85378594	85378506	85378529	85381707	85381864	130	115,61,122,197	0,0,0,4	84,311,74,93	0,0,0,0	213	149	1	1.0	1.0,1.0,1.0,0.972	1.0,1.0,1.0,1.0	-0.007
131	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89071158	89071253	89071158	89071201	89071350	89071446	131	37,34,57,69	1,0,1,0	48,133,40,28	0,9,0,1	200	149	0.0169234147622	0.360106691233	0.965,1.0,0.977,1.0	1.0,0.917,1.0,0.954	0.018
132	"ENSMUSG00000079179"	"Rab10os"	chr12	+	3287284	3287412	3287346	3287412	3285500	3285929	132	23,25,36,51	4,2,1,3	19,137,23,27	3,16,2,1	210	149	0.212843370077	1.0	0.803,0.899,0.962,0.923	0.818,0.859,0.891,0.95	0.017
133	"ENSMUSG00000079179"	"Rab10os"	chr12	+	3288028	3288112	3288063	3288112	3287590	3287660	133	28,21,26,43	10,7,14,15	22,71,12,35	14,28,5,7	183	149	0.955540277221	1.0	0.695,0.71,0.602,0.7	0.561,0.674,0.661,0.803	0.002
134	"ENSMUSG00000079179"	"Rab10os"	chr12	+	3299738	3300383	3299866	3300383	3297351	3297438	134	13,1,6,17	7,2,2,5	9,33,7,7	2,14,4,0	276	149	0.413347387044	1.0	0.501,0.213,0.618,0.647	0.708,0.56,0.486,1.0	-0.194
135	"ENSMUSG00000007207"	"Stx1a"	chr5	+	135077764	135077958	135077847	135077958	135074450	135074588	135	5,2,2,11	1,0,0,0	3,18,10,8	0,0,2,0	231	149	1	1.0	0.763,1.0,1.0,1.0	1.0,1.0,0.763,1.0	0.0
137	"ENSMUSG00000026843"	"Fubp3"	chr2	+	31482474	31482508	31482477	31482508	31473166	31473272	137	29,24,25,82	2,0,1,5	30,113,22,29	0,11,0,0	151	149	0.796827594245	1.0	0.935,1.0,0.961,0.942	1.0,0.91,1.0,1.0	-0.018
138	"ENSMUSG00000026843"	"Fubp3"	chr2	+	31484854	31484904	31484859	31484904	31482474	31482508	138	33,27,34,89	1,0,0,0	35,129,20,30	0,1,0,0	153	149	1	1.0	0.97,1.0,1.0,1.0	1.0,0.992,1.0,1.0	-0.006
139	"ENSMUSG00000033365"	"Ipo13"	chr4	-	117751940	117752122	117751940	117752042	117752408	117752498	139	268,149,242,365	14,7,7,19	262,753,185,152	5,45,7,10	228	149	0.705455370441	1.0	0.926,0.933,0.958,0.926	0.972,0.916,0.945,0.909	0.0
140	"ENSMUSG00000059495"	"Arhgef12"	chr9	-	42919311	42919407	42919311	42919404	42921474	42921549	140	106,89,116,193	96,48,95,137	98,304,76,70	63,219,42,70	151	149	0.822462166293	1.0	0.521,0.647,0.546,0.582	0.606,0.578,0.641,0.497	-0.006
141	"ENSMUSG00000022515"	"Anks3"	chr16	-	4760074	4760158	4760074	4760129	4760556	4760642	141	45,14,27,44	3,2,5,3	45,122,20,33	1,13,1,0	177	149	0.465419587213	1.0	0.927,0.855,0.82,0.925	0.974,0.888,0.944,1.0	-0.07
