ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
10	"ENSMUSG00000021629"	"Slc30a5"	chr13	-	100962959	100963026	100965407	100965530	100961423	100961509	100969608	100969848	10	5,0,2,0	32,25,23,17	0,5,0,0	20,42,10,11	271	215	0.47294413863	1.0	0.11,0.0,0.065,0.0	0.0,0.086,0.0,0.0	0.022
11	"ENSMUSG00000060275"	"Nrg2"	chr18	-	36164935	36164994	36165388	36165465	36157358	36157461	36171283	36171404	11	9,6,5,5	3,3,1,2	4,22,5,4	3,10,0,5	225	207	0.477930879575	1.0	0.734,0.648,0.821,0.697	0.551,0.669,1.0,0.424	0.064
12	"ENSMUSG00000028464"	"Tpm2"	chr4	-	43518643	43518719	43519002	43519078	43518401	43518464	43519226	43519297	12	398,300,317,267	93,48,34,31	182,759,172,193	25,43,16,10	224	224	6.3050014476e-07	0.000273216729396	0.811,0.862,0.903,0.896	0.879,0.946,0.915,0.951	-0.055
13	"ENSMUSG00000040283"	"Btnl9"	chr11	-	49064279	49064300	49065652	49065685	49064038	49064065	49066394	49066523	13	93,48,41,53	7,18,7,4	23,109,24,18	2,27,4,7	181	169	0.274803239865	0.896661188984	0.925,0.713,0.845,0.925	0.915,0.79,0.849,0.706	0.037
14	"ENSMUSG00000078867"	"Gm14418"	chr2	-	177081614	177081651	177086489	177086544	177081219	177081346	177090016	177090098	14	7,6,8,7	3,0,2,0	13,24,2,7	0,2,0,0	203	185	0.201844858302	0.829585059836	0.68,1.0,0.785,1.0	1.0,0.916,1.0,1.0	-0.113
15	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144645799	144646074	144646410	144646649	144645220	144645364	144650475	144650601	15	17,11,3,5	366,281,303,319	8,26,5,8	209,617,173,214	298	298	0.183478989157	0.805241492425	0.044,0.038,0.01,0.015	0.037,0.04,0.028,0.036	-0.009
16	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144645954	144646074	144646410	144646649	144645220	144645364	144650475	144650601	16	279,197,209,213	366,281,303,319	182,484,103,146	209,617,173,214	268	298	0.654839266825	1.0	0.459,0.438,0.434,0.426	0.492,0.466,0.398,0.431	-0.008
17	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144646410	144646649	144650475	144650601	144645799	144646074	144653704	144654209	17	322,197,198,242	492,364,450,437	207,481,117,155	388,878,199,237	298	274	0.60138232828	1.0	0.376,0.332,0.288,0.337	0.329,0.335,0.351,0.376	-0.015
18	"ENSMUSG00000020196"	"Cabin1"	chr10	-	75535746	75535929	75549286	75549465	75530548	75530880	75551432	75551584	18	40,39,35,31	75,50,53,58	24,95,15,31	26,109,24,30	298	298	0.0559393904488	0.510830457558	0.348,0.438,0.398,0.348	0.48,0.466,0.385,0.508	-0.077
19	"ENSMUSG00000020196"	"Cabin1"	chr10	-	75535746	75535929	75549373	75549465	75530628	75530880	75551432	75551478	19	32,22,23,15	75,50,53,58	17,48,5,14	26,109,24,30	240	298	0.641924639312	1.0	0.346,0.353,0.35,0.243	0.448,0.353,0.206,0.367	-0.021
20	"ENSMUSG00000022803"	"Popdc2"	chr16	+	38189845	38189954	38194180	38194739	38182570	38183509	38198016	38198578	20	1856,1743,1553,1426	1647,1569,1409,1301	1045,4429,838,1036	1068,3236,715,937	257	298	0.603936933524	1.0	0.566,0.563,0.561,0.56	0.532,0.613,0.576,0.562	-0.008
21	"ENSMUSG00000022803"	"Popdc2"	chr16	+	38189845	38189954	38194180	38194598	38182606	38183509	38198016	38198578	21	1856,1743,1553,1426	271,204,156,174	1045,4429,838,1036	90,542,69,154	257	298	0.343231322072	0.951836514166	0.888,0.908,0.92,0.905	0.931,0.905,0.934,0.886	-0.009
22	"ENSMUSG00000025474"	"Tubgcp2"	chr7	-	139609739	139609899	139610923	139611100	139587799	139588007	139612031	139612160	22	66,42,78,57	90,66,64,63	77,199,34,35	47,220,42,52	298	298	0.561289032169	1.0	0.423,0.389,0.549,0.475	0.621,0.475,0.447,0.402	-0.027
23	"ENSMUSG00000121485"	NA	chr13	-	12638757	12638980	12645583	12645633	12636246	12636396	12664805	12665282	23	0,0,0,1	70,60,46,57	0,1,0,0	44,128,48,48	198	298	1	1.0	0.0,0.0,0.0,0.026	0.0,0.012,0.0,0.0	0.003
24	"ENSMUSG00000036879"	"Phkb"	chr8	+	86648755	86648871	86662036	86662100	86628505	86628586	86667469	86667565	24	90,75,74,84	86,59,44,64	95,189,28,49	64,160,34,40	264	212	0.642627694816	1.0	0.457,0.505,0.575,0.513	0.544,0.487,0.398,0.496	0.031
25	"ENSMUSG00000036879"	"Phkb"	chr8	+	86648755	86648871	86667469	86667565	86628505	86628586	86668820	86669018	25	90,75,74,84	125,109,121,103	95,189,28,49	86,307,64,61	264	244	0.965299317627	1.0	0.4,0.389,0.361,0.43	0.505,0.363,0.288,0.426	-0.001
26	"ENSMUSG00000036879"	"Phkb"	chr8	+	86662036	86662100	86668820	86669018	86648755	86648871	86672680	86672738	26	72,47,59,64	175,151,116,149	38,152,32,39	117,361,79,108	212	298	0.656575209059	1.0	0.366,0.304,0.417,0.376	0.313,0.372,0.363,0.337	0.02
27	"ENSMUSG00000036879"	"Phkb"	chr8	+	86744020	86744125	86745097	86745180	86738198	86738292	86745664	86745755	27	0,0,1,1	176,125,138,152	0,0,0,0	97,383,77,93	253	231	1	1.0	0.0,0.0,0.007,0.006	0.0,0.0,0.0,0.0	0.003
28	"ENSMUSG00000036879"	"Phkb"	chr8	+	86770338	86770473	86776318	86776448	86756110	86756313	86783076	86783184	28	204,157,173,154	259,198,230,212	153,423,88,89	197,576,111,154	283	278	0.556471276448	1.0	0.436,0.438,0.425,0.416	0.433,0.419,0.438,0.362	0.016
29	"ENSMUSG00000038388"	"Pals2"	chr6	+	50122753	50122872	50135661	50135814	50087257	50087444	50139565	50139715	29	5,2,6,3	190,174,206,174	0,13,0,1	125,447,114,117	267	298	0.557828413429	1.0	0.029,0.013,0.031,0.019	0.0,0.031,0.0,0.009	0.013
30	"ENSMUSG00000038388"	"Pals2"	chr6	+	50122753	50122872	50135661	50135814	50087362	50087434	50139565	50139715	30	1,0,2,1	190,174,207,173	0,0,0,0	124,447,114,117	267	298	1	1.0	0.006,0.0,0.011,0.006	0.0,0.0,0.0,0.0	0.006
31	"ENSMUSG00000024556"	"Me2"	chr18	-	73929384	73929460	73930899	73931049	73927851	73928013	73934799	73934933	31	45,52,30,42	19,38,27,34	40,81,19,30	23,88,10,25	298	224	0.592590436451	1.0	0.64,0.507,0.455,0.481	0.567,0.409,0.588,0.474	0.011
32	"ENSMUSG00000056342"	"Usp34"	chr11	+	23283438	23283859	23293319	23293370	23270660	23270748	23293510	23293660	32	23,14,8,15	45,33,29,31	17,28,10,9	22,92,16,26	298	199	0.916654737677	1.0	0.254,0.221,0.156,0.244	0.34,0.169,0.294,0.188	-0.029
33	"ENSMUSG00000056342"	"Usp34"	chr11	+	23311586	23311716	23312576	23312612	23311278	23311404	23313057	23313188	33	59,72,45,48	8,7,17,8	45,126,20,30	14,37,5,10	278	184	0.0436650910978	0.466032461646	0.83,0.872,0.637,0.799	0.68,0.693,0.726,0.665	0.093
34	"ENSMUSG00000056342"	"Usp34"	chr11	+	23424265	23424389	23434101	23434181	23423169	23423294	23436817	23436958	34	57,63,62,58	88,69,68,84	42,133,26,36	76,175,38,57	272	228	0.314595841032	0.930770118283	0.352,0.434,0.433,0.367	0.317,0.389,0.364,0.346	0.043
35	"ENSMUSG00000056342"	"Usp34"	chr11	+	23434101	23434181	23436817	23436958	23424265	23424389	23437078	23437222	35	46,28,32,27	122,85,86,105	18,57,14,13	80,226,60,69	228	289	0.0268721902389	0.368500499057	0.323,0.295,0.32,0.246	0.222,0.242,0.228,0.193	0.075
36	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119173531	119173574	119175535	119175634	119173238	119173318	119176795	119176876	36	103,95,74,85	473,396,362,335	57,231,44,52	359,940,235,284	191	247	0.251135147001	0.873864269543	0.22,0.237,0.209,0.247	0.17,0.241,0.195,0.191	0.029
37	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119177646	119177837	119177986	119178166	119176795	119176876	119178419	119178475	37	534,494,436,430	240,170,169,187	384,1161,278,358	113,434,89,91	298	298	0.0116541272509	0.259424065517	0.69,0.744,0.721,0.697	0.773,0.728,0.757,0.797	-0.051
38	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119177986	119178166	119178419	119178475	119177646	119177837	119178557	119178703	38	144,85,105,65	163,146,121,138	78,199,55,62	96,337,70,86	298	204	0.968183197097	1.0	0.377,0.285,0.373,0.244	0.357,0.288,0.35,0.33	-0.012
39	"ENSMUSG00000071072"	"Ptges3"	chr10	+	127906002	127906101	127907936	127908026	127905084	127905154	127910090	127910153	39	384,292,289,299	288,277,237,267	184,508,148,126	190,493,117,111	247	238	0.351479373264	0.959314815396	0.562,0.504,0.54,0.519	0.483,0.498,0.549,0.522	0.018
40	"ENSMUSG00000071072"	"Ptges3"	chr10	+	127907936	127908026	127910090	127910153	127906002	127906101	127911206	127911231	40	189,152,201,204	201,175,149,176	98,338,84,81	100,335,103,97	238	211	0.237255729804	0.863126372238	0.455,0.435,0.545,0.507	0.465,0.472,0.42,0.425	0.04
41	"ENSMUSG00000071072"	"Ptges3"	chr10	+	127910090	127910153	127911206	127911231	127907936	127908026	127911935	127913141	41	372,319,320,316	173,170,98,157	297,767,187,192	107,280,76,84	211	173	0.21102994348	0.837383378535	0.638,0.606,0.728,0.623	0.695,0.692,0.669,0.652	-0.028
42	"ENSMUSG00000021113"	"Snapc1"	chr12	+	74021784	74021935	74029251	74029353	74019310	74019373	74030636	74035740	42	79,88,98,82	77,66,55,50	64,184,45,58	49,124,49,49	298	250	0.469597840244	1.0	0.463,0.528,0.599,0.579	0.523,0.555,0.435,0.498	0.039
44	"ENSMUSG00000002020"	"Ltbp2"	chr12	-	84833129	84833258	84834139	84834223	84832747	84832885	84834677	84834869	44	5,1,3,5	6,22,16,8	3,7,1,1	9,33,8,2	232	277	0.616571003773	1.0	0.499,0.051,0.183,0.427	0.285,0.202,0.13,0.374	0.042
45	"ENSMUSG00000022092"	"Ppp3cc"	chr14	-	70485022	70485168	70493808	70493920	70483301	70483441	70504078	70504203	45	132,144,110,114	108,117,124,95	89,288,90,87	82,274,75,76	260	294	0.879871651814	1.0	0.58,0.582,0.501,0.576	0.551,0.543,0.576,0.564	0.001
46	"ENSMUSG00000022092"	"Ppp3cc"	chr14	-	70485022	70485168	70504078	70504203	70483301	70483441	70504757	70504955	46	134,119,100,114	116,120,133,108	114,298,68,92	85,279,73,72	273	294	0.227032826908	0.855098266983	0.554,0.516,0.447,0.532	0.591,0.535,0.501,0.579	-0.039
47	"ENSMUSG00000022092"	"Ppp3cc"	chr14	-	70493808	70493920	70504078	70504203	70483301	70483441	70504757	70504955	47	134,119,100,114	1,0,0,1	114,298,68,92	0,7,0,1	273	260	1	1.0	0.992,1.0,1.0,0.991	1.0,0.976,1.0,0.989	0.005
48	"ENSMUSG00000022092"	"Ppp3cc"	chr14	-	70493808	70493920	70504078	70504203	70485022	70485168	70504757	70504955	48	136,122,103,118	83,107,97,80	117,308,70,95	99,281,60,68	273	260	0.434281134827	1.0	0.609,0.521,0.503,0.584	0.53,0.511,0.526,0.571	0.02
49	"ENSMUSG00000022092"	"Ppp3cc"	chr14	-	70493808	70493920	70504757	70504955	70485022	70485168	70526629	70526726	49	62,37,40,45	80,107,98,78	22,97,26,22	98,274,60,67	298	260	0.0174611444183	0.305379185776	0.403,0.232,0.263,0.335	0.164,0.236,0.274,0.223	0.084
50	"ENSMUSG00000066537"	"Vmn2r57"	chr7	-	41060278	41060402	41074401	41074525	41045368	41050087	41097856	41098120	50	6,3,0,2	0,0,1,0	5,7,2,3	0,0,0,0	272	272	1	1.0	1.0,1.0,0.0,1.0	1.0,1.0,1.0,1.0	-0.25
51	"ENSMUSG00000026796"	"Niban2"	chr2	+	32795780	32795911	32799860	32799989	32766125	32766416	32801352	32801458	51	36,16,13,13	73,71,57,56	2,43,7,10	40,155,28,38	279	277	0.221113651682	0.849112442561	0.329,0.183,0.185,0.187	0.047,0.216,0.199,0.207	0.054
52	"ENSMUSG00000027835"	"Pdcd10"	chr3	-	75436116	75436234	75440847	75440897	75434894	75435021	75448466	75448685	52	0,0,0,0	218,134,139,159	1,0,0,0	138,322,93,85	198	266	1	1.0	0.0,0.0,0.0,0.0	0.01,0.0,0.0,0.0	-0.003
53	"ENSMUSG00000027835"	"Pdcd10"	chr3	-	75436116	75436234	75440847	75440901	75434894	75435021	75448466	75448685	53	55,47,44,32	218,134,139,159	30,96,23,20	138,322,93,85	202	266	0.69496350442	1.0	0.249,0.316,0.294,0.21	0.223,0.282,0.246,0.237	0.02
54	"ENSMUSG00000000399"	"Ndufa9"	chr6	-	126801898	126801965	126804502	126804598	126798683	126799152	126809434	126809511	54	3613,2801,2961,2650	2617,2126,2104,2050	3143,7880,2077,2275	1853,5533,1330,1598	244	215	0.103405589471	0.6701259537	0.549,0.537,0.554,0.533	0.599,0.557,0.579,0.556	-0.03
55	"ENSMUSG00000000399"	"Ndufa9"	chr6	-	126804502	126804598	126809434	126809511	126801898	126801965	126811391	126811459	55	3377,2561,2738,2826	4753,3832,3788,3732	2437,7537,1739,1912	3411,10193,2228,2607	225	244	0.611351693645	1.0	0.435,0.42,0.439,0.451	0.437,0.445,0.458,0.443	-0.01
56	"ENSMUSG00000000399"	"Ndufa9"	chr6	-	126809434	126809511	126811391	126811459	126804502	126804598	126813181	126813284	56	2059,1791,1630,1657	2751,2176,2091,2153	1505,4467,1041,1189	2260,5694,1535,1569	216	225	0.296182110706	0.918149123157	0.438,0.462,0.448,0.445	0.41,0.45,0.414,0.441	0.02
57	"ENSMUSG00000000399"	"Ndufa9"	chr6	-	126811391	126811459	126813181	126813284	126809434	126809511	126817460	126817602	57	4711,3619,3816,3611	2798,2210,2341,2024	3101,9424,2188,2484	2402,6143,1585,1755	251	216	0.0136465414137	0.275729418561	0.592,0.585,0.584,0.606	0.526,0.569,0.543,0.549	0.045
58	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22927468	22927601	22927869	22928009	22927334	22927383	22928734	22928903	58	1077,779,847,841	2120,1718,1910,2046	639,2165,505,607	1713,4531,1122,1411	281	288	0.544572753809	1.0	0.342,0.317,0.312,0.296	0.277,0.329,0.316,0.306	0.01
59	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22927468	22927601	22928734	22928903	22927334	22927383	22928983	22929093	59	1023,744,806,796	2213,1807,1913,2048	597,2047,476,571	1620,4879,1100,1435	281	298	0.609755249802	1.0	0.329,0.304,0.309,0.292	0.281,0.308,0.315,0.297	0.008
60	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22929329	22930013	22930252	22930342	22928983	22929093	22930566	22931159	60	1894,1622,1760,1938	1758,1399,1544,1644	1585,4421,989,1258	1357,3797,971,1046	298	238	1	1.0	0.462,0.481,0.477,0.485	0.483,0.482,0.449,0.49	0.0
61	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22929875	22930013	22930252	22930342	22929329	22929473	22930566	22930646	61	1614,1284,1421,1467	1761,1399,1543,1644	1363,3981,868,1143	1357,3800,972,1050	286	238	0.18659753346	0.807649436108	0.433,0.433,0.434,0.426	0.455,0.466,0.426,0.475	-0.024
62	"ENSMUSG00000041890"	"Git2"	chr5	-	114877093	114877342	114881836	114881941	114871921	114872004	114883489	114883632	62	49,56,48,51	72,61,50,70	35,126,13,25	49,176,24,22	253	298	0.669591566878	1.0	0.445,0.52,0.531,0.462	0.457,0.457,0.39,0.572	0.021
64	"ENSMUSG00000041890"	"Git2"	chr5	-	114905156	114905269	114907677	114907811	114903735	114904618	114911374	114911528	64	47,16,17,17	99,82,66,79	12,54,13,12	56,195,35,46	282	261	0.854974790318	1.0	0.305,0.153,0.193,0.166	0.166,0.204,0.256,0.194	-0.001
65	"ENSMUSG00000024789"	"Jak2"	chr19	+	29229836	29229919	29239582	29239833	29229227	29229518	29248750	29248874	65	11,5,4,3	87,76,78,78	4,10,0,5	68,197,30,78	231	298	0.275477348242	0.89799536789	0.14,0.078,0.062,0.047	0.071,0.061,0.0,0.076	0.03
66	"ENSMUSG00000024789"	"Jak2"	chr19	+	29265300	29265487	29272255	29272343	29263700	29263812	29273041	29273091	66	97,86,77,63	58,32,44,63	37,177,37,67	45,94,16,33	298	236	0.95571099869	1.0	0.57,0.68,0.581,0.442	0.394,0.599,0.647,0.617	0.004
67	"ENSMUSG00000041187"	"Prkd2"	chr7	+	16597865	16597964	16599611	16599879	16592303	16592465	16603412	16603498	67	70,68,49,57	86,80,59,85	48,96,28,58	50,149,34,51	247	298	0.648830756843	1.0	0.495,0.506,0.5,0.447	0.537,0.437,0.498,0.578	-0.025
68	"ENSMUSG00000026495"	"Efcab2"	chr1	+	178283380	178283453	178302446	178302526	178276348	178276593	178303249	178303292	68	153,118,134,119	341,249,328,253	116,438,98,136	227,849,238,222	221	228	0.194503083199	0.817239845374	0.316,0.328,0.297,0.327	0.345,0.347,0.298,0.387	-0.027
69	"ENSMUSG00000116048"	"Septin2"	chr1	+	93418878	93418999	93423300	93423387	93406714	93406790	93425062	93425186	69	1,3,2,1	354,378,330,326	0,0,0,0	269,750,186,214	269	235	1	1.0	0.002,0.007,0.005,0.003	0.0,0.0,0.0,0.0	0.004
70	"ENSMUSG00000054770"	"Kctd18"	chr1	-	57998301	57998404	58006655	58006882	57994259	57995979	58009179	58009243	70	11,3,4,3	25,22,11,18	2,16,4,0	15,24,12,5	298	251	0.725958920746	1.0	0.27,0.103,0.234,0.123	0.101,0.36,0.219,0.0	0.013
71	"ENSMUSG00000054770"	"Kctd18"	chr1	-	58001059	58001154	58004509	58004699	57998301	57998404	58006655	58006882	71	17,13,9,8	17,24,15,25	14,46,16,12	14,55,13,13	298	243	0.0700939072638	0.572662910617	0.449,0.306,0.329,0.207	0.449,0.405,0.501,0.429	-0.123
72	"ENSMUSG00000032952"	"Ap4b1"	chr3	+	103725075	103725159	103726119	103726223	103722140	103722637	103727569	103727777	72	51,31,56,46	77,59,85,70	37,112,34,21	48,139,43,55	232	252	0.676488266647	1.0	0.418,0.363,0.417,0.416	0.456,0.467,0.462,0.293	-0.016
73	"ENSMUSG00000028100"	"Nudt17"	chr3	-	96615099	96615125	96615125	96615202	96614873	96614966	96615307	96615491	73	5,2,6,2	20,13,19,12	1,13,2,2	11,30,11,12	225	174	0.887429217149	1.0	0.162,0.106,0.196,0.114	0.066,0.251,0.123,0.114	0.006
74	"ENSMUSG00000002885"	"Adgre5"	chr8	-	84456739	84456886	84458531	84458666	84456010	84456154	84460042	84460195	74	96,101,69,59	224,195,205,140	42,159,35,34	145,373,82,120	283	295	0.20870571864	0.834309453358	0.309,0.351,0.26,0.305	0.232,0.308,0.308,0.228	0.037
75	"ENSMUSG00000002885"	"Adgre5"	chr8	-	84456739	84456886	84460042	84460195	84456010	84456154	84460637	84460754	75	330,326,290,283	170,142,143,92	212,573,108,142	92,273,61,96	298	295	0.158856012485	0.770677851793	0.658,0.694,0.668,0.753	0.695,0.675,0.637,0.594	0.043
76	"ENSMUSG00000024352"	"Spata24"	chr18	-	35793496	35793627	35793844	35793910	35793335	35793406	35795064	35795184	76	8,10,9,11	43,32,21,29	3,23,10,11	43,145,33,24	214	279	0.229330255938	0.857756927204	0.195,0.289,0.358,0.331	0.083,0.171,0.283,0.374	0.066
77	"ENSMUSG00000052395"	"Rft1"	chr14	+	30404707	30404813	30411661	30411911	30401187	30401332	30412398	30413274	77	41,15,16,30	39,36,28,58	20,78,8,17	27,89,27,19	254	298	0.701838967081	1.0	0.552,0.328,0.401,0.378	0.465,0.507,0.258,0.512	-0.021
78	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107627206	107627291	107627661	107627747	107626906	107626995	107628917	107628990	78	215,128,138,157	0,4,8,11	173,385,94,105	7,17,10,3	234	233	0.209469073279	0.835755139853	1.0,0.97,0.945,0.934	0.961,0.958,0.903,0.972	0.014
79	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107627206	107627291	107627661	107627747	107626906	107626998	107628917	107628990	79	226,138,154,176	133,99,99,106	189,412,99,112	67,273,77,76	234	233	0.676197236005	1.0	0.629,0.581,0.608,0.623	0.737,0.6,0.561,0.595	-0.013
80	"ENSMUSG00000028800"	"Hdac1"	chr4	-	129422719	129422837	129428406	129428519	129412844	129412953	129436373	129436506	80	1,0,2,0	1,0,0,2	3,1,0,0	0,0,0,0	261	266	1	1.0	0.505,NA,1.0,0.0	1.0,1.0,NA,NA	-0.498
81	"ENSMUSG00000028800"	"Hdac1"	chr4	-	129422719	129422837	129428406	129428519	129418038	129418113	129436373	129436506	81	3,4,3,2	63,67,63,46	0,1,0,1	35,127,30,37	261	266	0.00525942257939	0.177130812259	0.046,0.057,0.046,0.042	0.0,0.008,0.0,0.027	0.039
82	"ENSMUSG00000030562"	"Nox4"	chr7	+	86973140	86973203	86988164	86988225	86972840	86973005	87009935	87010017	82	2,0,5,1	4,3,4,3	1,7,0,0	3,9,0,5	211	209	1	1.0	0.331,0.0,0.553,0.248	0.248,0.435,NA,0.0	0.055
83	"ENSMUSG00000020650"	"Bcap29"	chr12	-	31650642	31650743	31667073	31667179	31640965	31646376	31674113	31674249	83	228,183,204,174	272,302,294,252	143,467,101,135	210,652,163,195	254	249	0.770648055816	1.0	0.451,0.373,0.405,0.404	0.4,0.413,0.378,0.404	0.01
84	"ENSMUSG00000020650"	"Bcap29"	chr12	-	31667073	31667179	31674113	31674249	31650642	31650743	31676724	31676875	84	308,219,276,221	251,201,225,198	151,589,141,160	161,579,119,144	284	254	0.28130472482	0.902953437694	0.523,0.494,0.523,0.5	0.456,0.476,0.514,0.498	0.024
85	"ENSMUSG00000020349"	"Ppp2ca"	chr11	+	52003946	52004156	52008813	52008987	51989507	51989977	52009495	52009585	85	602,518,544,488	1376,1141,1175,1122	348,1062,268,320	840,2551,678,708	298	298	0.422289276075	1.0	0.304,0.312,0.316,0.303	0.293,0.294,0.283,0.311	0.014
86	"ENSMUSG00000062397"	"Zfp706"	chr15	-	37002082	37002190	37003929	37004066	36997270	37001167	37007371	37007646	86	465,221,188,214	684,704,643,726	93,544,126,158	550,1345,329,397	285	256	0.400520714663	0.994615220525	0.379,0.22,0.208,0.209	0.132,0.266,0.256,0.263	0.025
87	"ENSMUSG00000034621"	"Gpatch8"	chr11	-	102422138	102422156	102427937	102427972	102418919	102418992	102429107	102429182	87	0,2,1,0	13,5,9,5	2,1,1,0	3,17,5,5	183	166	1	1.0	0.0,0.266,0.092,0.0	0.377,0.051,0.154,0.0	-0.056
88	"ENSMUSG00000042082"	"Arsb"	chr13	+	93944003	93944211	93998594	93998838	93930535	93930726	94016995	94017066	88	26,37,20,37	65,42,53,48	15,61,14,29	45,136,21,19	298	298	0.851611939386	1.0	0.286,0.468,0.274,0.435	0.25,0.31,0.4,0.604	-0.025
89	"ENSMUSG00000042082"	"Arsb"	chr13	+	93998594	93998838	94016995	94017066	93944003	93944211	94075734	94075857	89	64,51,53,54	9,27,17,21	34,80,20,32	8,36,11,9	298	219	0.654467581993	1.0	0.839,0.581,0.696,0.654	0.757,0.62,0.572,0.723	0.024
90	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25164273	25165862	25171222	25171498	25162753	25163325	25175768	25176128	90	82,63,78,53	9,5,6,3	49,116,30,31	4,6,8,6	298	298	0.392714239231	0.988528175305	0.901,0.926,0.929,0.946	0.925,0.951,0.789,0.838	0.05
91	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25164892	25164945	25165741	25165862	25164273	25164305	25171222	25171498	91	153,121,121,136	1,1,0,0	97,221,55,83	0,0,0,0	269	201	1	1.0	0.991,0.989,1.0,1.0	1.0,1.0,1.0,1.0	-0.005
92	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25165741	25165862	25171222	25171498	25164273	25164305	25175768	25176128	92	81,63,78,53	62,40,38,28	51,121,31,31	49,102,16,25	298	269	0.124091059099	0.70506283579	0.541,0.587,0.649,0.631	0.484,0.517,0.636,0.528	0.061
