ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
21	"ENSMUSG00000079334"	"Naa80"	chr9	+	107460015	107460718	107460334	107460718	107456298	107458134	21	74,51,48,57	0,1,0,0	49,118,22,44	1,1,0,0	298	149	1	1.0	1.0,0.962,1.0,1.0	0.961,0.983,1.0,1.0	0.004
22	"ENSMUSG00000059743"	"Fdps"	chr3	-	89001758	89001884	89001758	89001836	89002166	89002239	22	0,1,0,1	137,104,79,133	0,3,0,2	92,293,55,86	196	149	1	1.0	0.0,0.007,0.0,0.006	0.0,0.008,0.0,0.017	-0.003
23	"ENSMUSG00000068617"	"Efcab1"	chr16	+	14738158	14738310	14738205	14738310	14735506	14735611	23	0,0,0,0	0,1,0,0	0,0,1,0	0,0,0,0	195	149	1	1.0	NA,0.0,NA,NA	NA,NA,1.0,NA	-1.0
25	"ENSMUSG00000065999"	"Zfp985"	chr4	+	147661481	147661586	147661528	147661586	147647371	147647415	25	2,2,1,0	10,8,2,0	0,6,1,1	2,6,2,1	195	149	1	1.0	0.133,0.16,0.276,NA	0.0,0.433,0.276,0.433	-0.096
26	"ENSMUSG00000030795"	"Fus"	chr7	+	127571009	127571154	127571012	127571154	127568888	127569043	26	738,618,686,612	363,303,306,269	582,1840,376,435	305,836,169,225	151	149	0.682848814075	1.0	0.667,0.668,0.689,0.692	0.653,0.685,0.687,0.656	0.009
27	"ENSMUSG00000022617"	"Chkb"	chr15	-	89311526	89311630	89311526	89311602	89311763	89311872	27	462,368,386,382	65,60,52,52	241,794,170,185	35,116,16,24	176	149	0.605518556763	1.0	0.857,0.839,0.863,0.861	0.854,0.853,0.9,0.867	-0.013
28	"ENSMUSG00000022617"	"Chkb"	chr15	-	89312336	89312432	89312336	89312396	89312613	89312747	28	510,461,518,451	0,0,5,1	315,1138,201,203	0,2,0,2	184	149	1	1.0	1.0,1.0,0.988,0.997	1.0,0.998,1.0,0.988	-0.0
29	"ENSMUSG00000022617"	"Chkb"	chr15	-	89312613	89312781	89312613	89312747	89312916	89313030	29	28,39,26,37	125,104,102,98	16,76,19,11	33,206,44,31	182	149	0.136361652923	1.0	0.155,0.235,0.173,0.236	0.284,0.232,0.261,0.225	-0.051
31	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119173531	119175634	119175535	119175634	119173238	119173318	31	499,395,435,377	0,2,1,0	283,1011,198,271	1,4,2,0	298	149	1	1.0	1.0,0.99,0.995,1.0	0.993,0.992,0.98,1.0	0.005
32	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119177646	119177837	119177651	119177837	119176795	119176876	32	534,494,436,430	1,0,0,0	384,1161,278,358	0,0,0,0	153	149	1	1.0	0.998,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.0
33	"ENSMUSG00000020486"	"Septin4"	chr11	+	87480781	87480881	87480834	87480881	87480481	87480644	33	403,249,269,327	50,43,34,35	206,494,131,181	24,69,7,17	201	149	0.282400276418	1.0	0.857,0.811,0.854,0.874	0.864,0.841,0.933,0.888	-0.032
34	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89254803	89254878	89254806	89254878	89254597	89254691	34	83,66,63,76	425,371,384,348	63,198,38,40	225,757,154,256	151	149	0.0459883514327	0.62342958911	0.162,0.149,0.139,0.177	0.216,0.205,0.196,0.134	-0.031
36	"ENSMUSG00000036955"	"Kifbp"	chr10	-	62399014	62399287	62399014	62399130	62401815	62401900	36	0,0,0,1	185,185,198,207	0,0,1,0	178,395,103,104	298	149	1	1.0	0.0,0.0,0.0,0.002	0.0,0.0,0.005,0.0	-0.001
39	"ENSMUSG00000022195"	"6030458C11Rik"	chr15	-	12817943	12818370	12817943	12818213	12821489	12821639	39	70,52,44,56	3,1,0,0	41,90,21,35	0,1,1,0	298	149	0.483722333769	1.0	0.921,0.963,1.0,1.0	1.0,0.978,0.913,1.0	-0.002
41	"ENSMUSG00000015966"	"Il17rb"	chr14	-	29724319	29725003	29724319	29724371	29725517	29725644	41	0,0,0,0	1,0,0,0	0,1,0,0	0,0,1,0	298	149	1	1.0	0.0,NA,NA,NA	NA,1.0,0.0,NA	-0.5
42	"ENSMUSG00000085795"	"Zfp703"	chr8	+	27468262	27468423	27468289	27468423	27467352	27467639	42	0,1,0,1	0,0,2,0	0,0,0,0	0,0,0,2	175	149	1	1.0	NA,1.0,0.0,1.0	NA,NA,NA,0.0	0.667
43	"ENSMUSG00000027835"	"Pdcd10"	chr3	-	75440847	75440901	75440847	75440897	75448466	75448685	43	202,166,209,153	0,0,0,0	139,410,82,121	1,0,0,0	152	149	1	1.0	1.0,1.0,1.0,1.0	0.993,1.0,1.0,1.0	0.002
46	"ENSMUSG00000022679"	"Mpv17l"	chr16	+	13764392	13764451	13764421	13764451	13762529	13762600	46	1,2,1,0	8,10,14,21	2,8,0,1	10,25,8,9	177	149	0.00889790959181	0.287491512824	0.095,0.144,0.057,0.0	0.144,0.212,0.0,0.086	-0.036
47	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22927334	22927383	22927337	22927383	22926508	22926570	47	117,92,102,87	394,273,329,295	75,311,59,83	231,866,172,210	151	149	0.186422416739	1.0	0.227,0.25,0.234,0.225	0.243,0.262,0.253,0.281	-0.026
48	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22927334	22927383	22927337	22927383	22926520	22926630	48	13,11,8,11	0,1,1,2	9,46,13,18	2,15,0,3	151	149	0.00305253808496	0.145515496841	1.0,0.916,0.888,0.844	0.816,0.752,1.0,0.856	0.056
49	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	22928734	22929093	22928983	22929093	22927468	22927601	49	54,38,45,45	0,2,3,0	42,119,29,36	0,1,0,0	298	149	0.727541772681	1.0	1.0,0.905,0.882,1.0	1.0,0.983,1.0,1.0	-0.049
50	"ENSMUSG00000041890"	"Git2"	chr5	-	114890339	114890391	114890339	114890388	114891208	114891214	50	0,0,1,0	0,0,2,0	2,1,0,0	0,0,0,0	151	149	1	1.0	NA,NA,0.33,NA	1.0,1.0,NA,NA	-0.67
51	"ENSMUSG00000041890"	"Git2"	chr5	-	114890339	114890391	114890339	114890388	114891339	114891385	51	43,31,31,28	45,38,46,49	21,63,17,25	34,91,21,24	151	149	0.978693351168	1.0	0.485,0.446,0.399,0.361	0.379,0.406,0.444,0.507	-0.011
52	"ENSMUSG00000116048"	"Septin2"	chr1	+	93416845	93416876	93416849	93416876	93406714	93406790	52	168,139,150,120	12,8,13,5	124,283,82,92	4,17,5,8	152	149	0.629654317627	1.0	0.932,0.945,0.919,0.959	0.968,0.942,0.941,0.919	-0.004
53	"ENSMUSG00000116048"	"Septin2"	chr1	+	93416845	93416876	93416849	93416876	93406782	93406902	53	6,7,9,4	1,0,0,0	6,13,6,1	0,0,2,0	152	149	1	1.0	0.855,1.0,1.0,1.0	1.0,1.0,0.746,1.0	0.027
54	"ENSMUSG00000038543"	"BC028528"	chr3	-	95792281	95792383	95792281	95792380	95795452	95795608	54	79,50,54,47	40,32,25,43	59,139,39,38	51,113,23,45	151	149	0.0961666014058	0.878254140839	0.661,0.607,0.681,0.519	0.533,0.548,0.626,0.455	0.077
55	"ENSMUSG00000063445"	"Nmral1"	chr16	-	4529180	4529544	4529180	4529467	4531503	4531694	55	6,1,3,0	15,10,19,19	1,2,1,0	9,36,11,9	225	149	0.0406860872179	0.592269283058	0.209,0.062,0.095,0.0	0.069,0.035,0.057,0.0	0.051
57	"ENSMUSG00000024352"	"Spata24"	chr18	-	35793335	35793406	35793335	35793397	35793496	35793627	57	42,36,24,35	1,0,0,0	44,148,36,28	1,2,1,0	157	149	1	1.0	0.976,1.0,1.0,1.0	0.977,0.986,0.972,1.0	0.01
58	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107626906	107626998	107626906	107626995	107627206	107627291	58	241,185,192,204	6,11,14,20	148,493,129,140	7,17,11,3	151	149	0.0869776173938	0.838464231676	0.975,0.943,0.931,0.91	0.954,0.966,0.92,0.979	-0.015
59	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107626906	107626998	107626906	107626995	107627661	107627747	59	18,13,22,21	0,0,2,0	19,43,8,8	1,9,0,0	151	149	0.00144130495488	0.100844853133	1.0,1.0,0.916,1.0	0.949,0.825,1.0,1.0	0.035
62	"ENSMUSG00000036281"	"Snapc4"	chr2	-	26264503	26264576	26264503	26264572	26264654	26264759	62	28,24,22,24	5,4,1,0	25,97,14,13	5,0,1,1	152	149	0.146262401725	1.0	0.846,0.855,0.956,1.0	0.831,1.0,0.932,0.927	-0.008
63	"ENSMUSG00000042487"	"Leo1"	chr9	+	75362922	75364475	75364339	75364475	75361905	75362000	63	33,22,34,22	0,0,1,0	20,49,11,11	0,0,0,0	298	149	1	1.0	1.0,1.0,0.944,1.0	1.0,1.0,1.0,1.0	-0.014
65	"ENSMUSG00000030562"	"Nox4"	chr7	+	86944991	86945102	86944995	86945102	86896695	86896791	65	4,5,0,4	2,4,1,2	2,6,0,1	1,10,0,0	152	149	1	1.0	0.662,0.551,0.0,0.662	0.662,0.37,NA,1.0	-0.209
67	"ENSMUSG00000074415"	"Mir100hg"	chr9	+	41501269	41504125	41501515	41504125	41492008	41492698	67	1,1,1,0	1,0,1,0	1,0,1,1	0,4,0,0	298	149	1	1.0	0.333,1.0,0.333,NA	1.0,0.0,1.0,1.0	-0.195
68	"ENSMUSG00000074415"	"Mir100hg"	chr9	+	41501269	41504125	41501515	41504125	41498181	41498291	68	0,1,0,0	0,0,0,0	0,0,0,0	0,0,1,0	298	149	1	1.0	NA,1.0,NA,NA	NA,NA,0.0,NA	1.0
71	"ENSMUSG00000004393"	"Ddx56"	chr11	-	6216810	6216971	6216810	6216917	6217417	6217579	71	83,72,52,49	1,3,0,1	45,154,38,39	0,3,0,0	202	149	0.533778335187	1.0	0.984,0.947,1.0,0.973	1.0,0.974,1.0,1.0	-0.018
72	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25164273	25165862	25164273	25164305	25171222	25171498	72	105,87,90,114	2,0,0,0	54,131,50,65	2,7,1,0	298	149	0.0052070578025	0.199895723427	0.963,1.0,1.0,1.0	0.931,0.903,0.962,1.0	0.042
73	"ENSMUSG00000028741"	"Mrto4"	chr4	-	139076924	139077158	139076924	139077028	139077746	139077805	73	3,0,2,0	147,163,147,102	0,0,1,2	67,299,61,72	278	149	1	1.0	0.011,0.0,0.007,0.0	0.0,0.0,0.009,0.015	-0.002
74	"ENSMUSG00000006288"	"Ttc5"	chr14	-	51012747	51012907	51012747	51012839	51014718	51014869	74	0,0,1,0	38,31,25,32	0,1,0,0	18,78,14,17	216	149	1	1.0	0.0,0.0,0.027,0.0	0.0,0.009,0.0,0.0	0.005
76	"ENSMUSG00000026648"	"Dclre1c"	chr2	+	3438025	3438127	3438066	3438127	3437474	3437530	76	16,14,8,6	2,2,1,0	10,28,5,11	0,3,0,0	189	149	0.346766173162	1.0	0.863,0.847,0.863,1.0	1.0,0.88,1.0,1.0	-0.077
77	"ENSMUSG00000026648"	"Dclre1c"	chr2	+	3438038	3438127	3438066	3438127	3437474	3437530	77	4,6,0,0	2,2,1,0	2,10,0,6	0,3,0,0	176	149	1	1.0	0.629,0.717,0.0,NA	1.0,0.738,NA,1.0	-0.464
78	"ENSMUSG00000029462"	"Vps29"	chr5	+	122498075	122498267	122498091	122498267	122492484	122492539	78	134,97,103,89	2,1,3,0	70,197,55,62	3,4,2,0	164	149	0.465262592842	1.0	0.984,0.989,0.969,1.0	0.955,0.978,0.962,1.0	0.012
79	"ENSMUSG00000029462"	"Vps29"	chr5	+	122498075	122498267	122498091	122498267	122494856	122494868	79	26,15,20,12	0,0,0,0	13,39,26,13	0,1,0,0	164	149	1	1.0	1.0,1.0,1.0,1.0	1.0,0.973,1.0,1.0	0.007
84	"ENSMUSG00000036529"	"Sbf1"	chr15	-	89177638	89177869	89177638	89177833	89177941	89178072	84	100,108,109,80	0,0,2,1	68,208,47,48	0,0,0,0	184	149	1	1.0	1.0,1.0,0.978,0.985	1.0,1.0,1.0,1.0	-0.009
86	"ENSMUSG00000036529"	"Sbf1"	chr15	-	89189546	89189675	89189546	89189671	89189746	89189860	86	53,48,36,36	4,1,4,1	30,132,16,29	3,2,0,0	152	149	0.0378974490694	0.572858624928	0.929,0.979,0.898,0.972	0.907,0.985,1.0,1.0	-0.028
87	"ENSMUSG00000036990"	"Otud4"	chr8	+	80387666	80387764	80387669	80387764	80386026	80386091	87	77,82,73,88	48,30,47,48	55,169,55,40	33,111,17,29	151	149	0.79851884697	1.0	0.613,0.73,0.605,0.644	0.622,0.6,0.761,0.576	0.008
89	"ENSMUSG00000096917"	"2500002B13Rik"	chr8	+	57959561	57959835	57959675	57959835	57943373	57943501	89	77,62,61,61	1,5,1,4	48,129,19,23	4,6,0,2	262	149	0.635617627896	1.0	0.978,0.876,0.972,0.897	0.872,0.924,1.0,0.867	0.015
90	"ENSMUSG00000096917"	"2500002B13Rik"	chr8	+	57963029	57963298	57963121	57963298	57959561	57959835	90	7,2,2,1	51,33,33,28	1,9,0,1	13,93,6,17	240	149	0.707542100897	1.0	0.079,0.036,0.036,0.022	0.046,0.057,0.0,0.035	0.009
91	"ENSMUSG00000027206"	"Cops2"	chr2	-	125684541	125684652	125684541	125684631	125686729	125686855	91	185,156,173,141	282,255,274,223	143,340,102,103	271,593,147,192	169	149	0.335673358366	1.0	0.366,0.35,0.358,0.358	0.318,0.336,0.38,0.321	0.019
92	"ENSMUSG00000021504"	"B4galt7"	chr13	+	55751832	55752195	55751932	55752195	55747877	55748005	92	31,16,4,9	1,0,0,1	6,34,0,8	0,0,2,1	248	149	0.407839952906	1.0	0.949,1.0,1.0,0.844	1.0,1.0,0.0,0.828	0.241
95	"ENSMUSG00000023992"	"Trem2"	chr17	+	48658718	48658958	48658773	48658958	48658128	48658219	95	6,3,4,7	36,16,34,25	5,2,3,0	17,47,13,18	203	149	0.112679741962	0.958440628689	0.109,0.121,0.079,0.17	0.178,0.03,0.145,0.0	0.032
97	"ENSMUSG00000040054"	"Baz2a"	chr10	+	127932248	127932392	127932307	127932392	127927503	127927645	97	9,7,7,4	4,5,7,3	11,9,0,6	2,4,1,1	207	149	0.212034858018	1.0	0.618,0.502,0.419,0.49	0.798,0.618,0.0,0.812	-0.05
98	"ENSMUSG00000040054"	"Baz2a"	chr10	+	127932248	127932392	127932307	127932392	127928651	127928719	98	5,6,7,4	2,4,4,0	4,6,0,5	0,5,6,0	207	149	0.927686742949	1.0	0.643,0.519,0.557,1.0	1.0,0.463,0.0,1.0	0.064
99	"ENSMUSG00000040054"	"Baz2a"	chr10	+	127949328	127949550	127949331	127949550	127948450	127948636	99	21,11,12,19	52,36,42,43	17,35,6,11	37,91,26,31	151	149	0.946738600916	1.0	0.285,0.232,0.22,0.304	0.312,0.275,0.185,0.259	0.002
100	"ENSMUSG00000043940"	"Wdfy3"	chr5	-	102034826	102034936	102034826	102034933	102035952	102036182	100	81,43,52,71	8,5,3,4	43,120,33,38	0,5,2,7	151	149	0.362618085109	1.0	0.909,0.895,0.945,0.946	1.0,0.959,0.942,0.843	-0.012
105	"ENSMUSG00000027667"	"Zfp639"	chr3	+	32569432	32571288	32571177	32571288	32568532	32568603	105	64,53,59,48	0,2,0,1	40,155,29,63	6,2,1,2	298	149	1	1.0	1.0,0.93,1.0,0.96	0.769,0.975,0.935,0.94	0.068
106	"ENSMUSG00000054302"	"Eapp"	chr12	-	54738784	54738880	54738784	54738868	54739559	54739741	106	206,220,196,191	1,2,3,6	139,450,125,123	1,12,6,1	160	149	0.147538757721	1.0	0.995,0.99,0.984,0.967	0.992,0.972,0.951,0.991	0.007
107	"ENSMUSG00000026879"	"Gsn"	chr2	+	35172662	35172733	35172671	35172733	35156831	35156915	107	0,1,0,1	0,0,0,0	0,1,0,0	0,1,0,0	157	149	1	1.0	NA,1.0,NA,1.0	NA,0.487,NA,NA	0.513
108	"ENSMUSG00000040987"	"Mill2"	chr7	+	18590236	18590606	18590330	18590606	18589864	18590128	108	2,0,0,1	29,34,36,24	0,0,0,0	27,49,9,12	242	149	1	1.0	0.041,0.0,0.0,0.025	0.0,0.0,0.0,0.0	0.017
109	"ENSMUSG00000039220"	"Ppp1r10"	chr17	+	36234904	36235015	36234928	36235015	36234199	36234317	109	1,3,3,0	91,61,79,86	0,4,2,0	39,183,32,43	172	149	0.65246316526	1.0	0.009,0.041,0.032,0.0	0.0,0.019,0.051,0.0	0.003
110	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82860901	82861082	82860964	82861082	82859948	82860158	110	143,108,113,121	4,1,6,8	108,244,61,86	1,10,1,3	211	149	0.388540988513	1.0	0.962,0.987,0.93,0.914	0.987,0.945,0.977,0.953	-0.017
111	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82872196	82872288	82872202	82872288	82871144	82871303	111	112,86,88,90	29,32,25,36	101,277,57,83	22,75,13,13	154	149	0.0415258292401	0.596219857158	0.789,0.722,0.773,0.708	0.816,0.781,0.809,0.861	-0.069
112	"ENSMUSG00000031388"	"Naa10"	chrX	-	72960478	72960801	72960478	72960796	72961448	72961533	112	121,103,94,84	3,5,4,6	61,263,48,48	10,13,7,6	153	149	0.012669240944	0.331079320573	0.975,0.953,0.958,0.932	0.856,0.952,0.87,0.886	0.064
113	"ENSMUSG00000031388"	"Naa10"	chrX	-	72963107	72963152	72963107	72963146	72963359	72963475	113	519,352,357,353	8,5,9,10	285,918,212,266	10,15,2,16	154	149	0.280876634168	1.0	0.984,0.986,0.975,0.972	0.965,0.983,0.99,0.941	0.01
114	"ENSMUSG00000063268"	"Parp10"	chr15	-	76124486	76125181	76124486	76125131	76125355	76125428	114	0,0,0,0	73,51,71,68	2,0,0,0	34,140,26,30	198	149	1	1.0	0.0,0.0,0.0,0.0	0.042,0.0,0.0,0.0	-0.011
115	"ENSMUSG00000063268"	"Parp10"	chr15	-	76125857	76126839	76125857	76126522	76126931	76127186	115	42,20,22,24	0,0,0,0	11,60,7,25	1,0,0,0	298	149	1	1.0	1.0,1.0,1.0,1.0	0.846,1.0,1.0,1.0	0.038
116	"ENSMUSG00000020740"	"Gga3"	chr11	-	115477141	115477311	115477141	115477246	115477821	115478027	116	46,44,39,31	5,2,3,0	31,84,26,38	0,2,0,2	213	149	0.0198645497387	0.418695098659	0.866,0.939,0.901,1.0	1.0,0.967,1.0,0.93	-0.048
119	"ENSMUSG00000028447"	"Dctn3"	chr4	-	41714797	41715259	41714797	41715238	41716395	41716454	119	0,0,1,0	7,1,3,8	0,0,0,0	1,8,1,6	169	149	1	1.0	0.0,0.0,0.227,0.0	0.0,0.0,0.0,0.0	0.057
122	"ENSMUSG00000042015"	"Wdr41"	chr13	+	95114977	95115093	95114981	95115093	95112945	95113097	122	13,12,12,10	2,1,0,0	8,30,13,13	0,1,0,0	152	149	1	1.0	0.864,0.922,1.0,1.0	1.0,0.967,1.0,1.0	-0.045
124	"ENSMUSG00000085207"	"Gm11767"	chr11	-	119826543	119827356	119826543	119826875	119829987	119830116	124	0,0,3,0	0,0,0,0	0,1,0,0	0,2,0,0	298	149	1	1.0	NA,NA,1.0,NA	NA,0.2,NA,NA	0.8
125	"ENSMUSG00000031979"	"Cog2"	chr8	+	125255714	125255795	125255716	125255795	125253838	125253904	125	75,73,106,81	0,0,0,2	74,207,45,54	0,1,0,0	150	149	1	1.0	1.0,1.0,1.0,0.976	1.0,0.995,1.0,1.0	-0.005
126	"ENSMUSG00000070733"	"Fryl"	chr5	-	73226066	73226257	73226066	73226254	73227225	73227347	126	47,39,55,28	6,2,2,5	30,86,19,34	6,22,1,4	151	149	0.0179651808852	0.398953517047	0.885,0.951,0.964,0.847	0.831,0.794,0.949,0.893	0.045
127	"ENSMUSG00000070733"	"Fryl"	chr5	-	73228447	73228652	73228447	73228649	73230078	73230264	127	43,26,46,37	11,13,5,1	27,107,22,16	5,40,9,8	151	149	0.044075068337	0.604436047031	0.794,0.664,0.901,0.973	0.842,0.725,0.707,0.664	0.098
128	"ENSMUSG00000032366"	"Tpm1"	chr9	-	66929874	66931847	66929874	66930723	66938310	66938380	128	0,1,1,0	299,211,202,190	0,1,0,0	142,416,126,126	298	149	1	1.0	0.0,0.002,0.002,0.0	0.0,0.001,0.0,0.0	0.001
129	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89071158	89071253	89071158	89071201	89071350	89071446	129	72,47,61,56	2,1,2,3	48,133,40,28	0,9,0,1	200	149	0.712284410829	1.0	0.964,0.972,0.958,0.933	1.0,0.917,1.0,0.954	-0.011
130	"ENSMUSG00000079179"	"Rab10os"	chr12	+	3287284	3287412	3287346	3287412	3285500	3285929	130	73,32,43,35	10,10,4,1	19,137,23,27	3,16,2,1	210	149	0.451152391081	1.0	0.838,0.694,0.884,0.961	0.818,0.859,0.891,0.95	-0.035
131	"ENSMUSG00000079179"	"Rab10os"	chr12	+	3288028	3288112	3288063	3288112	3287590	3287660	131	49,36,28,21	17,21,16,9	22,71,12,35	14,28,5,7	183	149	0.442211674395	1.0	0.701,0.583,0.588,0.655	0.561,0.674,0.661,0.803	-0.043
132	"ENSMUSG00000079179"	"Rab10os"	chr12	+	3299738	3300383	3299866	3300383	3297351	3297438	132	14,5,2,4	6,4,8,3	9,33,7,7	2,14,4,0	276	149	0.0301964455993	0.50576131664	0.557,0.403,0.119,0.419	0.708,0.56,0.486,1.0	-0.314
133	"ENSMUSG00000007207"	"Stx1a"	chr5	+	135077764	135077958	135077847	135077958	135074450	135074588	133	5,8,8,7	0,0,0,0	3,18,10,8	0,0,2,0	231	149	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.763,1.0	0.059
135	"ENSMUSG00000026843"	"Fubp3"	chr2	+	31482474	31482508	31482477	31482508	31473166	31473272	135	44,45,41,34	2,1,3,8	30,113,22,29	0,11,0,0	151	149	0.313505966272	1.0	0.956,0.978,0.931,0.807	1.0,0.91,1.0,1.0	-0.059
136	"ENSMUSG00000026843"	"Fubp3"	chr2	+	31484854	31484904	31484859	31484904	31482474	31482508	136	50,45,51,47	0,1,0,0	35,129,20,30	0,1,0,0	153	149	1	1.0	1.0,0.978,1.0,1.0	1.0,0.992,1.0,1.0	-0.004
137	"ENSMUSG00000033365"	"Ipo13"	chr4	-	117751940	117752122	117751940	117752042	117752408	117752498	137	367,271,298,288	25,11,21,15	262,753,185,152	5,45,7,10	228	149	0.310176547851	1.0	0.906,0.942,0.903,0.926	0.972,0.916,0.945,0.909	-0.016
138	"ENSMUSG00000059495"	"Arhgef12"	chr9	-	42919311	42919407	42919311	42919404	42921474	42921549	138	146,119,118,106	112,120,80,95	98,304,76,70	63,219,42,70	151	149	0.297962605891	1.0	0.563,0.495,0.593,0.524	0.606,0.578,0.641,0.497	-0.037
